"source","hyper_method","kernel","label","nominal","empirical","mean_width"
"spike","multistart_eb","rbf","RBF",0.5,0.842950624628197,0.0326798582524495
"spike","multistart_eb","rbf","RBF",0.6,0.869720404521118,0.0407775842515305
"spike","multistart_eb","rbf","RBF",0.7,0.889351576442594,0.0502164728921622
"spike","multistart_eb","rbf","RBF",0.8,0.91076740035693,0.0620927501018763
"spike","multistart_eb","rbf","RBF",0.9,0.927424152290303,0.0796951819641065
"spike","multistart_eb","rbf","RBF",0.95,0.941701368233195,0.0949626664838933
"spike","multistart_eb","rbf","RBF",0.975,0.947650208209399,0.108598719852287
"spike","multistart_eb","rbf","RBF",0.99,0.954193932183224,0.124802098917014
"spike","multistart_eb","matern05","Matern 0.5",0.5,0.922070196311719,0.0554906162850008
"spike","multistart_eb","matern05","Matern 0.5",0.6,0.933372992266508,0.0692406087949103
"spike","multistart_eb","matern05","Matern 0.5",0.7,0.945270672218917,0.0852679043745931
"spike","multistart_eb","matern05","Matern 0.5",0.8,0.957168352171327,0.105433901927203
"spike","multistart_eb","matern05","Matern 0.5",0.9,0.965496728138013,0.135322948097613
"spike","multistart_eb","matern05","Matern 0.5",0.95,0.971445568114218,0.161247238178068
"spike","multistart_eb","matern05","Matern 0.5",0.975,0.976799524092802,0.18440134733185
"spike","multistart_eb","matern05","Matern 0.5",0.99,0.984533016061868,0.211914792563327
"spike","multistart_eb","matern15","Matern 1.5",0.5,0.883402736466389,0.0428025065270245
"spike","multistart_eb","matern15","Matern 1.5",0.6,0.906008328375967,0.0534085185620903
"spike","multistart_eb","matern15","Matern 1.5",0.7,0.922070196311719,0.0657711209187946
"spike","multistart_eb","matern15","Matern 1.5",0.8,0.933967876264128,0.0813260975915419
"spike","multistart_eb","matern15","Matern 1.5",0.9,0.952409280190363,0.104380916215737
"spike","multistart_eb","matern15","Matern 1.5",0.95,0.959547888161808,0.124377533115396
"spike","multistart_eb","matern15","Matern 1.5",0.975,0.964306960142772,0.142237379960349
"spike","multistart_eb","matern15","Matern 1.5",0.99,0.969066032123736,0.163459786520998
"spike","multistart_eb","matern25","Matern 2.5",0.5,0.873289708506841,0.03903402866253
"spike","multistart_eb","matern25","Matern 2.5",0.6,0.892325996430696,0.0487062514215057
"spike","multistart_eb","matern25","Matern 2.5",0.7,0.911957168352171,0.0599804083316946
"spike","multistart_eb","matern25","Matern 2.5",0.8,0.928019036287924,0.0741658720943284
"spike","multistart_eb","matern25","Matern 2.5",0.9,0.943486020226056,0.0951908662828826
"spike","multistart_eb","matern25","Matern 2.5",0.95,0.954193932183224,0.113426913200418
"spike","multistart_eb","matern25","Matern 2.5",0.975,0.959547888161808,0.129714318546975
"spike","multistart_eb","matern25","Matern 2.5",0.99,0.966091612135634,0.14906823244576
"mixture","multistart_eb","rbf","RBF",0.5,0.574063057703748,0.0432619530927784
"mixture","multistart_eb","rbf","RBF",0.6,0.655562165377751,0.0539818111663415
"mixture","multistart_eb","rbf","RBF",0.7,0.742415229030339,0.0664771149851198
"mixture","multistart_eb","rbf","RBF",0.8,0.812016656751933,0.082199060398545
"mixture","multistart_eb","rbf","RBF",0.9,0.844140392623438,0.105501351848526
"mixture","multistart_eb","rbf","RBF",0.95,0.863176680547293,0.125712614517948
"mixture","multistart_eb","rbf","RBF",0.975,0.88399762046401,0.143764170820211
"mixture","multistart_eb","rbf","RBF",0.99,0.905413444378346,0.165214380904589
"mixture","multistart_eb","matern05","Matern 0.5",0.5,0.866151100535396,0.115742766161081
"mixture","multistart_eb","matern05","Matern 0.5",0.6,0.917311124330755,0.144422609246933
"mixture","multistart_eb","matern05","Matern 0.5",0.7,0.951219512195122,0.177852469080283
"mixture","multistart_eb","matern05","Matern 0.5",0.8,0.970255800118977,0.219914866209716
"mixture","multistart_eb","matern05","Matern 0.5",0.9,0.984533016061868,0.282257675017455
