"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,4.68,354.537471069662,NA,354.537471069662,NA,NA,NA
"spike","multistart_eb","matern05",0,9.63,354.061210578352,NA,354.061210578352,NA,NA,NA
"spike","multistart_eb","matern15",0,13.69,354.40223310695,NA,354.40223310695,NA,NA,NA
"spike","multistart_eb","matern25",0,13.72,354.468746857914,NA,354.468746857914,NA,NA,NA
"mixture","multistart_eb","rbf",0,5.34,296.558871685131,NA,296.558871685131,NA,NA,NA
"mixture","multistart_eb","matern05",0,5.06,294.143941283148,NA,294.143941283148,NA,NA,NA
"mixture","multistart_eb","matern15",0,4.89,295.234618416508,NA,295.234618416508,NA,NA,NA
"mixture","multistart_eb","matern25",0,4.93,295.665739978634,NA,295.665739978634,NA,NA,NA
"dipole","multistart_eb","rbf",0,15.79,295.516504778047,NA,295.516504778047,NA,NA,NA
"dipole","multistart_eb","matern05",0,10.56,291.850545450214,NA,291.850545450214,NA,NA,NA
"dipole","multistart_eb","matern15",0,10.98,294.0406927234,NA,294.0406927234,NA,NA,NA
"dipole","multistart_eb","matern25",0,11.97,294.63443408347,NA,294.63443408347,NA,NA,NA
"ring","multistart_eb","rbf",0,9.75,274.952071638846,NA,274.952071638846,NA,NA,NA
"ring","multistart_eb","matern05",0,5.39000000000001,275.089951976664,NA,275.089951976664,NA,NA,NA
"ring","multistart_eb","matern15",0,4.72999999999999,274.996153484035,NA,274.996153484035,NA,NA,NA
"ring","multistart_eb","matern25",0,5.25,274.95870314818,NA,274.95870314818,NA,NA,NA
"edge","multistart_eb","rbf",0,4.19,245.310074945125,NA,245.310074945125,NA,NA,NA
"edge","multistart_eb","matern05",0,4.41999999999999,249.234374909135,NA,249.234374909135,NA,NA,NA
"edge","multistart_eb","matern15",0,4.35999999999999,247.834409492259,NA,247.834409492259,NA,NA,NA
"edge","multistart_eb","matern25",0,4.39000000000001,247.121009205465,NA,247.121009205465,NA,NA,NA
"sine","multistart_eb","rbf",0,4.53,283.366652610546,NA,283.366652610546,NA,NA,NA
"sine","multistart_eb","matern05",0,10.73,269.289832595011,NA,269.289832595011,NA,NA,NA
"sine","multistart_eb","matern15",0,3,276.649007950626,NA,276.649007950626,NA,NA,NA
"sine","multistart_eb","matern25",0,1.77000000000001,279.203221735376,NA,279.203221735376,NA,NA,NA
