"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-2.29854657675071,"ell",0.100404668203892
"spike","multistart_eb","rbf","log_sigma_f",-3.04631005669334,"sigma_f",0.0475339989461531
"spike","multistart_eb","rbf","log_sigma_n",-8.74389109408932,"sigma_n",0.0001594323132593
"spike","multistart_eb","matern05","log_ell",-2.73629644156678,"ell",0.0648099303277149
"spike","multistart_eb","matern05","log_sigma_f",-2.66489497511848,"sigma_f",0.0696066635809892
"spike","multistart_eb","matern05","log_sigma_n",-8.97010788093486,"sigma_n",0.000127154473871964
"spike","multistart_eb","matern15","log_ell",-2.50434133388364,"ell",0.0817294126552243
"spike","multistart_eb","matern15","log_sigma_f",-2.86586549255116,"sigma_f",0.0569338339927282
"spike","multistart_eb","matern15","log_sigma_n",-8.84171044271352,"sigma_n",0.000144575247397888
"spike","multistart_eb","matern25","log_ell",-2.43174932824516,"ell",0.0878829618889362
"spike","multistart_eb","matern25","log_sigma_f",-2.93095449745936,"sigma_f",0.0533460951243098
"spike","multistart_eb","matern25","log_sigma_n",-8.80808409401009,"sigma_n",0.000149519446897667
"mixture","multistart_eb","rbf","log_ell",-1.15576320040464,"ell",0.314817176596974
"mixture","multistart_eb","rbf","log_sigma_f",-1.41901718746235,"sigma_f",0.241951693239883
"mixture","multistart_eb","rbf","log_sigma_n",-6.03976327299625,"sigma_n",0.00238212275965891
"mixture","multistart_eb","matern05","log_ell",-0.970247396232141,"ell",0.378989265988016
"mixture","multistart_eb","matern05","log_sigma_f",-1.31637961187099,"sigma_f",0.268104188255856
"mixture","multistart_eb","matern05","log_sigma_n",-6.04388170858647,"sigma_n",0.00237233231500151
"mixture","multistart_eb","matern15","log_ell",-1.00490650242456,"ell",0.366078860689867
"mixture","multistart_eb","matern15","log_sigma_f",-1.39267875367407,"sigma_f",0.248408986094325
"mixture","multistart_eb","matern15","log_sigma_n",-6.03932780192614,"sigma_n",0.00238316033110596
"mixture","multistart_eb","matern25","log_ell",-1.04323112880813,"ell",0.352314467435537
"mixture","multistart_eb","matern25","log_sigma_f",-1.40276833554653,"sigma_f",0.245915244849632
"mixture","multistart_eb","matern25","log_sigma_n",-6.03896398647867,"sigma_n",0.0023840275193869
"dipole","multistart_eb","rbf","log_ell",-2.38338927875191,"ell",0.0922374287784488
"dipole","multistart_eb","rbf","log_sigma_f",-1.70109995738932,"sigma_f",0.182482690435007
"dipole","multistart_eb","rbf","log_sigma_n",-7.59062733866048,"sigma_n",0.000505164045603108
"dipole","multistart_eb","matern05","log_ell",-2.83902205358591,"ell",0.058482831082677
"dipole","multistart_eb","matern05","log_sigma_f",-1.31853089434604,"sigma_f",0.267528040364807
"dipole","multistart_eb","matern05","log_sigma_n",-7.90726990465562,"sigma_n",0.000368058043748486
"dipole","multistart_eb","matern15","log_ell",-2.60654603304386,"ell",0.0737889687822157
"dipole","multistart_eb","matern15","log_sigma_f",-1.51197839940149,"sigma_f",0.220473361834154
"dipole","multistart_eb","matern15","log_sigma_n",-7.72180246071951,"sigma_n",0.000443061283187904
"dipole","multistart_eb","matern25","log_ell",-2.53151842608242,"ell",0.07953815573696
"dipole","multistart_eb","matern25","log_sigma_f",-1.57797153719615,"sigma_f",0.20639333507567
"dipole","multistart_eb","matern25","log_sigma_n",-7.67602990648795,"sigma_n",0.000463812627894446
"ring","multistart_eb","rbf","log_ell",-1.22460040606874,"ell",0.293875107573894
"ring","multistart_eb","rbf","log_sigma_f",-1.69386658606736,"sigma_f",0.183807440924762
"ring","multistart_eb","rbf","log_sigma_n",-6.35389048786017,"sigma_n",0.00173996463989751
"ring","multistart_eb","matern05","log_ell",-1.2582432869352,"ell",0.284152763174362
"ring","multistart_eb","matern05","log_sigma_f",-1.56190380768806,"sigma_f",0.209736393108705
"ring","multistart_eb","matern05","log_sigma_n",-6.37141713063332,"sigma_n",0.0017097345906958
"ring","multistart_eb","matern15","log_ell",-1.18506969072037,"ell",0.305724872569668
"ring","multistart_eb","matern15","log_sigma_f",-1.67275352792139,"sigma_f",0.187729435069556
"ring","multistart_eb","matern15","log_sigma_n",-6.35831512517075,"sigma_n",0.00173228293434557
"ring","multistart_eb","matern25","log_ell",-1.1828433635325,"ell",0.306406274395736
