"source","source_label","hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","rbf","RBF",0.054890423824362,0.0270673168889423,0.891731112433076,0.107238155338506,0.0357238994646044,0.020979568383332,-0.117550962657625
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0540776842541982,0.0268601543187351,0.988102320047591,0.227256281966484,0.136480145746579,0.023075832302085,-1.47586836732016
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0544265722218684,0.0277517171534731,0.954193932183224,0.158352030106862,0.0687622694824509,0.0217249928829161,-1.28163818328418
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.05451106148501,0.027582441652736,0.93634741225461,0.139101452876287,0.0485287775133849,0.0213803816794941,-1.0621574162304
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","rbf","RBF",0.11719989927464,0.0805101814268524,0.85901249256395,0.325272568170417,0.076265243902439,0.059524320158053,-0.123000577219428
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.110664931587357,0.073774884809643,0.989292088042832,0.610436836977985,0.13038258477097,0.0593049206893371,-0.670426052567046
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.113080962221634,0.075819790177494,0.973230220107079,0.414177540767835,0.0318088191552647,0.0563626718230101,-0.629194193701655
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.11436567635563,0.077242953086454,0.955383700178465,0.373934205568941,0.0158175936942297,0.0570814132765892,-0.495177959474646
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","rbf","RBF",0.0893519522525376,0.0644093586426822,0.963712076145152,0.413878579620905,0.0747111094586556,0.0492324250650553,-0.909018127924546
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0957881259070529,0.0695250186013142,0.996430696014277,0.882878265579877,0.170983417608566,0.0680485771181236,-0.476014890113288
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0932155241965364,0.0696076811621865,0.985722784057109,0.62105556144159,0.13068002676978,0.0571715583249962,-0.733803862715926
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.091851140320339,0.0682053804358692,0.980963712076145,0.544832189945842,0.112861763831053,0.0541365920031441,-0.811665476359411
"ring","Ring-shaped source","multistart_eb","Multi-start EB","rbf","RBF",0.226964744811266,0.15160507570901,0.558596073765616,0.256896707676897,0.318977914931588,0.133053800918317,12.731566999675
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.223232825344466,0.147402547524477,0.816180844735277,0.519970774814188,0.0924014723378941,0.11957938582344,0.647250709161799
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.22566307665489,0.149817252567368,0.69244497323022,0.345070513026658,0.221565660321237,0.126839768563248,3.81520888925902
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.226461748545421,0.150707571949922,0.622843545508626,0.306651451539681,0.264025505651398,0.129488148829211,6.12661228910429
"edge","Moving-edge source","multistart_eb","Multi-start EB","rbf","RBF",0.293239642327948,0.238970573970211,0.634146341463415,0.532554152694509,0.308344363474123,0.185201077044422,3.50180173213578
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.271351678882874,0.226900145905417,0.950624628197501,1.19892320495195,0.0345281826293873,0.156093379776501,0.15864047322758
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.282699349134205,0.232905692167305,0.793575252825699,0.71165755323463,0.180890466983938,0.169539438973685,0.928863143170837
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.287436858525817,0.23552260095016,0.722189173111243,0.621244706676351,0.245435380725758,0.176548089204847,1.7592039819018
"sine","Sine-cosine source","multistart_eb","Multi-start EB","rbf","RBF",0.652476509968869,0.506426943511187,0.989886972040452,5.03260763106809,0.141016136228435,0.43382436368176,1.33333238454952
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.467698385850492,0.360532197730287,0.998810232004759,5.74343859737097,0.189276100535396,0.4018628251609,1.35641079285181
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.549761723136964,0.42596697862223,0.996430696014277,5.44107432578415,0.171578301606187,0.412243542851141,1.33917824562916
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.582453900284513,0.451609949594733,0.994051160023795,5.31806278277398,0.163101204640095,0.418215423953934,1.33572588366989
