"source","hyper_method","kernel","label","nominal","empirical","mean_width"
"spike","multistart_eb","rbf","RBF",0.5,0.517549077929804,0.0369042682295671
"spike","multistart_eb","rbf","RBF",0.6,0.601427721594289,0.0460487586986232
"spike","multistart_eb","rbf","RBF",0.7,0.685901249256395,0.056707779172091
"spike","multistart_eb","rbf","RBF",0.8,0.76918500892326,0.0701192608355138
"spike","multistart_eb","rbf","RBF",0.9,0.850089232599643,0.0899970969606976
"spike","multistart_eb","rbf","RBF",0.95,0.891731112433076,0.107238155338506
"spike","multistart_eb","rbf","RBF",0.975,0.914931588340274,0.122636893215901
"spike","multistart_eb","rbf","RBF",0.99,0.93634741225461,0.140934825924505
"spike","multistart_eb","matern05","Matern 0.5",0.5,0.809637120761452,0.0782065558669105
"spike","multistart_eb","matern05","Matern 0.5",0.6,0.873289708506841,0.097585319870411
"spike","multistart_eb","matern05","Matern 0.5",0.7,0.919690660321237,0.12017363607707
"spike","multistart_eb","matern05","Matern 0.5",0.8,0.953004164187983,0.148594895738525
"spike","multistart_eb","matern05","Matern 0.5",0.9,0.980963712076145,0.190719483923476
"spike","multistart_eb","matern05","Matern 0.5",0.95,0.988102320047591,0.227256281966484
"spike","multistart_eb","matern05","Matern 0.5",0.975,0.991076740035693,0.259888882797288
"spike","multistart_eb","matern05","Matern 0.5",0.99,0.991076740035693,0.298665381161181
"spike","multistart_eb","matern15","Matern 1.5",0.5,0.658536585365854,0.0544942774827997
"spike","multistart_eb","matern15","Matern 1.5",0.6,0.748364069006544,0.067997387691074
"spike","multistart_eb","matern15","Matern 1.5",0.7,0.819750148720999,0.0837369117960561
"spike","multistart_eb","matern15","Matern 1.5",0.8,0.878048780487805,0.103540827123024
"spike","multistart_eb","matern15","Matern 1.5",0.9,0.925044616299821,0.132893212891115
"spike","multistart_eb","matern15","Matern 1.5",0.95,0.954193932183224,0.158352030106862
"spike","multistart_eb","matern15","Matern 1.5",0.975,0.967876264128495,0.181090405233437
"spike","multistart_eb","matern15","Matern 1.5",0.99,0.980963712076145,0.208109844182382
"spike","multistart_eb","matern25","Matern 2.5",0.5,0.613920285544319,0.0478695042064544
"spike","multistart_eb","matern25","Matern 2.5",0.6,0.693039857227841,0.0597310651037288
"spike","multistart_eb","matern25","Matern 2.5",0.7,0.779298036882808,0.0735571630016016
"spike","multistart_eb","matern25","Matern 2.5",0.8,0.841760856632957,0.0909535512434268
"spike","multistart_eb","matern25","Matern 2.5",0.9,0.902439024390244,0.116737619202464
"spike","multistart_eb","matern25","Matern 2.5",0.95,0.93634741225461,0.139101452876287
"spike","multistart_eb","matern25","Matern 2.5",0.975,0.954193932183224,0.159075563811387
"spike","multistart_eb","matern25","Matern 2.5",0.99,0.966686496133254,0.182810297184645
"mixture","multistart_eb","rbf","RBF",0.5,0.476502082093992,0.111937267715859
"mixture","multistart_eb","rbf","RBF",0.6,0.52528256989887,0.139674148214136
"mixture","multistart_eb","rbf","RBF",0.7,0.588935157644259,0.172004869986082
"mixture","multistart_eb","rbf","RBF",0.8,0.685901249256395,0.212684300454293
"mixture","multistart_eb","rbf","RBF",0.9,0.790005948839976,0.272977344340582
"mixture","multistart_eb","rbf","RBF",0.95,0.85901249256395,0.325272568170417
"mixture","multistart_eb","rbf","RBF",0.975,0.92266508030934,0.371979703332829
"mixture","multistart_eb","rbf","RBF",0.99,0.956573468173706,0.427480616655609
"mixture","multistart_eb","matern05","Matern 0.5",0.5,0.755502676977989,0.210071916081861
"mixture","multistart_eb","matern05","Matern 0.5",0.6,0.832242712671029,0.262125532820096
"mixture","multistart_eb","matern05","Matern 0.5",0.7,0.925044616299821,0.322800380523029
"mixture","multistart_eb","matern05","Matern 0.5",0.8,0.985722784057109,0.399143193582108
"mixture","multistart_eb","matern05","Matern 0.5",0.9,0.988102320047591,0.512294742785108
"mixture","multistart_eb","matern05","Matern 0.5",0.95,0.989292088042832,0.610436836977985
"mixture","multistart_eb","matern05","Matern 0.5",0.975,0.991076740035693,0.69809180282161
"mixture","multistart_eb","matern05","Matern 0.5",0.99,0.991076740035693,0.802249992885756
"mixture","multistart_eb","matern15","Matern 1.5",0.5,0.568114217727543,0.142532469072324
"mixture","multistart_eb","matern15","Matern 1.5",0.6,0.654967281380131,0.177850519463001
"mixture","multistart_eb","matern15","Matern 1.5",0.7,0.740630577037478,0.219018020645388
"mixture","multistart_eb","matern15","Matern 1.5",0.8,0.816180844735277,0.270816137424583
"mixture","multistart_eb","matern15","Matern 1.5",0.9,0.938132064247472,0.347588749338007
"mixture","multistart_eb","matern15","Matern 1.5",0.95,0.973230220107079,0.414177540767835
"mixture","multistart_eb","matern15","Matern 1.5",0.975,0.986317668054729,0.473650881808213
"mixture","multistart_eb","matern15","Matern 1.5",0.99,0.988102320047591,0.544321556312663
"mixture","multistart_eb","matern25","Matern 2.5",0.5,0.521118381915527,0.128683379334214
"mixture","multistart_eb","matern25","Matern 2.5",0.6,0.594883997620464,0.160569770591929
"mixture","multistart_eb","matern25","Matern 2.5",0.7,0.684116597263534,0.19773725394063
"mixture","multistart_eb","matern25","Matern 2.5",0.8,0.76977989292088,0.244502434910819
