"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.78,352.380038157598,NA,352.380038157598,NA,NA,NA
"spike","multistart_eb","matern05",0,5.44,352.176993393243,NA,352.176993393243,NA,NA,NA
"spike","multistart_eb","matern15",0,6.4,352.357983797176,NA,352.357983797176,NA,NA,NA
"spike","multistart_eb","matern25",0,6,352.378147860735,NA,352.378147860735,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.97,298.57333545869,NA,298.57333545869,NA,NA,NA
"mixture","multistart_eb","matern05",0,3.16,300.070257012632,NA,300.070257012632,NA,NA,NA
"mixture","multistart_eb","matern15",0,1.97,300.09437183878,NA,300.09437183878,NA,NA,NA
"mixture","multistart_eb","matern25",0,2.06,299.792513484344,NA,299.792513484344,NA,NA,NA
"dipole","multistart_eb","rbf",0,4.61,293.787504997968,NA,293.787504997968,NA,NA,NA
"dipole","multistart_eb","matern05",0,4.12,290.739712585337,NA,290.739712585337,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.68,292.595664530828,NA,292.595664530828,NA,NA,NA
"dipole","multistart_eb","matern25",0,4.77,293.076242620056,NA,293.076242620056,NA,NA,NA
"ring","multistart_eb","rbf",0,2.41,277.84136906945,NA,277.84136906945,NA,NA,NA
"ring","multistart_eb","matern05",0,2.23,277.54397339142,NA,277.54397339142,NA,NA,NA
"ring","multistart_eb","matern15",0,1.95,277.634799133073,NA,277.634799133073,NA,NA,NA
"ring","multistart_eb","matern25",0,1.73,277.667683594755,NA,277.667683594755,NA,NA,NA
"edge","multistart_eb","rbf",0,1.53,248.701264303332,NA,248.701264303332,NA,NA,NA
"edge","multistart_eb","matern05",0,2.24,252.950955069674,NA,252.950955069674,NA,NA,NA
"edge","multistart_eb","matern15",0,1.59,251.711638136244,NA,251.711638136244,NA,NA,NA
"edge","multistart_eb","matern25",0,1.44000000000001,250.906645422087,NA,250.906645422087,NA,NA,NA
"sine","multistart_eb","rbf",0,1.80000000000001,289.358429194646,NA,289.358429194646,NA,NA,NA
"sine","multistart_eb","matern05",0,3.98999999999999,272.863440433187,NA,272.863440433187,NA,NA,NA
"sine","multistart_eb","matern15",0,2,281.319683965343,NA,281.319683965343,NA,NA,NA
"sine","multistart_eb","matern25",0,1.75999999999999,284.156669389542,NA,284.156669389542,NA,NA,NA
