"hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0994572171947943,0.062514533225528,0.954491374182034,0.457177453346617,0.123690015863573,0.0534693242356413,-0.892089089162753
"multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0974449191127314,0.0608648780609597,0.895300416418798,0.275047535333549,0.117747868332342,0.0498969178836022,-0.642794270476474
"multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0977451813966232,0.0609847758789009,0.865060479873091,0.238405726292931,0.136087646242316,0.0500731142901769,-0.284472914837387
"multistart_eb","Multi-start EB","rbf","RBF",0.0998299443310249,0.0624829668313102,0.79535990481856,0.193993294765319,0.164243629783859,0.0517696589085186,0.952855262391341
