"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,4.79,357.50016529857,NA,357.50016529857,NA,NA,NA
"spike","multistart_eb","matern05",0,5.28,356.649671175627,NA,356.649671175627,NA,NA,NA
"spike","multistart_eb","matern15",0,5.52,357.141157110427,NA,357.141157110427,NA,NA,NA
"spike","multistart_eb","matern25",0,5.39,357.268198209724,NA,357.268198209724,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.86,293.247309235408,NA,293.247309235408,NA,NA,NA
"mixture","multistart_eb","matern05",0,1.89,291.387258416193,NA,291.387258416193,NA,NA,NA
"mixture","multistart_eb","matern15",0,1.97,292.488227731517,NA,292.488227731517,NA,NA,NA
"mixture","multistart_eb","matern25",0,1.81,292.792741118992,NA,292.792741118992,NA,NA,NA
"dipole","multistart_eb","rbf",0,5.09,296.72193477219,NA,296.72193477219,NA,NA,NA
"dipole","multistart_eb","matern05",0,4.19,292.008913009962,NA,292.008913009962,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.09,294.570153126322,NA,294.570153126322,NA,NA,NA
"dipole","multistart_eb","matern25",0,4.18,295.348199172596,NA,295.348199172596,NA,NA,NA
"ring","multistart_eb","rbf",0,3.11,272.70526715488,NA,272.70526715488,NA,NA,NA
"ring","multistart_eb","matern05",0,2.35,273.183057903167,NA,273.183057903167,NA,NA,NA
"ring","multistart_eb","matern15",0,1.75,272.958616055344,NA,272.958616055344,NA,NA,NA
"ring","multistart_eb","matern25",0,2.14,272.864554453361,NA,272.864554453361,NA,NA,NA
"edge","multistart_eb","rbf",0,1.53,253.53127282994,NA,253.53127282994,NA,NA,NA
"edge","multistart_eb","matern05",0,2.17,255.730047663185,NA,255.730047663185,NA,NA,NA
"edge","multistart_eb","matern15",0,1.75,255.137800662065,NA,255.137800662065,NA,NA,NA
"edge","multistart_eb","matern25",0,1.55,254.700558666462,NA,254.700558666462,NA,NA,NA
"sine","multistart_eb","rbf",0,1.84,287.26098413643,NA,287.26098413643,NA,NA,NA
"sine","multistart_eb","matern05",0,4.39999999999999,272.717194701526,NA,272.717194701526,NA,NA,NA
"sine","multistart_eb","matern15",0,2.06,280.463218383108,NA,280.463218383108,NA,NA,NA
"sine","multistart_eb","matern25",0,1.94,283.052755299076,NA,283.052755299076,NA,NA,NA
