"source","source_label","RMSE","MAE","delta","tau","residual_norm","target_norm","discrepancy_ratio","discrepancy_status"
"spike","Hidden narrow spike",0.0485587118754245,0.0110253130271061,1.10717543186046e-06,1.05,0.00016382473388318,0.00016382473388318,1.05,"root located"
"mixture","Broad plus sharp source",0.0613790532212079,0.0293899911844203,4.87631175365202e-06,1.05,0.00153838664133935,0.00153838664133935,1.05,"root located"
"dipole","Positive-negative dipole",0.0637213614300752,0.0309875169339291,7.33709045239665e-07,1.05,0.000427263153032772,0.000427263153032749,1.05000000000005,"root located"
"ring","Ring-shaped source",0.184477565296622,0.111318893564543,2.05546430582122e-06,1.05,0.00125394842545218,0.00125394842545056,1.05000000000136,"root located"
"edge","Moving-edge source",0.305771728386809,0.201251834004637,2.85872043419197e-06,1.05,0.00361503228473578,0.00361503228473583,1.04999999999999,"root located"
"sine","Sine-cosine source",0.191225636556472,0.105451053383086,1.85149255559515e-06,1.05,0.00208242582951881,0.00208242582951895,1.04999999999993,"root located"
