"hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0940064930475778,0.0587120938315702,0.956375173507833,0.462327710730096,0.132494918699187,0.0513783320246344,-0.928421192506939
"multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0931331424965636,0.0585640256177959,0.904322823716042,0.275010318648408,0.104301011302796,0.0481929315439159,-0.708881794848928
"multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0936694735392515,0.0590322765899452,0.875867539163196,0.238051803058204,0.12298904421971,0.0485369652761169,-0.363670231619963
"multistart_eb","Multi-start EB","rbf","RBF",0.0965867888346022,0.0613107047330432,0.811421772754313,0.193988616883592,0.16160507138608,0.050713034021416,0.792892169039832
