"quantity","type","rank_split_Rhat","bulk_ESS","MCSE_mean","posterior_mean","posterior_sd","ESS_per_second","source"
"log_ell","hyperparameter",1.00282032135419,1491.04220910643,0.0131983574834603,-2.40534048992693,0.509641583187633,13.119597088486,"spike"
"log_sigma_f","hyperparameter",1.00149492676116,1532.53811151074,0.00389123044117333,-2.8565293913898,0.152332508046742,13.4847172152287,"spike"
"log_sigma_n","hyperparameter",1.0024309742195,1815.38908104013,0.00797156743484971,-10.7455525424011,0.339647626332822,15.9735070923021,"spike"
"mu_f(0.25,0.25)","downstream_posterior_mean",1.00214028604886,1530.0800437417,5.91468411225193e-06,-0.00308007455822299,0.000231360189045801,13.4630888142693,"spike"
"mu_f(0.5,0.5)","downstream_posterior_mean",1.00604543106457,1811.66693158415,1.85685831085087e-05,0.00963306862491613,0.000790347246157985,15.9407561072077,"spike"
"mu_f(0.75,0.25)","downstream_posterior_mean",1.00172157928688,1811.68489041524,0.000265551982159568,0.246423580546374,0.0113029258523023,15.940914125959,"spike"
"mu_f(0.75,0.75)","downstream_posterior_mean",1.00300210286463,1480.90779924769,3.1923491004032e-06,0.00185907634859424,0.000122849781355315,13.0304249823818,"spike"
