"log_ell","log_sigma_f","log_sigma_n","source","chain","retained_draw"
-1.75250863668618,-2.83302203624664,-10.8775160044528,"spike",2,241
-2.66605164034507,-3.07399486816637,-10.8876711201091,"spike",2,242
-2.66605164034507,-3.07399486816637,-10.8876711201091,"spike",2,243
-2.66605164034507,-3.07399486816637,-10.8876711201091,"spike",2,244
-2.40254117362294,-2.93447075275788,-10.9016489143615,"spike",2,245
-2.27261305211912,-2.8517552955014,-11.1228589272006,"spike",2,246
-2.27261305211912,-2.8517552955014,-11.1228589272006,"spike",2,247
-2.77787458138247,-2.69954860291277,-10.8126960098174,"spike",2,248
-2.78600801570527,-2.93303112170957,-10.7883240426595,"spike",2,249
-2.96348834295648,-2.82858070069266,-11.1454769184259,"spike",2,250
-2.96348834295648,-2.82858070069266,-11.1454769184259,"spike",2,251
-2.81318142748073,-2.71971865254241,-10.55027233425,"spike",2,252
-2.81318142748073,-2.71971865254241,-10.55027233425,"spike",2,253
-2.34030832370971,-2.70060379860401,-11.1040344640975,"spike",2,254
-3.02402730677486,-2.7700911404264,-11.076517881384,"spike",2,255
-3.02402730677486,-2.7700911404264,-11.076517881384,"spike",2,256
-3.02402730677486,-2.7700911404264,-11.076517881384,"spike",2,257
-1.99970687477991,-2.78407386072197,-11.2112007238293,"spike",2,258
-1.67087894648362,-2.54551582003024,-10.5527794694436,"spike",2,259
-2.32110655782702,-2.73834738321449,-10.3730972799389,"spike",2,260
-2.32110655782702,-2.73834738321449,-10.3730972799389,"spike",2,261
-2.72132598242153,-2.94564341384985,-10.7704396023505,"spike",2,262
-2.72132598242153,-2.94564341384985,-10.7704396023505,"spike",2,263
-2.13243227433248,-2.76101148532585,-11.2556857448342,"spike",2,264
-2.13243227433248,-2.76101148532585,-11.2556857448342,"spike",2,265
-2.3256142427789,-2.88014614096461,-9.92792049469726,"spike",2,266
-3.10540346749706,-2.89599517515204,-10.1196418349485,"spike",2,267
-3.09571054910965,-2.87494327881071,-10.3495700097256,"spike",2,268
-2.94886533974662,-3.14186460954981,-10.4866170509783,"spike",2,269
-2.26755417937629,-3.21678727411952,-10.5487865553915,"spike",2,270
-2.09928370574429,-3.04078912885264,-10.0631763223376,"spike",2,271
-2.09928370574429,-3.04078912885264,-10.0631763223376,"spike",2,272
-2.03916591087387,-3.05129963833225,-10.4782871124716,"spike",2,273
-2.85235475633077,-3.01657985007042,-10.0480659207815,"spike",2,274
-2.85235475633077,-3.01657985007042,-10.0480659207815,"spike",2,275
-2.85235475633077,-3.01657985007042,-10.0480659207815,"spike",2,276
-1.9708186738974,-2.71377089374391,-10.5807883691618,"spike",2,277
-1.67372582165145,-2.78816044643933,-10.4935585021005,"spike",2,278
-1.7593020898635,-2.89080311865512,-10.2084525526069,"spike",2,279
-2.72030583911391,-2.86300877516486,-11.1079557252211,"spike",2,280
-2.8544741913782,-2.97670344456659,-10.6866745707753,"spike",2,281
-2.45431423814,-2.94177895007089,-10.4299092396272,"spike",2,282
-2.45431423814,-2.94177895007089,-10.4299092396272,"spike",2,283
-1.89271752882113,-2.90743240753739,-11.0509305867724,"spike",2,284
-3.07341905955111,-2.70569666600137,-10.8374862527948,"spike",2,285
-3.07341905955111,-2.70569666600137,-10.8374862527948,"spike",2,286
-2.40734799606906,-2.92216493037838,-10.3487366923047,"spike",2,287
-2.40734799606906,-2.92216493037838,-10.3487366923047,"spike",2,288
-2.67874791503016,-3.25202236536246,-10.8442137871956,"spike",2,289
-2.67874791503016,-3.25202236536246,-10.8442137871956,"spike",2,290
-2.67006775680227,-3.10034109262171,-10.4750764968788,"spike",2,291
-2.25427671822881,-2.79080579588584,-11.115902963111,"spike",2,292
-2.49909891987105,-3.01692161806631,-11.2085363948151,"spike",2,293
-3.07693625985577,-2.78689400590039,-10.6014709153172,"spike",2,294
-3.25731214290652,-2.65845704939831,-11.096320008124,"spike",2,295
-2.18024454966497,-2.91986454105723,-11.1257496833622,"spike",2,296
-2.18024454966497,-2.91986454105723,-11.1257496833622,"spike",2,297
-1.94608835658754,-2.81858048425418,-10.8759708504257,"spike",2,298
-2.05298748502069,-3.10927990484458,-10.3598202125075,"spike",2,299
-2.12023327415831,-2.67325747802374,-11.3326242518738,"spike",2,300
-2.14878345721061,-3.09161521971229,-10.7007236858921,"spike",2,301
-2.65835192208674,-3.07635367765931,-10.694031629972,"spike",2,302
-1.87187530821049,-2.90853241599445,-10.7272413626947,"spike",2,303
-2.47314960197342,-2.83261121648102,-11.3315474493136,"spike",2,304
-2.381181398884,-3.10262741393344,-10.1927858322912,"spike",2,305
-2.59619696706535,-2.99495258942132,-11.0976749363627,"spike",2,306
-2.3666712522205,-2.8776159312513,-10.9810281912961,"spike",2,307
-2.3666712522205,-2.8776159312513,-10.9810281912961,"spike",2,308
-1.8112046499234,-2.69437418618484,-10.4781177121511,"spike",2,309
-2.76471419544787,-2.88128473476417,-11.0903379214309,"spike",2,310
-2.4272585401996,-2.95615432549551,-11.0798209398856,"spike",2,311
-2.85041570850582,-2.82425828365631,-10.9577082665521,"spike",2,312
-2.8607155951715,-2.8509539368714,-10.5336663518074,"spike",2,313
-2.60754414057011,-2.9588272077891,-10.6031473285742,"spike",2,314
-2.60754414057011,-2.9588272077891,-10.6031473285742,"spike",2,315
-2.60754414057011,-2.9588272077891,-10.6031473285742,"spike",2,316
-2.60754414057011,-2.9588272077891,-10.6031473285742,"spike",2,317
-2.60754414057011,-2.9588272077891,-10.6031473285742,"spike",2,318
-2.60754414057011,-2.9588272077891,-10.6031473285742,"spike",2,319
-2.52709511033556,-2.73429153454078,-10.7400695583943,"spike",2,320
-2.52709511033556,-2.73429153454078,-10.7400695583943,"spike",2,321
-2.84886643770974,-2.67481285263034,-10.5874981433695,"spike",2,322
-2.84886643770974,-2.67481285263034,-10.5874981433695,"spike",2,323
-2.72764663258874,-2.95428324498445,-10.3929389522126,"spike",2,324
-2.72764663258874,-2.95428324498445,-10.3929389522126,"spike",2,325
-2.72764663258874,-2.95428324498445,-10.3929389522126,"spike",2,326
-2.72764663258874,-2.95428324498445,-10.3929389522126,"spike",2,327
-2.72764663258874,-2.95428324498445,-10.3929389522126,"spike",2,328
-2.72764663258874,-2.95428324498445,-10.3929389522126,"spike",2,329
-2.45494284894793,-3.13353327861776,-10.3145042443033,"spike",2,330
-1.9241315446766,-2.79658676587111,-10.3470594561653,"spike",2,331
-2.42887412763223,-2.81635075731127,-11.0739898902949,"spike",2,332
-2.13790547517478,-3.05341952295188,-11.1196963832402,"spike",2,333
-2.13790547517478,-3.05341952295188,-11.1196963832402,"spike",2,334
-2.18710305561955,-2.95145386119293,-10.9325755739591,"spike",2,335
-2.65787202222926,-2.84647413911709,-10.9385316610745,"spike",2,336
-3.33899780751245,-2.70178711839901,-10.2940064712014,"spike",2,337
-3.58397584893508,-2.60610664367868,-10.711343565805,"spike",2,338
-3.35429074457916,-2.90357141554544,-10.5907598110073,"spike",2,339
-3.1740793836972,-2.84527701556537,-10.6821387958684,"spike",2,340
-2.28567982546965,-3.07466346795407,-10.6927085404596,"spike",2,341
-2.69776244846386,-2.85552446038355,-10.4984692875845,"spike",2,342
-2.06238107275118,-2.80563063030955,-10.7139940073454,"spike",2,343
-2.06238107275118,-2.80563063030955,-10.7139940073454,"spike",2,344
-2.84303516811801,-2.77672296476205,-10.5416947468493,"spike",2,345
-2.84303516811801,-2.77672296476205,-10.5416947468493,"spike",2,346
-2.02583002957157,-2.96749111038874,-11.0497076054822,"spike",2,347
-2.42116173503077,-2.88854015701599,-10.6516286578851,"spike",2,348
-2.42116173503077,-2.88854015701599,-10.6516286578851,"spike",2,349
-2.42116173503077,-2.88854015701599,-10.6516286578851,"spike",2,350
-2.50985760994719,-2.89765477566059,-10.7115048190815,"spike",2,351
-2.50985760994719,-2.89765477566059,-10.7115048190815,"spike",2,352
-2.50985760994719,-2.89765477566059,-10.7115048190815,"spike",2,353
-2.50985760994719,-2.89765477566059,-10.7115048190815,"spike",2,354
-2.50985760994719,-2.89765477566059,-10.7115048190815,"spike",2,355
-2.25327986492366,-3.01670364047336,-10.5778362111042,"spike",2,356
-2.48822960807526,-2.94224063856185,-11.0359144377316,"spike",2,357
-2.48822960807526,-2.94224063856185,-11.0359144377316,"spike",2,358
-2.23612805578076,-2.87847266688329,-10.6741265881881,"spike",2,359
-2.23612805578076,-2.87847266688329,-10.6741265881881,"spike",2,360
-2.5515352851348,-2.85865581460842,-10.9819089315995,"spike",2,361
-2.5515352851348,-2.85865581460842,-10.9819089315995,"spike",2,362
-2.41162612234972,-3.05411693065944,-10.7428627362053,"spike",2,363
-2.52352119765799,-2.71784644595151,-10.9313764280596,"spike",2,364
-1.7420491705411,-2.88812758457176,-10.5213029516022,"spike",2,365
-1.7420491705411,-2.88812758457176,-10.5213029516022,"spike",2,366
-2.18138396493435,-2.78208292312085,-10.4520717685901,"spike",2,367
-2.18138396493435,-2.78208292312085,-10.4520717685901,"spike",2,368
-3.06023101001782,-2.75487963521168,-10.6783765299431,"spike",2,369
-3.06023101001782,-2.75487963521168,-10.6783765299431,"spike",2,370
-3.06023101001782,-2.75487963521168,-10.6783765299431,"spike",2,371
-2.6998690058594,-2.83160073212718,-10.216509192224,"spike",2,372
-3.13473037811498,-2.97568317209832,-10.3586439521479,"spike",2,373
-3.13473037811498,-2.97568317209832,-10.3586439521479,"spike",2,374
-3.13473037811498,-2.97568317209832,-10.3586439521479,"spike",2,375
-3.58667940719886,-2.71469367498548,-11.3038265274689,"spike",2,376
-3.03816742102774,-2.47895620935107,-10.6583024810499,"spike",2,377
-2.4091631942819,-2.54392496303067,-11.6751001188214,"spike",2,378
-1.16828481266608,-2.69501288563671,-10.7509421916698,"spike",2,379
-1.5906759073924,-2.68955090585855,-10.217688087069,"spike",2,380
-1.55215056484572,-2.86220508652212,-10.7389417375207,"spike",2,381
-1.55215056484572,-2.86220508652212,-10.7389417375207,"spike",2,382
-2.11175191009059,-2.66796317810885,-11.252809219829,"spike",2,383
-2.93626800434802,-2.99179577612964,-11.2129062776879,"spike",2,384
-3.23239487336412,-2.84013839644626,-10.4957416315357,"spike",2,385
-3.23239487336412,-2.84013839644626,-10.4957416315357,"spike",2,386
-3.02804123655262,-2.77310146192575,-10.2616395842265,"spike",2,387
-2.00515467722995,-2.93284910044826,-10.7036869250694,"spike",2,388
-2.34601468332512,-2.92957665356116,-10.5974416573801,"spike",2,389
-2.92713208814621,-2.68178351786102,-10.6765903963688,"spike",2,390
-2.97608521881705,-2.72809679712249,-11.0691930551445,"spike",2,391
-3.42585464983633,-2.65820386407085,-10.7543143966526,"spike",2,392
-2.03471965776858,-2.78664808302995,-10.2081550514583,"spike",2,393
-1.41706999520575,-2.59198462051431,-10.741356563159,"spike",2,394
-1.18509178838816,-2.81850964277326,-10.3185014670247,"spike",2,395
-2.12219807433318,-2.80721891576399,-10.3316654578837,"spike",2,396
-3.07032441005082,-2.84246090504662,-10.4311396392621,"spike",2,397
-2.75371435591581,-2.68558416968009,-10.6081625636118,"spike",2,398
-2.75371435591581,-2.68558416968009,-10.6081625636118,"spike",2,399
-3.11791390020581,-2.8668339968178,-10.8626402849433,"spike",2,400
-3.13384988036361,-2.7710972094293,-10.5518958508945,"spike",2,401
-2.45160738766012,-2.92227840083822,-11.0294592899901,"spike",2,402
-2.32774273342817,-2.84809172999811,-11.1070932356477,"spike",2,403
-2.32774273342817,-2.84809172999811,-11.1070932356477,"spike",2,404
-2.32774273342817,-2.84809172999811,-11.1070932356477,"spike",2,405
-2.21848512256614,-2.9742503041197,-10.7894203778398,"spike",2,406
-2.40642271493349,-2.94468619653524,-11.4176838238352,"spike",2,407
-2.7112469492119,-3.0423715397422,-11.5388551459392,"spike",2,408
-1.28828762610352,-2.81430665165542,-10.9756014470174,"spike",2,409
-1.22367880483623,-2.65171188084073,-10.5595713424386,"spike",2,410
-1.9867727338337,-2.85293665889292,-10.7397908036036,"spike",2,411
-1.9867727338337,-2.85293665889292,-10.7397908036036,"spike",2,412
-1.9867727338337,-2.85293665889292,-10.7397908036036,"spike",2,413
-1.9867727338337,-2.85293665889292,-10.7397908036036,"spike",2,414
-1.9867727338337,-2.85293665889292,-10.7397908036036,"spike",2,415
-1.9867727338337,-2.85293665889292,-10.7397908036036,"spike",2,416
-2.84261546843477,-2.99454462534694,-10.564503052426,"spike",2,417
-2.84261546843477,-2.99454462534694,-10.564503052426,"spike",2,418
-2.84261546843477,-2.99454462534694,-10.564503052426,"spike",2,419
-2.84261546843477,-2.99454462534694,-10.564503052426,"spike",2,420
-2.84261546843477,-2.99454462534694,-10.564503052426,"spike",2,421
-2.52507005115054,-3.04004984185761,-10.6021191647751,"spike",2,422
-2.55661261209437,-2.93449069263274,-10.626174249036,"spike",2,423
-2.55661261209437,-2.93449069263274,-10.626174249036,"spike",2,424
-2.55661261209437,-2.93449069263274,-10.626174249036,"spike",2,425
-2.55661261209437,-2.93449069263274,-10.626174249036,"spike",2,426
-2.55661261209437,-2.93449069263274,-10.626174249036,"spike",2,427
-2.55661261209437,-2.93449069263274,-10.626174249036,"spike",2,428
-2.55661261209437,-2.93449069263274,-10.626174249036,"spike",2,429
-2.55661261209437,-2.93449069263274,-10.626174249036,"spike",2,430
-2.55661261209437,-2.93449069263274,-10.626174249036,"spike",2,431
-2.46890448943219,-2.92973971818195,-11.2622943974124,"spike",2,432
-2.21245816066116,-2.9169082130671,-11.1167021378231,"spike",2,433
-2.21245816066116,-2.9169082130671,-11.1167021378231,"spike",2,434
-1.74314320752901,-2.62577322610366,-11.2736371643875,"spike",2,435
-2.6351076043988,-2.77645153799743,-11.4269240149238,"spike",2,436
-2.73115974390323,-2.97208823145798,-11.8897503096368,"spike",2,437
-2.12297593151482,-2.95440769365376,-12.1434922381615,"spike",2,438
-2.45974074105983,-2.84805256444421,-12.1800890946857,"spike",2,439
-1.8123425898121,-3.10473528526367,-11.6045352206444,"spike",2,440
-1.8123425898121,-3.10473528526367,-11.6045352206444,"spike",2,441
-2.51778760760373,-2.90107145192471,-11.994021046241,"spike",2,442
-3.38038121200172,-2.87906052152404,-11.9044410299644,"spike",2,443
-1.93894232280392,-2.66919317911931,-10.8362707066813,"spike",2,444
-2.92629909082206,-2.63229157613373,-10.0141565884088,"spike",2,445
-2.53745111146394,-2.65184922389714,-10.3808501611369,"spike",2,446
-1.90121881934273,-2.87125392753488,-10.0445107146505,"spike",2,447
-1.60791489487413,-2.70077237479515,-10.5180342832591,"spike",2,448
-1.60791489487413,-2.70077237479515,-10.5180342832591,"spike",2,449
-3.11125129239575,-2.55231017968011,-10.9058679208645,"spike",2,450
-3.11125129239575,-2.55231017968011,-10.9058679208645,"spike",2,451
-3.11125129239575,-2.55231017968011,-10.9058679208645,"spike",2,452
-2.79486713183352,-2.56126616946648,-10.4883949339939,"spike",2,453
-2.46720927030345,-2.56886319673681,-11.2551979125667,"spike",2,454
-2.8080855072564,-2.68358561922477,-11.0185672352114,"spike",2,455
-2.38625496524029,-2.69450677664797,-10.9401531301239,"spike",2,456
-1.90358458855313,-2.66647730579483,-10.7572339617234,"spike",2,457
-1.73259936911835,-2.77801448677606,-10.5549796206114,"spike",2,458
-2.970311589854,-2.74118262633906,-10.7345383860298,"spike",2,459
-2.970311589854,-2.74118262633906,-10.7345383860298,"spike",2,460
-3.18739595096616,-2.91786431185546,-10.8140764316603,"spike",2,461
-3.08031028643968,-2.80266542642082,-10.4682817874011,"spike",2,462
-2.86982056645068,-2.74155491607644,-10.9086852027501,"spike",2,463
-2.86982056645068,-2.74155491607644,-10.9086852027501,"spike",2,464
-2.81300419348678,-2.78760518207627,-10.5627699844075,"spike",2,465
-2.7695638006057,-2.76624803451727,-10.9497179955083,"spike",2,466
-2.7695638006057,-2.76624803451727,-10.9497179955083,"spike",2,467
-2.68106034761281,-3.08575996479531,-10.8529210519098,"spike",2,468
-2.88386063528686,-2.84618872280599,-10.5659984462647,"spike",2,469
-2.88386063528686,-2.84618872280599,-10.5659984462647,"spike",2,470
-2.88386063528686,-2.84618872280599,-10.5659984462647,"spike",2,471
-2.42229966504576,-2.78019130409082,-10.2745348002329,"spike",2,472
-2.42229966504576,-2.78019130409082,-10.2745348002329,"spike",2,473
-3.10579290036446,-2.74781019074856,-10.863717410548,"spike",2,474
-3.10373380835292,-2.91165582036257,-11.1909102089095,"spike",2,475
-2.6712009242528,-3.0110123845771,-10.1966147475524,"spike",2,476
-2.6712009242528,-3.0110123845771,-10.1966147475524,"spike",2,477
-2.6712009242528,-3.0110123845771,-10.1966147475524,"spike",2,478
-2.4016138182794,-2.83561216942329,-10.9606104705099,"spike",2,479
-1.66298466143123,-2.73276196927161,-10.6091650331478,"spike",2,480
-1.39391551637479,-2.62533865159093,-10.5820772549109,"spike",2,481
-1.62542721951432,-2.78743411038035,-11.1856305253515,"spike",2,482
-2.06505395955553,-2.59220737729574,-11.0468699015375,"spike",2,483
-2.42290010445626,-2.90238897897877,-11.5674116641129,"spike",2,484
-2.36084608764468,-2.69665898151789,-11.0430781290808,"spike",2,485
-1.89278811038526,-2.63126951753993,-10.95122104656,"spike",2,486
-2.44010737353436,-2.84245301914086,-11.2994402705699,"spike",2,487
-1.99328847450079,-2.84628940980186,-10.7779697336154,"spike",2,488
-1.99328847450079,-2.84628940980186,-10.7779697336154,"spike",2,489
-2.22540620684449,-3.09589069046793,-11.1248200940767,"spike",2,490
-2.22540620684449,-3.09589069046793,-11.1248200940767,"spike",2,491
-2.83692642414387,-2.96640607621997,-11.5359967068742,"spike",2,492
-2.8854941104961,-2.84464723288597,-11.6325639250778,"spike",2,493
-2.8854941104961,-2.84464723288597,-11.6325639250778,"spike",2,494
-1.64842460304494,-3.02876559405281,-10.2772439430003,"spike",2,495
-2.17003574823496,-2.8477379764623,-10.8216911446084,"spike",2,496
-2.17003574823496,-2.8477379764623,-10.8216911446084,"spike",2,497
-2.17003574823496,-2.8477379764623,-10.8216911446084,"spike",2,498
-2.58866501578229,-2.91867682496028,-10.4369104457503,"spike",2,499
-2.58866501578229,-2.91867682496028,-10.4369104457503,"spike",2,500
-2.58866501578229,-2.91867682496028,-10.4369104457503,"spike",2,501
-2.30118371762385,-2.82547058120321,-10.9871319495807,"spike",2,502
-1.97237656859921,-2.92894391034778,-11.0673952972584,"spike",2,503
-1.97237656859921,-2.92894391034778,-11.0673952972584,"spike",2,504
-1.81790036182697,-2.79281313493467,-10.7102168365029,"spike",2,505
-1.41625633854578,-2.56042583233585,-10.760855072667,"spike",2,506
-1.18828426430839,-2.6743112287205,-10.5927745158713,"spike",2,507
-1.34057617857922,-2.55880903671011,-10.2906565356525,"spike",2,508
-1.36749151918296,-2.43390202704188,-10.3029145601772,"spike",2,509
-1.8616768994193,-3.00105627629475,-9.99901039954621,"spike",2,510
-2.1174246744972,-3.02343112289543,-10.7622624884335,"spike",2,511
-2.73831133537668,-3.02949620917838,-10.9535410029859,"spike",2,512
-2.24219655197427,-2.89860304270738,-10.6648669596651,"spike",2,513
-2.73270188993066,-2.86568912271482,-10.2655266352805,"spike",2,514
-2.73270188993066,-2.86568912271482,-10.2655266352805,"spike",2,515
-2.73270188993066,-2.86568912271482,-10.2655266352805,"spike",2,516
-2.17709659896633,-2.83649314749654,-10.996267101596,"spike",2,517
-2.86027655704308,-2.76152622755297,-10.8819478347878,"spike",2,518
-2.73451326097087,-2.7470435884082,-10.1890711195338,"spike",2,519
-2.73451326097087,-2.7470435884082,-10.1890711195338,"spike",2,520
-0.948566337955644,-2.3126727642955,-10.2664108598723,"spike",2,521
-0.384676711267915,-2.1730213478074,-10.2727526884931,"spike",2,522
-0.384676711267915,-2.1730213478074,-10.2727526884931,"spike",2,523
-0.384676711267915,-2.1730213478074,-10.2727526884931,"spike",2,524
-0.384676711267915,-2.1730213478074,-10.2727526884931,"spike",2,525
-0.624875359770618,-2.58896388703257,-10.5379503802024,"spike",2,526
-1.94916983669494,-2.9275495361657,-10.2693691849941,"spike",2,527
-2.20407121805197,-2.99109853371562,-10.7638466595118,"spike",2,528
-2.20407121805197,-2.99109853371562,-10.7638466595118,"spike",2,529
-2.20407121805197,-2.99109853371562,-10.7638466595118,"spike",2,530
-2.20407121805197,-2.99109853371562,-10.7638466595118,"spike",2,531
-2.20407121805197,-2.99109853371562,-10.7638466595118,"spike",2,532
-2.20407121805197,-2.99109853371562,-10.7638466595118,"spike",2,533
-1.79499201577417,-2.88993044685854,-10.7471660883239,"spike",2,534
-1.89974178725037,-2.78431116912792,-10.2629132556379,"spike",2,535
-2.12353433214931,-2.97593487954253,-11.0749075917507,"spike",2,536
-2.17518985905763,-2.99693808008414,-10.5904720602739,"spike",2,537
-2.17518985905763,-2.99693808008414,-10.5904720602739,"spike",2,538
-2.80758057910488,-2.73395241291636,-10.7342700301078,"spike",2,539
-2.69049037632311,-2.60255386969692,-10.6700445902814,"spike",2,540
-2.69049037632311,-2.60255386969692,-10.6700445902814,"spike",2,541
-2.23981858435688,-2.71957846856499,-11.530849425283,"spike",2,542
-1.21429575167103,-2.62393037899714,-10.6511786823099,"spike",2,543
-1.21429575167103,-2.62393037899714,-10.6511786823099,"spike",2,544
-1.21429575167103,-2.62393037899714,-10.6511786823099,"spike",2,545
-2.09544977487676,-2.84170912435625,-10.9494997274449,"spike",2,546
-2.09544977487676,-2.84170912435625,-10.9494997274449,"spike",2,547
-2.09544977487676,-2.84170912435625,-10.9494997274449,"spike",2,548
-2.09544977487676,-2.84170912435625,-10.9494997274449,"spike",2,549
-1.63135031237973,-2.78538143108131,-10.6899883537862,"spike",2,550
-2.71974356825938,-2.96536882157233,-10.5160749583231,"spike",2,551
-2.71974356825938,-2.96536882157233,-10.5160749583231,"spike",2,552
-2.71974356825938,-2.96536882157233,-10.5160749583231,"spike",2,553
-2.71974356825938,-2.96536882157233,-10.5160749583231,"spike",2,554
-2.28366245963301,-2.99169613140458,-10.7348688525558,"spike",2,555
-2.28366245963301,-2.99169613140458,-10.7348688525558,"spike",2,556
-2.28366245963301,-2.99169613140458,-10.7348688525558,"spike",2,557
-2.28366245963301,-2.99169613140458,-10.7348688525558,"spike",2,558
-2.28366245963301,-2.99169613140458,-10.7348688525558,"spike",2,559
-2.71773009795816,-2.96881918391832,-10.6232233017029,"spike",2,560
-2.71773009795816,-2.96881918391832,-10.6232233017029,"spike",2,561
-2.71773009795816,-2.96881918391832,-10.6232233017029,"spike",2,562
-2.71773009795816,-2.96881918391832,-10.6232233017029,"spike",2,563
-3.3117448906906,-2.92857998869322,-10.8033908166925,"spike",2,564
-2.77329627371308,-2.84870585307494,-10.3779639949922,"spike",2,565
-2.56332885224236,-2.97994517125688,-10.9494289634132,"spike",2,566
-3.10244603996299,-2.80350209913493,-10.7156204443827,"spike",2,567
-3.10244603996299,-2.80350209913493,-10.7156204443827,"spike",2,568
-3.15016092760481,-2.64187835737475,-10.6388743443013,"spike",2,569
-3.15016092760481,-2.64187835737475,-10.6388743443013,"spike",2,570
-2.74105722307375,-2.59132990286835,-10.5943122899798,"spike",2,571
-2.68437557179196,-2.76565931339346,-10.0984174256671,"spike",2,572
-2.02419993624566,-2.87286657415819,-9.8134044515693,"spike",2,573
-1.94438528446099,-3.07036428259346,-9.92921060840706,"spike",2,574
-2.48531714559724,-3.03765471197937,-9.7786863710176,"spike",2,575
-2.03013414693483,-3.02198216538494,-10.8470915383527,"spike",2,576
-1.71855507509525,-2.66514932632609,-11.0654266038678,"spike",2,577
-1.71855507509525,-2.66514932632609,-11.0654266038678,"spike",2,578
-1.91003953924637,-2.89359231209065,-11.1011643121346,"spike",2,579
-2.18200883796582,-3.03430092389726,-11.1534831107651,"spike",2,580
-2.72766211344405,-3.02303524654451,-11.2065257606577,"spike",2,581
-2.72766211344405,-3.02303524654451,-11.2065257606577,"spike",2,582
-2.498186669409,-3.01286211166771,-10.6418057137297,"spike",2,583
-2.498186669409,-3.01286211166771,-10.6418057137297,"spike",2,584
-2.47068658806126,-2.94700061670109,-9.98579775199446,"spike",2,585
-2.47068658806126,-2.94700061670109,-9.98579775199446,"spike",2,586
-2.16635871223337,-2.96516673350759,-10.7559965415835,"spike",2,587
-2.33442548950454,-2.86089071294163,-10.281829409806,"spike",2,588
-2.33442548950454,-2.86089071294163,-10.281829409806,"spike",2,589
-2.46723180435438,-3.08179510463207,-10.3669222110249,"spike",2,590
-2.46723180435438,-3.08179510463207,-10.3669222110249,"spike",2,591
-2.69079828815399,-3.08975983196148,-10.5635308149723,"spike",2,592
-2.52802018693169,-2.86763838851728,-11.4213188323612,"spike",2,593
-2.68021449551521,-3.05612404004677,-11.0218433625404,"spike",2,594
-2.68021449551521,-3.05612404004677,-11.0218433625404,"spike",2,595
-2.68021449551521,-3.05612404004677,-11.0218433625404,"spike",2,596
-1.50273809055588,-2.8557310460326,-10.6566278512578,"spike",2,597
-2.01200691006971,-2.9050018458925,-10.8042982328417,"spike",2,598
-2.01200691006971,-2.9050018458925,-10.8042982328417,"spike",2,599
-2.60621936855518,-3.02001573586436,-11.257192034044,"spike",2,600
-3.19139801523793,-2.85977436664352,-10.4318679418896,"spike",2,601
-2.68860766288714,-2.76545954736884,-10.1601137461232,"spike",2,602
-3.25642008043031,-2.81653649485366,-10.6845994320051,"spike",2,603
-3.25642008043031,-2.81653649485366,-10.6845994320051,"spike",2,604
-1.63149430662639,-2.72932978342951,-10.4137917228177,"spike",2,605
-2.10471784552864,-2.79266463699853,-10.7698536274241,"spike",2,606
-2.16431632579667,-3.01100785921403,-10.5009117854921,"spike",2,607
-2.83431692659567,-2.87910652540994,-10.5504789552242,"spike",2,608
-2.55110840599155,-2.89744937709277,-10.7381392680456,"spike",2,609
-2.55110840599155,-2.89744937709277,-10.7381392680456,"spike",2,610
-2.44255297057589,-2.5733999793022,-10.5252668624211,"spike",2,611
-1.77995452963661,-2.7762461489838,-10.9414188773152,"spike",2,612
-1.77995452963661,-2.7762461489838,-10.9414188773152,"spike",2,613
-2.86323226407029,-2.95196699253223,-11.0951159630725,"spike",2,614
-1.85251058049263,-2.77168919191646,-11.0499410538197,"spike",2,615
-1.85682984890251,-2.75170715522699,-10.5963355577207,"spike",2,616
-1.85682984890251,-2.75170715522699,-10.5963355577207,"spike",2,617
-2.32435033308848,-2.94812627490313,-10.6580235270414,"spike",2,618
-2.32435033308848,-2.94812627490313,-10.6580235270414,"spike",2,619
-2.32435033308848,-2.94812627490313,-10.6580235270414,"spike",2,620
-2.32435033308848,-2.94812627490313,-10.6580235270414,"spike",2,621
-2.32435033308848,-2.94812627490313,-10.6580235270414,"spike",2,622
-2.48960077505094,-2.9545710331245,-10.692080456293,"spike",2,623
-2.48960077505094,-2.9545710331245,-10.692080456293,"spike",2,624
-2.48960077505094,-2.9545710331245,-10.692080456293,"spike",2,625
-1.78376193559556,-2.73638573339195,-10.6946357248597,"spike",2,626
-1.61044507628623,-2.46530027333622,-10.9851350210375,"spike",2,627
-1.89202978730135,-2.64615437329874,-10.6256342613017,"spike",2,628
-2.09194342149077,-2.82354835184983,-11.2604497732712,"spike",2,629
-2.45237816996535,-3.04596545936322,-10.8939420827406,"spike",2,630
-2.36267193045164,-2.84657894477162,-10.6322351991535,"spike",2,631
-2.86855279126577,-2.77538925072447,-10.7853441511044,"spike",2,632
-2.86855279126577,-2.77538925072447,-10.7853441511044,"spike",2,633
-2.82090683504233,-2.96618286319486,-11.0643594691806,"spike",2,634
-2.82090683504233,-2.96618286319486,-11.0643594691806,"spike",2,635
-2.82090683504233,-2.96618286319486,-11.0643594691806,"spike",2,636
-2.82090683504233,-2.96618286319486,-11.0643594691806,"spike",2,637
-2.00042139364784,-2.84009715470061,-11.2177605314762,"spike",2,638
-2.3501193878494,-2.85005238382263,-10.9867841783635,"spike",2,639
-2.3501193878494,-2.85005238382263,-10.9867841783635,"spike",2,640
