"log_ell","log_sigma_f","log_sigma_n","source","chain","retained_draw"
-1.30660199646482,-2.41290434522631,-10.7970486818395,"spike",1,86
-1.7707849287817,-2.93211097537349,-11.0160541648862,"spike",1,87
-1.9729028031258,-2.87960903036034,-11.2551463761649,"spike",1,88
-1.9729028031258,-2.87960903036034,-11.2551463761649,"spike",1,89
-1.9729028031258,-2.87960903036034,-11.2551463761649,"spike",1,90
-1.9729028031258,-2.87960903036034,-11.2551463761649,"spike",1,91
-2.03062445724478,-2.6357021002064,-10.9613076847047,"spike",1,92
-2.39606811049825,-2.84898693424532,-10.0872851910107,"spike",1,93
-2.39185502241883,-2.84121720165299,-10.4000361715946,"spike",1,94
-2.76213907121605,-2.86371514489655,-10.9082549500875,"spike",1,95
-2.27311706046603,-3.01195008259837,-10.7170534924069,"spike",1,96
-2.27311706046603,-3.01195008259837,-10.7170534924069,"spike",1,97
-2.27311706046603,-3.01195008259837,-10.7170534924069,"spike",1,98
-2.36218383718463,-2.87440657479845,-10.5164291976355,"spike",1,99
-2.24833406443898,-2.88771217784682,-10.6067495890699,"spike",1,100
-2.24833406443898,-2.88771217784682,-10.6067495890699,"spike",1,101
-2.00516545378691,-2.92266108576562,-11.2500460457639,"spike",1,102
-2.00516545378691,-2.92266108576562,-11.2500460457639,"spike",1,103
-2.88444300038143,-2.93342476754436,-11.3343427836699,"spike",1,104
-1.88736941089329,-2.77209721238905,-11.4896080012813,"spike",1,105
-1.88736941089329,-2.77209721238905,-11.4896080012813,"spike",1,106
-1.93444145557189,-2.89688765139931,-10.8381624850414,"spike",1,107
-2.36360900454835,-3.09607899949034,-11.1011014110441,"spike",1,108
-2.43575660509378,-3.17104129062565,-10.4141749645993,"spike",1,109
-2.87832197194653,-2.79208873124894,-10.4783260383542,"spike",1,110
-2.87832197194653,-2.79208873124894,-10.4783260383542,"spike",1,111
-2.70553436670912,-2.93795178071402,-10.5612738922517,"spike",1,112
-2.70553436670912,-2.93795178071402,-10.5612738922517,"spike",1,113
-2.70553436670912,-2.93795178071402,-10.5612738922517,"spike",1,114
-2.70553436670912,-2.93795178071402,-10.5612738922517,"spike",1,115
-2.80303234544598,-2.92930572489046,-10.7951250640625,"spike",1,116
-1.69904114988544,-2.76966716669323,-10.3801591827099,"spike",1,117
-2.12264252126174,-3.11569097369414,-10.8234770731423,"spike",1,118
-1.9669418509837,-2.94693092394861,-10.9007839368677,"spike",1,119
-2.29240256683046,-3.01527489428652,-11.3409322054613,"spike",1,120
-3.28075786921595,-2.92495274080909,-11.0960441145273,"spike",1,121
-2.97459100535885,-2.95523227077198,-10.2464328899155,"spike",1,122
-2.97459100535885,-2.95523227077198,-10.2464328899155,"spike",1,123
-2.97459100535885,-2.95523227077198,-10.2464328899155,"spike",1,124
-2.97459100535885,-2.95523227077198,-10.2464328899155,"spike",1,125
-2.83894104993273,-2.97610156789533,-11.0974708308361,"spike",1,126
-2.51971037531648,-2.97439779749657,-10.375402158305,"spike",1,127
-2.15272081854708,-3.04054558247678,-10.5725814362008,"spike",1,128
-2.15272081854708,-3.04054558247678,-10.5725814362008,"spike",1,129
-2.15272081854708,-3.04054558247678,-10.5725814362008,"spike",1,130
-2.5480910292264,-2.66748271915983,-11.3501560076395,"spike",1,131
-2.68909036251314,-3.15738301786255,-11.3881341026266,"spike",1,132
-2.0938229148691,-2.84188816767275,-10.7045045809546,"spike",1,133
-2.0938229148691,-2.84188816767275,-10.7045045809546,"spike",1,134
-2.0955882973845,-3.04018727715035,-10.5390561364206,"spike",1,135
-1.76632994304335,-2.94744747008165,-11.0200313444213,"spike",1,136
-1.8982982949689,-2.93256780883378,-11.3276598841609,"spike",1,137
-2.92768856166517,-2.87101741280027,-9.84514727051271,"spike",1,138
