"nominal","empirical","source","sampler"
0.5,0.919690660321237,"spike","ARWM"
0.6,0.933967876264128,"spike","ARWM"
0.7,0.941106484235574,"spike","ARWM"
0.8,0.951219512195122,"spike","ARWM"
0.9,0.966091612135634,"spike","ARWM"
0.95,0.973230220107079,"spike","ARWM"
0.975,0.980963712076145,"spike","ARWM"
0.99,0.985722784057109,"spike","ARWM"
