"iteration","batch","batch_acceptance","gain","log_scale","scale","min_eigenvalue","max_eigenvalue","source","chain"
100,1,0.6,1,1.00158868669866,2.72260375883075,0.0200824419801019,0.180838409076311,"spike",1
150,2,0.56,0.659753955386447,1.21666847615464,3.37592201334582,0.0339453707116736,0.301924155535443,"spike",1
200,3,0.24,0.517281857971787,1.21977216730247,3.38641610940689,0.0344078633681806,0.344234343753763,"spike",1
250,4,0.32,0.435275281648062,1.2572058415242,3.51558465027651,0.0331700262317213,0.312074793444683,"spike",1
300,5,0.34,0.380730787743176,1.29756330502498,3.66036659521718,0.0343302352233972,0.300462693169472,"spike",1
350,6,0.26,0.341278751846537,1.30643655257299,3.69299045989489,0.0378344087562065,0.395342975993676,"spike",1
400,7,0.24,0.311129489211826,1.30830332950826,3.69989088808377,0.0363405762806514,0.365386558911985,"spike",1
450,8,0.4,0.287174588749259,1.35597431124064,3.8805399690787,0.046911034474292,0.404300416846016,"spike",1
500,9,0.16,0.267580520586744,1.33617335271722,3.80445729884657,0.0554316750575733,0.456125618846357,"spike",1
550,10,0.22,0.251188643150958,1.3326567117131,3.79110188517232,0.0537516456212503,0.473935806261418,"spike",1
600,11,0.26,0.237227148661716,1.33882461757831,3.81455730577901,0.0540040576475845,0.510892834791704,"spike",1
650,12,0.18,0.225160006420102,1.32666597723162,3.76845829397838,0.0538745820721751,0.53624949094747,"spike",1
700,13,0.16,0.214602110453007,1.3107854210581,3.70908576253187,0.050710928264141,0.529321462891613,"spike",1
750,14,0.22,0.205268911144867,1.30791165630207,3.69844202371629,0.051647862969768,0.521588079275359,"spike",1
800,15,0.22,0.196945129270852,1.30515442449228,3.68825860719329,0.0507399400757622,0.524219266988827,"spike",1
850,16,0.16,0.1894645708138,1.29113404625206,3.63690864060656,0.0488630209829445,0.515903130378031,"spike",1
900,17,0.24,0.182696676564573,1.29223022631145,3.64089753320905,0.0503541245021147,0.50096893930425,"spike",1
950,18,0.12,0.176537306841469,1.27210497333152,3.56835595648845,0.0519339184564405,0.535658470811768,"spike",1
1000,19,0.12,0.170902273217667,1.25262211418471,3.49950704463094,0.0493848144958364,0.515889599694442,"spike",1
1050,20,0.08,0.165722700866999,1.22710081825119,3.41132513432768,0.0471839911034389,0.480235392086911,"spike",1
1100,21,0.22,0.160941640249306,1.2248476352877,3.40364744751685,0.0457118933766897,0.470817468264096,"spike",1
1150,22,0.26,0.156511549654616,1.22891693557872,3.41752613017759,0.0534007803178577,0.567420744361628,"spike",1
1200,23,0.12,0.152392396370317,1.2115442023925,3.35866711192597,0.0513242737668704,0.547482226554603,"spike",1
1250,24,0.2,0.1485502048305,1.20649349542826,3.34174623571731,0.0511588263169842,0.533041936615325,"spike",1
1300,25,0.14,0.144955932735539,1.19286763775112,3.29652089387628,0.0509855728128543,0.514902061734514,"spike",1
1350,26,0.24,0.14158459120565,1.19371714529836,3.29932250308084,0.0505092110897955,0.522595985292213,"spike",1
1400,27,0.16,0.138414548846169,1.18347446868374,3.26570109020564,0.0494833840931387,0.518210321473941,"spike",1
1450,28,0.1,0.135426976045695,1.16532725389362,3.20697220563705,0.0484252247459548,0.497382662682099,"spike",1
1500,29,0.14,0.132605397359268,1.15286234654185,3.16724570217713,0.046660755550987,0.489126443289159,"spike",1
1550,30,0.2,0.12993532803054,1.14844454538881,3.15328430251287,0.0458350461860063,0.478881843588673,"spike",1
1600,31,0.18,0.127403976617752,1.14156473065145,3.13166474524611,0.0445105623670321,0.463841666249857,"spike",1
1650,32,0.14,0.125,1.12981473065145,3.09508302298711,0.0437244968061083,0.456363805957513,"spike",1
1700,33,0.24,0.122713300221082,1.13055101045278,3.09736270924085,0.0446447892953766,0.480996202440004,"spike",1
1750,34,0.32,0.120534854999435,1.14091700798273,3.12963695179457,0.0476168107342702,0.53759265346492,"spike",1
1800,35,0.24,0.11845657551775,1.14162774743583,3.13186209890636,0.0472016861469673,0.530885665242234,"spike",1
1850,36,0.36,0.11647118646193,1.15630311693004,3.17816223727668,0.0484816298942352,0.551356881628987,"spike",1
1900,37,0.24,0.114572124318211,1.15699054967595,3.18034776118468,0.0483197318367663,0.556652700971475,"spike",1
1950,38,0.26,0.112753450739891,1.15992213939518,3.18968491565086,0.0483138884107409,0.565011126270063,"spike",1
2000,39,0.26,0.111009778419798,1.1628083936341,3.19890445582766,0.0479504330077072,0.561482119832832,"spike",1
100,1,0.72,1,1.12158868669866,3.06972716617984,0.0379606324359725,0.857390384433647,"spike",2
150,2,0.2,0.659753955386447,1.09915705221552,3.00163473587405,0.0519965527476307,0.753976255069342,"spike",2
200,3,0.32,0.517281857971787,1.14364329200109,3.13818087228449,0.0551895193689541,0.804740308124201,"spike",2
250,4,0.26,0.435275281648062,1.15496044932394,3.17389788523807,0.0595048308355,0.75371059603299,"spike",2
300,5,0.24,0.380730787743176,1.1572448340504,3.1811565767559,0.055496934241257,0.826741530633096,"spike",2
350,6,0.14,0.341278751846537,1.12516463137683,3.08072399100339,0.0471892927126636,0.7091351134747,"spike",2
400,7,0.16,0.311129489211826,1.10214104917515,3.01060498173692,0.0475922823444295,0.654514537422102,"spike",2
450,8,0.2,0.287174588749259,1.09237711315768,2.98135266857411,0.0452509965953219,0.689443885800552,"spike",2
500,9,0.18,0.267580520586744,1.07792776504599,2.9385838012657,0.0419204149448945,0.657708427244295,"spike",2
550,10,0.2,0.251188643150958,1.06938735117886,2.91359394317864,0.0420413623871965,0.615125157118573,"spike",2
600,11,0.3,0.237227148661716,1.08504434299053,2.95957105206097,0.0419398817103414,0.601726681920594,"spike",2
650,12,0.24,0.225160006420102,1.08639530302905,2.96357201624632,0.0410688605756654,0.574254114240003,"spike",2
700,13,0.28,0.214602110453007,1.09626700010989,2.99297237844677,0.0427442775527768,0.632320521876375,"spike",2
750,14,0.26,0.205268911144867,1.10160399179966,3.00898854822441,0.04319039114337,0.647883181257794,"spike",2
800,15,0.34,0.196945129270852,1.12248017550237,3.07246501377785,0.0448820535136919,0.66333544731964,"spike",2
850,16,0.24,0.1894645708138,1.12361696292725,3.07595973937261,0.048825593486813,0.817381123776241,"spike",2
900,17,0.14,0.182696676564573,1.10644347533018,3.02358579181738,0.0467667594288883,0.77923442232059,"spike",2
950,18,0.16,0.176537306841469,1.09337971462391,2.98434327607421,0.0453091107379151,0.744582284575897,"spike",2
1000,19,0.24,0.170902273217667,1.09440512826322,2.98740503188868,0.0448761173810772,0.747352001808718,"spike",2
1050,20,0.1,0.165722700866999,1.07219828634704,2.92179538832441,0.0437400006102979,0.704268053435138,"spike",2
1100,21,0.38,0.160941640249306,1.09569576582344,2.99126317822916,0.0441733230670333,0.760737473585809,"spike",2
1150,22,0.22,0.156511549654616,1.09350460412827,2.98471601250176,0.0452441900327354,0.746222578960328,"spike",2
1200,23,0.2,0.152392396370317,1.08832326265168,2.96929117481428,0.0442344882979313,0.722995239708046,"spike",2
1250,24,0.24,0.1485502048305,1.08921456388067,2.97193888746709,0.0453062620008836,0.704786585535127,"spike",2
1300,25,0.12,0.144955932735539,1.07268958754882,2.9232312225947,0.0441834015179721,0.678060416074744,"spike",2
1350,26,0.26,0.14158459120565,1.07637078692016,2.93401205054771,0.0443422705786926,0.676731666463698,"spike",2
1400,27,0.3,0.138414548846169,1.08550614714401,2.96093810989752,0.0448577721458139,0.685705594219078,"spike",2
1450,28,0.14,0.135426976045695,1.07277601139571,2.92348387039957,0.0444441955439725,0.667064053538554,"spike",2
1500,29,0.22,0.132605397359268,1.07091953583268,2.91806152881493,0.0465411226545022,0.648524688116643,"spike",2
1550,30,0.14,0.12993532803054,1.05870561499781,2.88263733086571,0.0452813732834773,0.631624816523087,"spike",2
1600,31,0.3,0.127403976617752,1.06711427745458,2.90697865071529,0.0450739631800525,0.631982016445578,"spike",2
1650,32,0.24,0.125,1.06786427745459,2.90915970249551,0.0447648839468489,0.633512457254647,"spike",2
1700,33,0.2,0.122713300221082,1.06369202524707,2.89704724019936,0.044165536476548,0.623529024453325,"spike",2
1750,34,0.18,0.120534854999435,1.0571831430771,2.8782519356395,0.0431055310823343,0.607371984851641,"spike",2
1800,35,0.14,0.11845657551775,1.04604822497843,2.84638060768232,0.0419759511386374,0.591030586368266,"spike",2
1850,36,0.16,0.11647118646193,1.03742935718025,2.82195344796541,0.0412942231289202,0.575326699039754,"spike",2
1900,37,0.2,0.114572124318211,1.03353390495343,2.81098204628195,0.0431793112946811,0.608421561487739,"spike",2
1950,38,0.2,0.112753450739891,1.02970028762827,2.80022644640821,0.0436974597119448,0.608966677539729,"spike",2
2000,39,0.22,0.111009778419798,1.02814615073039,2.79587789116578,0.0438427082538226,0.600269655892406,"spike",2
100,1,0.58,1,0.981588686698657,2.66869259234588,0.0378803900503058,0.203647649710226,"spike",3
150,2,0.24,0.659753955386447,0.985547210430975,2.67927761201053,0.027378216280088,0.489457932272495,"spike",3
200,3,0.24,0.517281857971787,0.988650901578806,2.68760618018348,0.029771177360147,0.470711855866439,"spike",3
250,4,0.4,0.435275281648062,1.06090659833238,2.88898895493581,0.0442484791194944,0.518363993181509,"spike",3
300,5,0.24,0.380730787743176,1.06319098305884,2.89559606089213,0.0474882151807127,0.455877035636445,"spike",3
350,6,0.26,0.341278751846537,1.07206423060685,2.92140373113348,0.0451624733075257,0.468059708029276,"spike",3
400,7,0.26,0.311129489211826,1.08015359732636,2.94513188070898,0.041628709037544,0.538459696760713,"spike",3
450,8,0.3,0.287174588749259,1.09910712018381,3.00148486189504,0.0452788037040383,0.55246155972272,"spike",3
