"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-3.68149315002683,"ell",0.0251853412529594
"spike","multistart_eb","rbf","log_sigma_f",-2.15109437951111,"sigma_f",0.116356749627009
"spike","multistart_eb","rbf","log_sigma_n",-8.63774871170553,"sigma_n",0.000177285574249459
"spike","multistart_eb","matern05","log_ell",-4.19970507787993,"ell",0.015
"spike","multistart_eb","matern05","log_sigma_f",-2.12140160609973,"sigma_f",0.119863509294757
"spike","multistart_eb","matern05","log_sigma_n",-8.66663748029548,"sigma_n",0.000172237282868722
"spike","multistart_eb","matern15","log_ell",-4.17425101958591,"ell",0.0153867116860342
"spike","multistart_eb","matern15","log_sigma_f",-2.10572757954792,"sigma_f",0.121757054091503
"spike","multistart_eb","matern15","log_sigma_n",-8.68537795588403,"sigma_n",0.000169039531552344
"spike","multistart_eb","matern25","log_ell",-4.0308916719747,"ell",0.0177584881456684
"spike","multistart_eb","matern25","log_sigma_f",-2.11103104415381,"sigma_f",0.121113029155863
"spike","multistart_eb","matern25","log_sigma_n",-8.67927289778308,"sigma_n",0.000170074684332602
"mixture","multistart_eb","rbf","log_ell",-1.11898565850689,"ell",0.326610921666647
"mixture","multistart_eb","rbf","log_sigma_f",-1.31414560027209,"sigma_f",0.268703805648857
"mixture","multistart_eb","rbf","log_sigma_n",-6.17283960943205,"sigma_n",0.00208530613028569
"mixture","multistart_eb","matern05","log_ell",-1.29805078340509,"ell",0.273063534599015
"mixture","multistart_eb","matern05","log_sigma_f",-1.10970087588572,"sigma_f",0.329657554852677
"mixture","multistart_eb","matern05","log_sigma_n",-6.26701444457623,"sigma_n",0.00189788637814716
"mixture","multistart_eb","matern15","log_ell",-1.23910289163646,"ell",0.289643943424774
"mixture","multistart_eb","matern15","log_sigma_f",-1.25501207317395,"sigma_f",0.285072406474925
"mixture","multistart_eb","matern15","log_sigma_n",-6.22409873962669,"sigma_n",0.00198110850558842
"mixture","multistart_eb","matern25","log_ell",-1.20695040743526,"ell",0.299108047666238
"mixture","multistart_eb","matern25","log_sigma_f",-1.29183473777788,"sigma_f",0.274766196418532
"mixture","multistart_eb","matern25","log_sigma_n",-6.20593565775178,"sigma_n",0.00201742031046186
"dipole","multistart_eb","rbf","log_ell",-2.64102352139326,"ell",0.071288267136487
"dipole","multistart_eb","rbf","log_sigma_f",-1.50712043264125,"sigma_f",0.221547019883506
"dipole","multistart_eb","rbf","log_sigma_n",-7.91929109605868,"sigma_n",0.000363660035171139
"dipole","multistart_eb","matern05","log_ell",-3.05114425662763,"ell",0.0473047646202767
"dipole","multistart_eb","matern05","log_sigma_f",-1.14905212634943,"sigma_f",0.316937043317945
"dipole","multistart_eb","matern05","log_sigma_n",-12.05539585733,"sigma_n",5.81310412289455e-06
"dipole","multistart_eb","matern15","log_ell",-2.88384069900228,"ell",0.055919579598057
"dipole","multistart_eb","matern15","log_sigma_f",-1.28559507866639,"sigma_f",0.276486003745457
"dipole","multistart_eb","matern15","log_sigma_n",-8.4018744811939,"sigma_n",0.000224446209417708
"dipole","multistart_eb","matern25","log_ell",-2.80604084566549,"ell",0.0604438257260029
"dipole","multistart_eb","matern25","log_sigma_f",-1.35417058573279,"sigma_f",0.258161328367154
"dipole","multistart_eb","matern25","log_sigma_n",-8.19707808015921,"sigma_n",0.000275457259273646
"ring","multistart_eb","rbf","log_ell",-1.07722198402893,"ell",0.340540239045785
"ring","multistart_eb","rbf","log_sigma_f",-1.79390620666556,"sigma_f",0.166309260859221
"ring","multistart_eb","rbf","log_sigma_n",-6.24670120570665,"sigma_n",0.0019368328225184
"ring","multistart_eb","matern05","log_ell",-0.796443522632377,"ell",0.45092983745623
"ring","multistart_eb","matern05","log_sigma_f",-1.68428314183952,"sigma_f",0.185577416970336
"ring","multistart_eb","matern05","log_sigma_n",-6.25602567368976,"sigma_n",0.00191885682542534
"ring","multistart_eb","matern15","log_ell",-0.913358781607354,"ell",0.401174501054694
"ring","multistart_eb","matern15","log_sigma_f",-1.76585478620469,"sigma_f",0.171040520903235
"ring","multistart_eb","matern15","log_sigma_n",-6.24974786611608,"sigma_n",0.00193094093049289
"ring","multistart_eb","matern25","log_ell",-0.962931249880657,"ell",0.381772174593795
"ring","multistart_eb","matern25","log_sigma_f",-1.77873721489251,"sigma_f",0.168851235523542
"ring","multistart_eb","matern25","log_sigma_n",-6.24825070703168,"sigma_n",0.00193383402141669
"edge","multistart_eb","rbf","log_ell",-1.29999829924579,"ell",0.272532256544002
"edge","multistart_eb","rbf","log_sigma_f",-0.593226149192532,"sigma_f",0.552541823842665
"edge","multistart_eb","rbf","log_sigma_n",-5.41243177272272,"sigma_n",0.0044607794095095
"edge","multistart_eb","matern05","log_ell",-0.751642938629666,"ell",0.471591120652245
"edge","multistart_eb","matern05","log_sigma_f",-0.473773619392686,"sigma_f",0.622648192089966
"edge","multistart_eb","matern05","log_sigma_n",-5.42692593796791,"sigma_n",0.00439659044211128
"edge","multistart_eb","matern15","log_ell",-1.0247499345022,"ell",0.358886199241882
"edge","multistart_eb","matern15","log_sigma_f",-0.56757625932924,"sigma_f",0.566897788143419
"edge","multistart_eb","matern15","log_sigma_n",-5.41375967667107,"sigma_n",0.00445485985408926
"edge","multistart_eb","matern25","log_ell",-1.11428622753767,"ell",0.328149419347205
