"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.13,324.506080549063,NA,324.506080549063,NA,NA,NA
"spike","multistart_eb","matern05",0,3.18,324.40427781484,NA,324.40427781484,NA,NA,NA
"spike","multistart_eb","matern15",0,2.93,324.44386979691,NA,324.44386979691,NA,NA,NA
"spike","multistart_eb","matern25",0,2.78,324.461539728957,NA,324.461539728957,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.92,237.288060373268,NA,237.288060373268,NA,NA,NA
"mixture","multistart_eb","matern05",0,1.89,236.138913588447,NA,236.138913588447,NA,NA,NA
"mixture","multistart_eb","matern15",0,1.89,236.675667905795,NA,236.675667905795,NA,NA,NA
"mixture","multistart_eb","matern25",0,1.92,236.884979449215,NA,236.884979449215,NA,NA,NA
"dipole","multistart_eb","rbf",0,4.85,263.397162621828,NA,263.397162621828,NA,NA,NA
"dipole","multistart_eb","matern05",0,4.62,263.365006767481,NA,263.365006767481,NA,NA,NA
"dipole","multistart_eb","matern15",0,5.04,263.382993237233,NA,263.382993237233,NA,NA,NA
"dipole","multistart_eb","matern25",0,5.03,263.386902941108,NA,263.386902941108,NA,NA,NA
"ring","multistart_eb","rbf",0,1.95,223.787617255182,NA,223.787617255182,NA,NA,NA
"ring","multistart_eb","matern05",0,2.33,223.399725049227,NA,223.399725049227,NA,NA,NA
"ring","multistart_eb","matern15",0,2.31,223.525639441548,NA,223.525639441548,NA,NA,NA
"ring","multistart_eb","matern25",0,2.5,223.599219197426,NA,223.599219197426,NA,NA,NA
"edge","multistart_eb","rbf",0,1.61,179.644112055522,NA,179.644112055522,NA,NA,NA
"edge","multistart_eb","matern05",0,1.92,179.664481458388,NA,179.664481458388,NA,NA,NA
"edge","multistart_eb","matern15",0,1.63,179.715825020267,NA,179.715825020267,NA,NA,NA
"edge","multistart_eb","matern25",0,1.73,179.701746974459,NA,179.701746974459,NA,NA,NA
"sine","multistart_eb","rbf",0,1.92,200.020328189134,NA,200.020328189134,NA,NA,NA
"sine","multistart_eb","matern05",0,1.49,199.06317004862,NA,199.06317004862,NA,NA,NA
"sine","multistart_eb","matern15",0,1.66,199.46457576763,NA,199.46457576763,NA,NA,NA
"sine","multistart_eb","matern25",0,1.64,199.63461574484,NA,199.63461574484,NA,NA,NA
