"source","source_label","RMSE","MAE","delta","tau","residual_norm","target_norm","discrepancy_ratio","discrepancy_status"
"spike","Hidden narrow spike",0.0484469647168676,0.0112895961139911,1.08583733861586e-06,1.05,0.00016382473388164,0.00016382473388318,1.04999999999013,"root located"
"mixture","Broad plus sharp source",0.0620142241872306,0.0314286197508207,4.63630445201346e-06,1.05,0.00153838664133935,0.00153838664133935,1.05,"root located"
"dipole","Positive-negative dipole",0.0636887635549309,0.0311112352290046,7.30804007742858e-07,1.05,0.0004272631530286,0.000427263153032749,1.0499999999898,"root located"
"ring","Ring-shaped source",0.184712996146245,0.11202868798086,2.12098095976769e-06,1.05,0.00125394842545053,0.00125394842545056,1.04999999999997,"root located"
"edge","Moving-edge source",0.309949199965585,0.210432111087977,2.98725432400153e-06,1.05,0.00361503228473576,0.00361503228473583,1.04999999999998,"root located"
"sine","Sine-cosine source",0.197064429961312,0.11124176673269,1.85460204541249e-06,1.05,0.00208242582951882,0.00208242582951895,1.04999999999994,"root located"
