"source","source_label","hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","rbf","RBF",0.0444485831141675,0.0132791873756785,0.933372992266508,0.0881729800814838,0.125268813206425,0.0132415978511199,-0.399048684638802
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0457202707094825,0.0122237976299368,0.971445568114218,0.157176381667445,0.155842132659131,0.0154606577807241,-1.629992634861
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0446562929760166,0.012978660483115,0.957168352171327,0.119152033520282,0.140222709696609,0.0141266499143629,-1.39848305783727
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0445140533030803,0.0131161567184207,0.951219512195122,0.107738890382228,0.134496951219512,0.0137746490087329,-1.18532806585139
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","rbf","RBF",0.067228934585598,0.0267909058410537,0.913146936347412,0.14243021688851,0.0642783313503867,0.0229806638725633,0.785691419159622
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0606450640082525,0.0303619952308471,0.989886972040452,0.337273908312251,0.163547367638311,0.0292714376375891,-1.24559501698085
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0638786010136779,0.0276859669142024,0.958358120166568,0.199377683004025,0.108768218322427,0.0239054692498235,-0.945638277166769
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0651990838812606,0.0270877390897981,0.942891136228435,0.172851312672645,0.0925501933372992,0.0232448101204281,-0.503119557275739
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","rbf","RBF",0.0385318912409403,0.0222131190994559,0.966686496133254,0.21260038120633,0.117914559785842,0.0211603692999449,-1.53044320334598
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0427706887942194,0.0220149576962027,0.991076740035693,0.479579479749819,0.177824583581202,0.0338763005442335,-1.11983809990415
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0364206429648221,0.0207259814185359,0.980368828078525,0.310533596375661,0.162088414634146,0.0243950140234665,-1.49076849987214
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0364771603311577,0.0211232211387223,0.979179060083284,0.268646635449917,0.148406082688876,0.0226749925598329,-1.56213694823195
"ring","Ring-shaped source","multistart_eb","Multi-start EB","rbf","RBF",0.160438434094959,0.112279497268171,0.673408685306365,0.25850404663373,0.222532346817371,0.0929873444001603,3.16536441705247
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.157638611158924,0.108235003895661,0.904818560380726,0.58463254255832,0.058329491374182,0.0848229279739086,-0.383967601955506
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.157633323659929,0.109939432205868,0.76977989292088,0.375598130067475,0.10943002676978,0.0869828940727779,0.271797929688186
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.158551198044001,0.110756901232644,0.73111243307555,0.326976591703758,0.151964232599643,0.0889230428763961,0.894515196296745
"edge","Moving-edge source","multistart_eb","Multi-start EB","rbf","RBF",0.223459172879525,0.158289731410517,0.663890541344438,0.321343090363245,0.268412775133849,0.128671066810438,4.03284663451272
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.199606209239564,0.139031674578589,0.886972040452112,0.665109766480136,0.0493318709101725,0.106135708587074,-0.164448635398716
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.208745886026314,0.143495116050123,0.770969660916121,0.407411011601336,0.156202781082689,0.114179245315651,0.940770600748945
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.213254542549145,0.147687972305491,0.733491969066032,0.363240536152192,0.199108789411065,0.11877524116881,1.82753369240969
"sine","Sine-cosine source","multistart_eb","Multi-start EB","rbf","RBF",0.0619183868736797,0.0447534628645468,0.836406900654372,0.160705715722939,0.128763756692445,0.0321216177111585,-1.49888794982305
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0932628718268849,0.0736475960176151,0.996430696014277,0.584577357329055,0.122277290303391,0.0558007497614336,-0.803249844066877
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0769832174199403,0.0600296521528023,0.932778108268888,0.275188747581427,0.0236641136228435,0.0418078341597133,-1.23352493678596
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0687902092390126,0.0514079535016208,0.908387864366449,0.219780099239214,0.0489005800118977,0.0362537299269069,-1.39741075374787
