"source","source_label","hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","rbf","RBF",0.044131097999327,0.012998542872104,0.938132064247472,0.0943371826311554,0.13181253718025,0.0132789843097781,-0.72987954516178
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0455787115070899,0.0118630347084126,0.9738251041047,0.160142684297592,0.156808819155265,0.015515522354771,-1.64080719269718
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0444439799801979,0.0126499462372427,0.958358120166568,0.123160166292872,0.142304803688281,0.014180831788275,-1.458057450178
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0442743504865959,0.0128125328781159,0.952409280190363,0.112281401198568,0.13762009220702,0.0138274918526581,-1.29065367073039
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","rbf","RBF",0.0684212854527895,0.0320231291499484,0.891136228435455,0.126326788814987,0.036437760261749,0.0250943215279084,1.56270901303674
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0606315109577327,0.0322658673826765,0.990481856038073,0.329273804148215,0.154624107674004,0.0296928813058896,-1.25450294594986
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0637286955636968,0.03042664619082,0.94824509220702,0.186999278734333,0.0900219363474122,0.0246639123202005,-0.883613551213715
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0653322122912718,0.0305199710311567,0.926829268292683,0.158924826280478,0.073067742415229,0.0243182855700975,-0.307778580852302
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","rbf","RBF",0.0369897679752653,0.022903775286651,0.957168352171327,0.205584843341164,0.105421995835812,0.0209082667646838,-1.47268189107206
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0409951694076541,0.0208586410576146,0.992861392028554,0.495902339251569,0.179906677572873,0.0343320695552001,-1.09656347109212
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0347336647258465,0.0199875560081385,0.982153480071386,0.318728404253948,0.16684748661511,0.0243486541476997,-1.48925636695497
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0348870657741548,0.0205923303875094,0.981558596073766,0.272369715957446,0.154131841165973,0.0224129356027999,-1.58021862675128
"ring","Ring-shaped source","multistart_eb","Multi-start EB","rbf","RBF",0.166491135104626,0.112553007880562,0.681142177275431,0.283494962856086,0.196877974419988,0.094409066553468,2.56832514215822
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.16419368664986,0.109211061075287,0.900654372397383,0.568651582236873,0.0594151546698394,0.0871941261101159,-0.31453808073073
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.164141885973715,0.110466145620313,0.770374776918501,0.384246425746014,0.109355666270077,0.0892337134385049,0.35926659685831
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.164891124589434,0.111112981796036,0.729327781082689,0.342166843251106,0.138951145151695,0.0908979713096047,0.893034047347649
"edge","Moving-edge source","multistart_eb","Multi-start EB","rbf","RBF",0.201208732018199,0.13533598895273,0.711481261154075,0.331233479464658,0.201042162403331,0.111398593942693,3.28167097097415
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.187037954328602,0.125496752746758,0.889946460440214,0.652437128156942,0.0791504312908983,0.0977708157196157,-0.227825634398234
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.193454506794447,0.128081267322781,0.78227245687091,0.407509739688459,0.108612061273052,0.102519939868136,0.775932887711035
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.196185703432524,0.130019649697048,0.751338488994646,0.36715585452415,0.146982079119572,0.105519552908612,1.54427336593819
"sine","Sine-cosine source","multistart_eb","Multi-start EB","rbf","RBF",0.052545117484104,0.0394474557704233,0.817370612730518,0.141434508777781,0.152038593099346,0.0280636789584587,-1.51797114222013
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0871242527493219,0.0672433836405727,0.997025580011898,0.583763655002323,0.139677647233789,0.0528154353190436,-0.83484586126383
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0677234291553464,0.0505077157411345,0.964901844140393,0.254550630422234,0.011524762046401,0.0354719952359898,-1.41710561042196
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0613659884749338,0.0452784282630073,0.92325996430696,0.199640048698894,0.0350695270672219,0.0317180435650731,-1.54087114188968
