"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.61,353.446097465071,NA,353.446097465071,NA,NA,NA
"spike","multistart_eb","matern05",0,5.39,353.032359580712,NA,353.032359580712,NA,NA,NA
"spike","multistart_eb","matern15",0,5.62,353.335949721382,NA,353.335949721382,NA,NA,NA
"spike","multistart_eb","matern25",0,6.03,353.381985527442,NA,353.381985527442,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.89,295.552201392817,NA,295.552201392817,NA,NA,NA
"mixture","multistart_eb","matern05",0,2.06,293.791966537181,NA,293.791966537181,NA,NA,NA
"mixture","multistart_eb","matern15",0,1.72,295.032193782941,NA,295.032193782941,NA,NA,NA
"mixture","multistart_eb","matern25",0,1.72,295.328130207302,NA,295.328130207302,NA,NA,NA
"dipole","multistart_eb","rbf",0,5.34,295.122009989227,NA,295.122009989227,NA,NA,NA
"dipole","multistart_eb","matern05",0,4.39,290.990528816112,NA,290.990528816112,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.61000000000001,293.092294407328,NA,293.092294407328,NA,NA,NA
"dipole","multistart_eb","matern25",0,4.03,293.729137031272,NA,293.729137031272,NA,NA,NA
"ring","multistart_eb","rbf",0,2.64,278.377910520497,NA,278.377910520497,NA,NA,NA
"ring","multistart_eb","matern05",0,3.81,278.065068189489,NA,278.065068189489,NA,NA,NA
"ring","multistart_eb","matern15",0,2.54,278.210837461872,NA,278.210837461872,NA,NA,NA
"ring","multistart_eb","matern25",0,2.25,278.234548969965,NA,278.234548969965,NA,NA,NA
"edge","multistart_eb","rbf",0,1.52,250.608526143311,NA,250.608526143311,NA,NA,NA
"edge","multistart_eb","matern05",0,2.36,255.666043234517,NA,255.666043234517,NA,NA,NA
"edge","multistart_eb","matern15",0,1.55,254.0690488615,NA,254.0690488615,NA,NA,NA
"edge","multistart_eb","matern25",0,1.55999999999999,253.098732543312,NA,253.098732543312,NA,NA,NA
"sine","multistart_eb","rbf",0,1.75,276.825622715432,NA,276.825622715432,NA,NA,NA
"sine","multistart_eb","matern05",0,3,265.704567657756,NA,265.704567657756,NA,NA,NA
"sine","multistart_eb","matern15",0,1.75,272.821321372767,NA,272.821321372767,NA,NA,NA
"sine","multistart_eb","matern25",0,1.61,274.692577600541,NA,274.692577600541,NA,NA,NA
