"source","source_label","RMSE","MAE","delta","tau","residual_norm","target_norm","discrepancy_ratio","discrepancy_status"
"spike","Hidden narrow spike",0.0482822160474563,0.0114315648899505,1.03290788462639e-06,1.05,0.000163824733883168,0.00016382473388318,1.04999999999992,"root located"
"mixture","Broad plus sharp source",0.0642750714065706,0.030590388427241,4.84367704551358e-06,1.05,0.00153838664133738,0.00153838664133935,1.04999999999866,"root located"
"dipole","Positive-negative dipole",0.0629607568099792,0.0305569284016529,7.1837077467302e-07,1.05,0.0004272631530393,0.000427263153032749,1.0500000000161,"root located"
"ring","Ring-shaped source",0.184596303102779,0.110639472866603,2.08374803640945e-06,1.05,0.00125394842545051,0.00125394842545056,1.04999999999996,"root located"
"edge","Moving-edge source",0.309815049858733,0.205921722818614,3.03120411399495e-06,1.05,0.0036150322847358,0.00361503228473583,1.04999999999999,"root located"
"sine","Sine-cosine source",0.191492548130538,0.107530850405712,1.75989796587101e-06,1.05,0.00208242582951893,0.00208242582951895,1.04999999999999,"root located"
