"eta","replication","source","seed","source_label","method","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD","RMSE_reference","delta_RMSE"
0.01,16,"spike",21761387,"Hidden narrow spike","RBF",0.0438979106820957,0.013566809967759,0.94824509220702,0.10629188679289,0.130697129684711,0.0139020839711871,-1.12625577709493,0.0454218297430411,-0.0015239190609454
0.01,16,"spike",21761387,"Hidden narrow spike","Matern 0.5",0.0454218297430411,0.0121038853002774,0.976204640095181,0.175329667301738,0.16045248364069,0.0162408717674847,-1.66337048301206,0.0454218297430411,0
0.01,16,"spike",21761387,"Hidden narrow spike","Matern 1.5",0.0442534271025245,0.0130955216215588,0.962522308149911,0.138143308238953,0.146617712671029,0.0149131566662691,-1.58917234788085,0.0454218297430411,-0.0011684026405166
0.01,16,"spike",21761387,"Hidden narrow spike","Matern 2.5",0.0440693269233828,0.0133067486434168,0.958358120166568,0.126624360428059,0.14111503569304,0.0145381930774558,-1.49336430429483,0.0454218297430411,-0.0013525028196583
0.01,17,"dipole",21861387,"Positive-negative dipole","RBF",0.0381406300784599,0.0254292412909708,0.964306960142772,0.23161737444162,0.11204008030934,0.0226306361941735,-1.51217209494342,0.0415134644710497,-0.0033728343925898
0.01,17,"dipole",21861387,"Positive-negative dipole","Matern 0.5",0.0415134644710497,0.0222139584053362,0.992861392028554,0.508958734353287,0.180501561570494,0.0351967552033213,-1.0720391923451,0.0415134644710497,0
0.01,17,"dipole",21861387,"Positive-negative dipole","Matern 1.5",0.0356868677000116,0.0219541654633313,0.98750743604997,0.339451770403794,0.16585254312909,0.0257945666017682,-1.43605772763382,0.0415134644710497,-0.0058265967710381
0.01,17,"dipole",21861387,"Positive-negative dipole","Matern 2.5",0.035923614030856,0.0228122431695581,0.979773944080904,0.295566506521295,0.152124107674004,0.0240315056937359,-1.52429885460358,0.0415134644710497,-0.0055898504401937
0.01,17,"edge",21861387,"Moving-edge source","RBF",0.21537262499468,0.148009263987472,0.721594289113623,0.364408575226183,0.203496058893516,0.120283351350368,2.54205375982267,0.187172920355775,0.028199704638905
0.01,17,"edge",21861387,"Moving-edge source","Matern 0.5",0.187172920355775,0.123524831352031,0.915526472337894,0.742676682690235,0.0819761302795955,0.0980682590371945,-0.258863891866662,0.187172920355775,0
0.01,17,"edge",21861387,"Moving-edge source","Matern 1.5",0.19507860769423,0.127966966530856,0.821534800713861,0.463274675221536,0.0822140838786437,0.102032903707495,0.307361905051157,0.187172920355775,0.00790568733845498
0.01,17,"edge",21861387,"Moving-edge source","Matern 2.5",0.200285386933322,0.132919730689349,0.79476502082094,0.41518278507363,0.120435380725758,0.106801813601495,0.852618011920126,0.187172920355775,0.013112466577547
0.01,17,"mixture",21861387,"Broad plus sharp source","RBF",0.0680896209950462,0.0317207488110106,0.879833432480666,0.127543401582605,0.0456287180249851,0.0249977730234845,1.5650530439857,0.0617784184266238,0.0063112025684224
0.01,17,"mixture",21861387,"Broad plus sharp source","Matern 0.5",0.0617784184266238,0.0318717681378094,0.989886972040452,0.327222990788598,0.154921549672814,0.0296334696132654,-1.24677676737816,0.0617784184266238,0
0.01,17,"mixture",21861387,"Broad plus sharp source","Matern 1.5",0.0645170525777696,0.0302582546480322,0.952409280190363,0.186166446523239,0.0808830309339679,0.0248035672473857,-0.838238419958899,0.0617784184266238,0.0027386341511458
0.01,17,"mixture",21861387,"Broad plus sharp source","Matern 2.5",0.0658005356854248,0.0304139154433739,0.924449732302201,0.158638696861339,0.0581956424747174,0.0244769171394926,-0.244615192914606,0.0617784184266238,0.00402211725880099
0.01,17,"ring",21861387,"Ring-shaped source","RBF",0.161120458181066,0.101885041572127,0.710291493158834,0.306228095316217,0.152930919095776,0.087878981073512,1.70035636987863,0.162115182778458,-0.000994724597391999
0.01,17,"ring",21861387,"Ring-shaped source","Matern 0.5",0.162115182778458,0.101129412553246,0.898274836406901,0.585721822258448,0.0688886823319453,0.0852416644449372,-0.340523897662093,0.162115182778458,0
0.01,17,"ring",21861387,"Ring-shaped source","Matern 1.5",0.160521966143702,0.101164903779381,0.806067816775729,0.406631538701813,0.0984098007138608,0.0849770779895467,0.147494353338086,0.162115182778458,-0.00159321663475598
0.01,17,"ring",21861387,"Ring-shaped source","Matern 2.5",0.160692762555369,0.101407439824156,0.767995240928019,0.365152322455715,0.115587076145152,0.0858292668310127,0.53013545775786,0.162115182778458,-0.001422420223089
0.01,17,"sine",21861387,"Sine-cosine source","RBF",0.0602024349626669,0.0451104579737402,0.818560380725758,0.143772621064029,0.181039187983343,0.0322940447863218,-1.3350178661752,0.0874529376162571,-0.0272505026535902
0.01,17,"sine",21861387,"Sine-cosine source","Matern 0.5",0.0874529376162571,0.0656383196518097,0.998810232004759,0.583719976438129,0.139157123735872,0.0524577237107523,-0.842640615357758,0.0874529376162571,0
0.01,17,"sine",21861387,"Sine-cosine source","Matern 1.5",0.067123390593159,0.0493852330543078,0.949434860202261,0.255101446373987,0.0302821980963712,0.0346846344404435,-1.4396045293542,0.0874529376162571,-0.0203295470230981
0.01,17,"sine",21861387,"Sine-cosine source","Matern 2.5",0.0626939080337018,0.0470010504649569,0.916121356335515,0.199305463883596,0.042951740035693,0.0326003399287627,-1.50555285271513,0.0874529376162571,-0.0247590295825553
0.01,17,"spike",21861387,"Hidden narrow spike","RBF",0.0447182206039438,0.0138837773976592,0.941106484235574,0.0955946737504973,0.124673929208804,0.0135737348061852,-0.7417647727256,0.0458921826298019,-0.0011739620258581
0.01,17,"spike",21861387,"Hidden narrow spike","Matern 0.5",0.0458921826298019,0.0124368125764289,0.9738251041047,0.163131277598715,0.158147308149911,0.0157681504801731,-1.63837801545778,0.0458921826298019,0
0.01,17,"spike",21861387,"Hidden narrow spike","Matern 1.5",0.044882626732999,0.0134937285837054,0.96133254015467,0.126359084041729,0.142676606186794,0.0145023841426645,-1.4731736533987,0.0458921826298019,-0.00100955589680291
0.01,17,"spike",21861387,"Hidden narrow spike","Matern 2.5",0.0447438264669858,0.0137193339015178,0.955383700178465,0.115407085862022,0.136430324211779,0.0141710882845808,-1.31934281454225,0.0458921826298019,-0.0011483561628161
0.01,18,"dipole",21961387,"Positive-negative dipole","RBF",0.037986499878824,0.0230876666114104,0.965496728138013,0.21020915805909,0.109288741820345,0.0211563870493177,-1.45621558497108,0.0422662329268222,-0.0042797330479982
0.01,18,"dipole",21961387,"Positive-negative dipole","Matern 0.5",0.0422662329268222,0.0213551551686662,0.990481856038073,0.491365846408924,0.178568188578227,0.0343116955918716,-1.1006017880449,0.0422662329268222,0
0.01,18,"dipole",21961387,"Positive-negative dipole","Matern 1.5",0.0357203774715716,0.020172349003495,0.983938132064248,0.321068380525686,0.168037254610351,0.0245876775648075,-1.4752042635502,0.0422662329268222,-0.0065458554552506
0.01,18,"dipole",21961387,"Positive-negative dipole","Matern 2.5",0.0358480819644335,0.0207746920963766,0.978584176085663,0.276334416299017,0.157031900654372,0.0226983211688638,-1.55963374657024,0.0422662329268222,-0.0064181509623887
0.01,18,"edge",21961387,"Moving-edge source","RBF",0.215584209090058,0.154935519288496,0.713860797144557,0.394200663970648,0.218219437834622,0.122670593942372,1.88102075485005,0.194933015717692,0.020651193372366
0.01,18,"edge",21961387,"Moving-edge source","Matern 0.5",0.194933015717692,0.136432624873583,0.92325996430696,0.784528366805251,0.0555037923854848,0.104792015523577,-0.220494908778551,0.194933015717692,0
0.01,18,"edge",21961387,"Moving-edge source","Matern 1.5",0.204058195525164,0.143793820140686,0.817370612730518,0.497301896142402,0.106753048780488,0.110816657711917,0.286210243838736,0.194933015717692,0.00912517980747199
0.01,18,"edge",21961387,"Moving-edge source","Matern 2.5",0.208043384503005,0.147205429497124,0.778703152885187,0.445803352560236,0.148841091612136,0.114804317483737,0.744981764717688,0.194933015717692,0.013110368785313
0.01,18,"mixture",21961387,"Broad plus sharp source","RBF",0.0674404268586382,0.0294378225744524,0.89708506841166,0.138960983218755,0.0705989738251041,0.0240102860401736,0.903911423124034,0.0601655942768286,0.0072748325818096
0.01,18,"mixture",21961387,"Broad plus sharp source","Matern 0.5",0.0601655942768286,0.0325638700108178,0.991671624033314,0.343962315987556,0.1632499256395,0.0300755727583983,-1.24363705699904,0.0601655942768286,0
0.01,18,"mixture",21961387,"Broad plus sharp source","Matern 1.5",0.0630280675540026,0.0294627746184347,0.951219512195122,0.199423289020424,0.111222114812612,0.0243275483391318,-0.992793760632622,0.0601655942768286,0.002862473277174
0.01,18,"mixture",21961387,"Broad plus sharp source","Matern 2.5",0.0645057424011008,0.0289396620540438,0.932183224271267,0.171414116155394,0.0992426383105294,0.0237114533958065,-0.545140336824629,0.0601655942768286,0.0043401481242722
0.01,18,"ring",21961387,"Ring-shaped source","RBF",0.162398712628997,0.109482749906968,0.694824509220702,0.292589653138721,0.182080234979179,0.0916740489633446,2.11448354966946,0.159819569313368,0.002579143315629
0.01,18,"ring",21961387,"Ring-shaped source","Matern 0.5",0.159819569313368,0.105137448175498,0.908387864366449,0.6014813186084,0.0630142028554432,0.0852782340228378,-0.369460427130286,0.159819569313368,0
0.01,18,"ring",21961387,"Ring-shaped source","Matern 1.5",0.159560503408367,0.106621781822715,0.785841760856633,0.40425966393026,0.10041753420583,0.0863671158101571,0.136258499454542,0.159819569313368,-0.000259065905000994
0.01,18,"ring",21961387,"Ring-shaped source","Matern 2.5",0.160382373906373,0.107438480250828,0.751933372992266,0.358155138751988,0.120435380725758,0.0879327032769438,0.586407937466095,0.159819569313368,0.000562804593005006
0.01,18,"sine",21961387,"Sine-cosine source","RBF",0.0603748181749395,0.0427815070370454,0.854848304580607,0.153843622912457,0.119914857227841,0.0307807862626389,-1.50295082345951,0.09103314520598,-0.0306583270310405
0.01,18,"sine",21961387,"Sine-cosine source","Matern 0.5",0.09103314520598,0.0682501431273945,0.994646044021416,0.542510778414097,0.117369497323022,0.0528697578580277,-0.867358760539225,0.09103314520598,0
0.01,18,"sine",21961387,"Sine-cosine source","Matern 1.5",0.0840320035370326,0.0623566725268364,0.872694824509221,0.249683639449115,0.0706138459250446,0.0449217927205708,-1.08512000531376,0.09103314520598,-0.0070011416689474
0.01,18,"sine",21961387,"Sine-cosine source","Matern 2.5",0.0775801837707531,0.0559421262678914,0.845330160618679,0.204271235461847,0.101176011302796,0.040579964524037,-1.17764364815236,0.09103314520598,-0.0134529614352269
0.01,18,"spike",21961387,"Hidden narrow spike","RBF",0.0446500681502678,0.0134343363894899,0.938726948245092,0.0918327624191384,0.126458581201666,0.0133120417998072,-0.593235901865063,0.0457826041240995,-0.0011325359738317
0.01,18,"spike",21961387,"Hidden narrow spike","Matern 0.5",0.0457826041240995,0.012276913547474,0.9738251041047,0.160014318649824,0.157180621653777,0.0155910596027904,-1.63488376205661,0.0457826041240995,0
0.01,18,"spike",21961387,"Hidden narrow spike","Matern 1.5",0.0447214738643923,0.0132237150179644,0.958953004164188,0.123611968030958,0.141263756692445,0.0143275158695262,-1.45006989519045,0.0457826041240995,-0.0010611302597072
0.01,18,"spike",21961387,"Hidden narrow spike","Matern 2.5",0.0445680898032033,0.0134023868690727,0.952409280190363,0.112933451270743,0.134868753718025,0.0140011665822989,-1.28536427210554,0.0457826041240995,-0.0012145143208962
0.01,19,"dipole",22061387,"Positive-negative dipole","RBF",0.0369897679752653,0.022903775286651,0.957168352171327,0.205584843341164,0.105421995835812,0.0209082667646838,-1.47268189107206,0.0409951694076541,-0.0040054014323888
0.01,19,"dipole",22061387,"Positive-negative dipole","Matern 0.5",0.0409951694076541,0.0208586410576146,0.992861392028554,0.495902339251569,0.179906677572873,0.0343320695552001,-1.09656347109212,0.0409951694076541,0
0.01,19,"dipole",22061387,"Positive-negative dipole","Matern 1.5",0.0347336647258465,0.0199875560081385,0.982153480071386,0.318728404253948,0.16684748661511,0.0243486541476997,-1.48925636695497,0.0409951694076541,-0.0062615046818076
0.01,19,"dipole",22061387,"Positive-negative dipole","Matern 2.5",0.0348870657741548,0.0205923303875094,0.981558596073766,0.272369715957446,0.154131841165973,0.0224129356027999,-1.58021862675128,0.0409951694076541,-0.00610810363349931
0.01,19,"edge",22061387,"Moving-edge source","RBF",0.201208732018199,0.13533598895273,0.711481261154075,0.331233479464658,0.201042162403331,0.111398593942693,3.28167097097415,0.187037954328602,0.014170777689597
0.01,19,"edge",22061387,"Moving-edge source","Matern 0.5",0.187037954328602,0.125496752746758,0.889946460440214,0.652437128156942,0.0791504312908983,0.0977708157196157,-0.227825634398234,0.187037954328602,0
0.01,19,"edge",22061387,"Moving-edge source","Matern 1.5",0.193454506794447,0.128081267322781,0.78227245687091,0.407509739688459,0.108612061273052,0.102519939868136,0.775932887711035,0.187037954328602,0.00641655246584499
0.01,19,"edge",22061387,"Moving-edge source","Matern 2.5",0.196185703432524,0.130019649697048,0.751338488994646,0.36715585452415,0.146982079119572,0.105519552908612,1.54427336593819,0.187037954328602,0.00914774910392199
0.01,19,"mixture",22061387,"Broad plus sharp source","RBF",0.0684212854527895,0.0320231291499484,0.891136228435455,0.126326788814987,0.036437760261749,0.0250943215279084,1.56270901303674,0.0606315109577327,0.0077897744950568
0.01,19,"mixture",22061387,"Broad plus sharp source","Matern 0.5",0.0606315109577327,0.0322658673826765,0.990481856038073,0.329273804148215,0.154624107674004,0.0296928813058896,-1.25450294594986,0.0606315109577327,0
0.01,19,"mixture",22061387,"Broad plus sharp source","Matern 1.5",0.0637286955636968,0.03042664619082,0.94824509220702,0.186999278734333,0.0900219363474122,0.0246639123202005,-0.883613551213715,0.0606315109577327,0.0030971846059641
0.01,19,"mixture",22061387,"Broad plus sharp source","Matern 2.5",0.0653322122912718,0.0305199710311567,0.926829268292683,0.158924826280478,0.073067742415229,0.0243182855700975,-0.307778580852302,0.0606315109577327,0.0047007013335391
0.01,19,"ring",22061387,"Ring-shaped source","RBF",0.166491135104626,0.112553007880562,0.681142177275431,0.283494962856086,0.196877974419988,0.094409066553468,2.56832514215822,0.16419368664986,0.00229744845476598
0.01,19,"ring",22061387,"Ring-shaped source","Matern 0.5",0.16419368664986,0.109211061075287,0.900654372397383,0.568651582236873,0.0594151546698394,0.0871941261101159,-0.31453808073073,0.16419368664986,0
0.01,19,"ring",22061387,"Ring-shaped source","Matern 1.5",0.164141885973715,0.110466145620313,0.770374776918501,0.384246425746014,0.109355666270077,0.0892337134385049,0.35926659685831,0.16419368664986,-5.18006761449918e-05
0.01,19,"ring",22061387,"Ring-shaped source","Matern 2.5",0.164891124589434,0.111112981796036,0.729327781082689,0.342166843251106,0.138951145151695,0.0908979713096047,0.893034047347649,0.16419368664986,0.000697437939573997
0.01,19,"sine",22061387,"Sine-cosine source","RBF",0.052545117484104,0.0394474557704233,0.817370612730518,0.141434508777781,0.152038593099346,0.0280636789584587,-1.51797114222013,0.0871242527493219,-0.0345791352652179
0.01,19,"sine",22061387,"Sine-cosine source","Matern 0.5",0.0871242527493219,0.0672433836405727,0.997025580011898,0.583763655002323,0.139677647233789,0.0528154353190436,-0.83484586126383,0.0871242527493219,0
0.01,19,"sine",22061387,"Sine-cosine source","Matern 1.5",0.0677234291553464,0.0505077157411345,0.964901844140393,0.254550630422234,0.011524762046401,0.0354719952359898,-1.41710561042196,0.0871242527493219,-0.0194008235939755
0.01,19,"sine",22061387,"Sine-cosine source","Matern 2.5",0.0613659884749338,0.0452784282630073,0.92325996430696,0.199640048698894,0.0350695270672219,0.0317180435650731,-1.54087114188968,0.0871242527493219,-0.0257582642743881
0.01,19,"spike",22061387,"Hidden narrow spike","RBF",0.044131097999327,0.012998542872104,0.938132064247472,0.0943371826311554,0.13181253718025,0.0132789843097781,-0.72987954516178,0.0455787115070899,-0.0014476135077629
0.01,19,"spike",22061387,"Hidden narrow spike","Matern 0.5",0.0455787115070899,0.0118630347084126,0.9738251041047,0.160142684297592,0.156808819155265,0.015515522354771,-1.64080719269718,0.0455787115070899,0
0.01,19,"spike",22061387,"Hidden narrow spike","Matern 1.5",0.0444439799801979,0.0126499462372427,0.958358120166568,0.123160166292872,0.142304803688281,0.014180831788275,-1.458057450178,0.0455787115070899,-0.001134731526892
0.01,19,"spike",22061387,"Hidden narrow spike","Matern 2.5",0.0442743504865959,0.0128125328781159,0.952409280190363,0.112281401198568,0.13762009220702,0.0138274918526581,-1.29065367073039,0.0455787115070899,-0.001304361020494
0.01,2,"dipole",20361387,"Positive-negative dipole","RBF",0.0377430315330305,0.0250813155371377,0.966091612135634,0.225783034783936,0.111222114812612,0.0221498773759743,-1.53208080813226,0.0406116762599452,-0.0028686447269147
0.01,2,"dipole",20361387,"Positive-negative dipole","Matern 0.5",0.0406116762599452,0.0218286373379443,0.994051160023795,0.519261789478615,0.181170806067817,0.0354944130533981,-1.05692852447787,0.0406116762599452,0
0.01,2,"dipole",20361387,"Positive-negative dipole","Matern 1.5",0.0348354753849467,0.0217540378254737,0.986317668054729,0.344130452090798,0.170537254610351,0.025693090933387,-1.43413244498572,0.0406116762599452,-0.0057762008749985
0.01,2,"dipole",20361387,"Positive-negative dipole","Matern 2.5",0.0352071685521981,0.0225243786154324,0.983343248066627,0.296982954173411,0.158519110648424,0.0237581469268166,-1.53415664248329,0.0406116762599452,-0.0054045077077471
0.01,2,"edge",20361387,"Moving-edge source","RBF",0.215025838869893,0.14271775756182,0.726353361094587,0.323970185363298,0.201488325401547,0.117904506292054,4.63151079722858,0.188171801368689,0.026854037501204
0.01,2,"edge",20361387,"Moving-edge source","Matern 0.5",0.188171801368689,0.119711632072661,0.886377156454491,0.644899583210044,0.0869582837596669,0.097059090194702,-0.197287620874497,0.188171801368689,0
0.01,2,"edge",20361387,"Moving-edge source","Matern 1.5",0.198619096250888,0.127421074869495,0.790005948839976,0.401952426340169,0.092252751338489,0.103373672914513,1.07387712990819,0.188171801368689,0.010447294882199
0.01,2,"edge",20361387,"Moving-edge source","Matern 2.5",0.203575445932122,0.131872305113597,0.763236168947055,0.361656468028759,0.133299747174301,0.107764234226088,2.08395052515387,0.188171801368689,0.015403644563433
0.01,2,"mixture",20361387,"Broad plus sharp source","RBF",0.0698276110412619,0.0328399777837532,0.875074360499703,0.139028740437639,0.0442753569303986,0.0259621817234309,1.11086883452749,0.0646814139294288,0.00514619711183309
0.01,2,"mixture",20361387,"Broad plus sharp source","Matern 0.5",0.0646814139294288,0.0375716846194543,0.989886972040452,0.339009014389513,0.151426606186794,0.0317044905134207,-1.209259689928,0.0646814139294288,0
0.01,2,"mixture",20361387,"Broad plus sharp source","Matern 1.5",0.0662955441732746,0.0343532432740186,0.957763236168947,0.198394955670882,0.0770162849494349,0.0265731281190445,-0.888222322775212,0.0646814139294288,0.0016141302438458
0.01,2,"mixture",20361387,"Broad plus sharp source","Matern 2.5",0.0673563090368719,0.0335510580771025,0.932183224271267,0.171256985906829,0.0505365110053539,0.0260134054014552,-0.418452973758569,0.0646814139294288,0.00267489510744309
0.01,2,"ring",20361387,"Ring-shaped source","RBF",0.156880658784269,0.103902353825978,0.713860797144557,0.303165022744454,0.151964232599643,0.0871316617658927,1.58380700101291,0.156479856087639,0.000400802696629982
0.01,2,"ring",20361387,"Ring-shaped source","Matern 0.5",0.156479856087639,0.103016542212535,0.915526472337894,0.626725827472899,0.0721605443188578,0.0841210244762025,-0.39955860458122,0.156479856087639,0
0.01,2,"ring",20361387,"Ring-shaped source","Matern 1.5",0.155192818415103,0.103225167492607,0.817965496728138,0.421216078626525,0.0881480517549078,0.0836358433203289,-0.0281719654850158,0.156479856087639,-0.00128703767253602
0.01,2,"ring",20361387,"Ring-shaped source","Matern 2.5",0.155590331450214,0.103363124925085,0.781082688875669,0.372702994510327,0.102068337299227,0.0845865409148977,0.331430551525986,0.156479856087639,-0.000889524637425004
0.01,2,"sine",20361387,"Sine-cosine source","RBF",0.0537755544841071,0.0429657190803792,0.686496133254015,0.132004921202473,0.251904744199881,0.0311115959366112,-1.15737598438983,0.0791526737249798,-0.0253771192408727
0.01,2,"sine",20361387,"Sine-cosine source","Matern 0.5",0.0791526737249798,0.062877712156753,0.997025580011898,0.559246371294691,0.142577706722189,0.0494513044628447,-0.88653005968063,0.0791526737249798,0
0.01,2,"sine",20361387,"Sine-cosine source","Matern 1.5",0.0617804464286586,0.0486231131587902,0.950624628197501,0.238100368018241,0.0233034651992862,0.0343706826184578,-1.41018316292405,0.0791526737249798,-0.0173722272963212
0.01,2,"sine",20361387,"Sine-cosine source","Matern 2.5",0.0578173255246038,0.0451798366369124,0.857822724568709,0.185411214537672,0.094781008328376,0.032330725886789,-1.42711892013168,0.0791526737249798,-0.021335348200376
0.01,2,"spike",20361387,"Hidden narrow spike","RBF",0.044309250545532,0.0141151342486071,0.944675788221297,0.0984742463831565,0.12222003271862,0.0137746197041642,-0.855878265751794,0.0456584211250412,-0.00134917057950919
0.01,2,"spike",20361387,"Hidden narrow spike","Matern 0.5",0.0456584211250412,0.0124841623194951,0.972635336109459,0.166026637975716,0.157775505651398,0.015886477774208,-1.64801495920778,0.0456584211250412,0
0.01,2,"spike",20361387,"Hidden narrow spike","Matern 1.5",0.0445937427443926,0.0135985100811929,0.96133254015467,0.128743366982535,0.143494571683522,0.0146214608591832,-1.50318970049585,0.0456584211250412,-0.0010646783806486
0.01,2,"spike",20361387,"Hidden narrow spike","Matern 2.5",0.0444384037667338,0.0138273420141568,0.955383700178465,0.117554258184106,0.136950847709697,0.0142910534836525,-1.36041359390107,0.0456584211250412,-0.00122001735830739
0.01,20,"dipole",22161387,"Positive-negative dipole","RBF",0.0387281687698245,0.0227717966532665,0.941106484235574,0.189855670703401,0.0957476948245092,0.0208378668401685,-1.2667123546032,0.0428271484639634,-0.00409897969413889
0.01,20,"dipole",22161387,"Positive-negative dipole","Matern 0.5",0.0428271484639634,0.0214946172721904,0.989292088042832,0.474246176414829,0.176932257584771,0.0335934076008112,-1.12879954813663,0.0428271484639634,0
0.01,20,"dipole",22161387,"Positive-negative dipole","Matern 1.5",0.0366632331402717,0.0201609585690483,0.980963712076145,0.297761741791826,0.158593471148126,0.023825017144365,-1.51172084272063,0.0428271484639634,-0.0061639153236917
0.01,20,"dipole",22161387,"Positive-negative dipole","Matern 2.5",0.0367777978174184,0.0206650850654305,0.977394408090422,0.252263261333782,0.142085440214158,0.022016147738041,-1.57328914407156,0.0428271484639634,-0.006049350646545
0.01,20,"edge",22161387,"Moving-edge source","RBF",0.211453718143335,0.150858524819055,0.726948245092207,0.368121916928282,0.21814507733492,0.119145730830632,2.32138281363138,0.188624883031873,0.022828835111462
0.01,20,"edge",22161387,"Moving-edge source","Matern 0.5",0.188624883031873,0.130006727905503,0.914931588340274,0.745890233877308,0.0776632212968471,0.0996425795334347,-0.251572851054951,0.188624883031873,0
0.01,20,"edge",22161387,"Moving-edge source","Matern 1.5",0.197029481982507,0.137741940806359,0.819750148720999,0.464584351971723,0.0945579268292683,0.105138949088296,0.347323604310204,0.188624883031873,0.008404598950634
0.01,20,"edge",22161387,"Moving-edge source","Matern 2.5",0.201293111589261,0.141550779701518,0.792385484830458,0.41612699708524,0.143040972635336,0.109413009112542,0.89226098163065,0.188624883031873,0.012668228557388
0.01,20,"mixture",22161387,"Broad plus sharp source","RBF",0.0667270922881274,0.0259914017493456,0.877453896490184,0.13409413336109,0.0763990928019036,0.0224629148412723,1.32254564925366,0.0625612197145818,0.0041658725735456
0.01,20,"mixture",22161387,"Broad plus sharp source","Matern 0.5",0.0625612197145818,0.0346135431225957,0.990481856038073,0.337092009343447,0.166001264128495,0.0300752499517794,-1.22751341336424,0.0625612197145818,0
0.01,20,"mixture",22161387,"Broad plus sharp source","Matern 1.5",0.0639714967883753,0.0288377756353684,0.954788816180845,0.193652244564241,0.111668277810827,0.0235541867089599,-0.892994874796517,0.0625612197145818,0.0014102770737935
0.01,20,"mixture",22161387,"Broad plus sharp source","Matern 2.5",0.0649268020382327,0.0271974775463652,0.933967876264128,0.165949167230843,0.0941861243307555,0.0226664963465761,-0.366845436414506,0.0625612197145818,0.0023655823236509
0.01,20,"ring",22161387,"Ring-shaped source","RBF",0.162816210766335,0.106027982563804,0.694824509220702,0.295560411666961,0.165572204045211,0.0905319257213527,2.02575642804757,0.160523944183234,0.002292266583101
0.01,20,"ring",22161387,"Ring-shaped source","Matern 0.5",0.160523944183234,0.10220136304492,0.906008328375967,0.600526999762983,0.0651706573468174,0.0852636340771622,-0.364677092647574,0.160523944183234,0
0.01,20,"ring",22161387,"Ring-shaped source","Matern 1.5",0.160100402389043,0.103106650949485,0.79476502082094,0.405054409515201,0.101458581201666,0.0858581544897277,0.138016741930673,0.160523944183234,-0.000423541794191018
0.01,20,"ring",22161387,"Ring-shaped source","Matern 2.5",0.160815781208418,0.103790916708331,0.758477096966092,0.35966543267078,0.117758402736466,0.0871789230589341,0.574406352037061,0.160523944183234,0.000291837025183983
0.01,20,"sine",22161387,"Sine-cosine source","RBF",0.0621977609698744,0.047257027314477,0.765615704937537,0.155922112902481,0.185054654967281,0.0345247685440646,-1.15284982292531,0.0946757174616862,-0.0324779564918118
0.01,20,"sine",22161387,"Sine-cosine source","Matern 0.5",0.0946757174616862,0.0741928679668024,0.994051160023795,0.569793705976531,0.116848973825104,0.0558481056585798,-0.810215124760827,0.0946757174616862,0
0.01,20,"sine",22161387,"Sine-cosine source","Matern 1.5",0.087516943584527,0.0675352555671193,0.882212968471148,0.274624616135618,0.0689779149315883,0.0480399736036203,-1.0250537754565,0.0946757174616862,-0.0071587738771592
0.01,20,"sine",22161387,"Sine-cosine source","Matern 2.5",0.0766846700567789,0.0580622383981489,0.85960737656157,0.224073183839341,0.0869731558596074,0.0415643814485681,-1.16685419376676,0.0946757174616862,-0.0179910474049073
0.01,20,"spike",22161387,"Hidden narrow spike","RBF",0.0445287395737888,0.0126396571760968,0.935157644259369,0.090234784782436,0.132556142177275,0.0131048140341504,-0.532387229023575,0.0455984748900133,-0.0010697353162245
0.01,20,"spike",22161387,"Hidden narrow spike","Matern 0.5",0.0455984748900133,0.0118179571518388,0.973230220107079,0.158982074300108,0.155767772159429,0.0155230346549423,-1.63758812454453,0.0455984748900133,0
0.01,20,"spike",22161387,"Hidden narrow spike","Matern 1.5",0.0444989302935592,0.0125081635734902,0.958358120166568,0.122907259061126,0.142453524687686,0.0142072726665205,-1.45300312075183,0.0455984748900133,-0.0010995445964541
0.01,20,"spike",22161387,"Hidden narrow spike","Matern 2.5",0.0443349839904563,0.0126308953808641,0.950624628197501,0.112400099325559,0.13762009220702,0.0138600401090746,-1.29006209460691,0.0455984748900133,-0.001263490899557
0.01,3,"dipole",20461387,"Positive-negative dipole","RBF",0.0390650434892463,0.0251881694324464,0.958358120166568,0.217521179296979,0.0970936198691255,0.022410912155879,-1.45767026661858,0.0424318530529874,-0.0033668095637411
0.01,3,"dipole",20461387,"Positive-negative dipole","Matern 0.5",0.0424318530529874,0.0229179978750443,0.992266508030934,0.498982139588421,0.179311793575253,0.0348613090825364,-1.08670320071897,0.0424318530529874,0
0.01,3,"dipole",20461387,"Positive-negative dipole","Matern 1.5",0.0367927939614116,0.0225438515979091,0.982748364069007,0.325434987103243,0.162060157644259,0.0254054581083002,-1.45798722397978,0.0424318530529874,-0.0056390590915758
0.01,3,"dipole",20461387,"Positive-negative dipole","Matern 2.5",0.0370279574540017,0.0231073598633606,0.979773944080904,0.280387981991569,0.145952186198691,0.0236578043870143,-1.53986374410761,0.0424318530529874,-0.0054038955989857
0.01,3,"edge",20461387,"Moving-edge source","RBF",0.190860021523043,0.136690942070225,0.701368233194527,0.318540941549956,0.227886302795955,0.109382918939228,3.09280363584489,0.186418912449598,0.004441109073445
0.01,3,"edge",20461387,"Moving-edge source","Matern 0.5",0.186418912449598,0.131121200211846,0.886377156454491,0.638902536376842,0.0547601873884592,0.100098849640609,-0.203815740127537,0.186418912449598,0
