"replication","eta","seed","source","source_label","method","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
2,0.001,20361387,"sine","Sine-cosine source","Matern 2.5",0.0421171768064099,0.032295514436486,0.502676977989292,0.0588198675103848,0.428064767995241,0.0262700397483012,3.384908210828
2,0.001,20361387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0470785653872731,0.00969843479225873,NA,NA,NA,NA,NA
2,0.001,20361387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0484043302487519,0.0191837095765958,NA,NA,NA,NA,NA
2,0.001,20361387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.0558594974690727,0.0252081809622961,NA,NA,NA,NA,NA
2,0.001,20361387,"ring","Ring-shaped source","Tikhonov discrepancy",0.172840047091859,0.101026932686783,NA,NA,NA,NA,NA
2,0.001,20361387,"edge","Moving-edge source","Tikhonov discrepancy",0.275733266732136,0.162468409352032,NA,NA,NA,NA,NA
2,0.001,20361387,"sine","Sine-cosine source","Tikhonov discrepancy",0.177346225913242,0.0877689829821669,NA,NA,NA,NA,NA
3,0.001,20461387,"spike","Hidden narrow spike","RBF",0.0440014511756665,0.0104634218033265,0.930993456276026,0.0885447500654328,0.13501003866746,0.0127616937848061,-0.477574839012716
3,0.001,20461387,"spike","Hidden narrow spike","Matern 0.5",0.045428075734552,0.0100406516215209,0.969660916121356,0.155681756731279,0.155172888161808,0.0152207096014454,-1.63509022763012
3,0.001,20461387,"spike","Hidden narrow spike","Matern 1.5",0.0442757138899453,0.0103418602447126,0.955978584176086,0.118045031372899,0.140594512195122,0.0137767825299754,-1.40571094958588
3,0.001,20461387,"spike","Hidden narrow spike","Matern 2.5",0.0441132581453909,0.0103759612349335,0.94824509220702,0.106932294138607,0.136274167162403,0.0133826484959565,-1.19777327344334
3,0.001,20461387,"mixture","Broad plus sharp source","RBF",0.0631036542669064,0.0229278004757338,0.892325996430696,0.104869520642661,0.086437760261749,0.0206412896497314,2.67925964876015
3,0.001,20461387,"mixture","Broad plus sharp source","Matern 0.5",0.0480327663639779,0.0184301984546426,0.984533016061868,0.284426481554757,0.164439693634741,0.023438052321594,-1.43763817414169
3,0.001,20461387,"mixture","Broad plus sharp source","Matern 1.5",0.055761970721972,0.0187079081544903,0.939321832242713,0.154095420011173,0.124971371207615,0.0194325480595426,-0.838095027287048
3,0.001,20461387,"mixture","Broad plus sharp source","Matern 2.5",0.058729025529191,0.0199197215412067,0.926829268292683,0.130564600928461,0.10913258477097,0.0195515658920322,0.0271645513469695
3,0.001,20461387,"dipole","Positive-negative dipole","RBF",0.0346741807633372,0.0168151732760832,0.960737656157049,0.192974913138438,0.122376189767995,0.0188188891410766,-1.45753843325131
3,0.001,20461387,"dipole","Positive-negative dipole","Matern 0.5",0.040393935303961,0.0163591696327732,0.990481856038073,0.476733465917042,0.177229699583581,0.0331110750719529,-1.1327693882658
3,0.001,20461387,"dipole","Positive-negative dipole","Matern 1.5",0.0328491899001124,0.0138590919307487,0.980963712076145,0.302644620956865,0.168037254610351,0.0227578046000652,-1.53771298819331
3,0.001,20461387,"dipole","Positive-negative dipole","Matern 2.5",0.0327614537588974,0.0143103680395855,0.979773944080904,0.257723180655485,0.156065214158239,0.0206668281187087,-1.62647406577343
3,0.001,20461387,"ring","Ring-shaped source","RBF",0.161240697422427,0.102825179586748,0.695419393218322,0.283392868560306,0.167728658536585,0.0888546107636368,2.3334364940779
3,0.001,20461387,"ring","Ring-shaped source","Matern 0.5",0.159253199514651,0.0969006751061785,0.894110648423557,0.566979311530522,0.0635347263533611,0.0836499943277437,-0.354745588202278
3,0.001,20461387,"ring","Ring-shaped source","Matern 1.5",0.158771930230641,0.0989690708378923,0.779298036882808,0.384839931362606,0.114248587150506,0.0843606434971601,0.246373816720717
3,0.001,20461387,"ring","Ring-shaped source","Matern 2.5",0.159538070174263,0.100153361436215,0.743010113027959,0.34278893591482,0.136631097560976,0.0857140163563238,0.740694417778829
3,0.001,20461387,"edge","Moving-edge source","RBF",0.185062439029264,0.122429651395056,0.726353361094587,0.263498188672761,0.211229550862582,0.100878014706295,4.58689185510286
3,0.001,20461387,"edge","Moving-edge source","Matern 0.5",0.166622718005064,0.0991067806337946,0.894110648423557,0.568661073347125,0.0975174747174301,0.0829594826706169,-0.365446763368773
3,0.001,20461387,"edge","Moving-edge source","Matern 1.5",0.17502495156761,0.108747683032071,0.80725758477097,0.333597531856545,0.0953015318262939,0.0884229005497795,0.931704310043165
3,0.001,20461387,"edge","Moving-edge source","Matern 2.5",0.178499551398109,0.113170017408803,0.788221296847115,0.295171430471085,0.137315214158239,0.0924444677431098,2.02403728965481
3,0.001,20461387,"sine","Sine-cosine source","RBF",0.044728933966087,0.032991392012299,0.25639500297442,0.0308583861248804,0.599391359309935,0.0294942878279331,19.7222464501625
3,0.001,20461387,"sine","Sine-cosine source","Matern 0.5",0.0576312298296969,0.0422366797829223,1,0.449155060075945,0.161837076145152,0.036427426545916,-1.16033223475175
3,0.001,20461387,"sine","Sine-cosine source","Matern 1.5",0.0455041627400592,0.0353632593124067,0.798334324806663,0.107596150338214,0.188475237953599,0.0258524128372603,-0.946427528814427
3,0.001,20461387,"sine","Sine-cosine source","Matern 2.5",0.0443825671746511,0.0340671268599479,0.468173706127305,0.0605696698672783,0.454314024390244,0.0275820053212663,3.10172176501796
3,0.001,20461387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0471106764547929,0.00964825237548229,NA,NA,NA,NA,NA
3,0.001,20461387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0480669851042542,0.0188083595787956,NA,NA,NA,NA,NA
3,0.001,20461387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.0560017996673179,0.0253435491184596,NA,NA,NA,NA,NA
3,0.001,20461387,"ring","Ring-shaped source","Tikhonov discrepancy",0.17259974995676,0.100465113181511,NA,NA,NA,NA,NA
3,0.001,20461387,"edge","Moving-edge source","Tikhonov discrepancy",0.276178975341742,0.164633958077927,NA,NA,NA,NA,NA
3,0.001,20461387,"sine","Sine-cosine source","Tikhonov discrepancy",0.177562776848176,0.0882921891729453,NA,NA,NA,NA,NA
4,0.001,20561387,"spike","Hidden narrow spike","RBF",0.0440326771499646,0.0103958000861696,0.930398572278406,0.0873195548329567,0.134117712671029,0.0127220774930431,-0.406900069557522
4,0.001,20561387,"spike","Hidden narrow spike","Matern 0.5",0.045437110083852,0.0100064361157207,0.969660916121356,0.155261821639329,0.155544690660321,0.0151995285686809,-1.63376411978154
4,0.001,20561387,"spike","Hidden narrow spike","Matern 1.5",0.0442880636246273,0.0103014370120439,0.955978584176086,0.117362715865805,0.140520151695419,0.0137465521031353,-1.39581940177684
4,0.001,20561387,"spike","Hidden narrow spike","Matern 2.5",0.0441284063718887,0.0103301091961077,0.947650208209399,0.106114893836427,0.136571609161214,0.0133492593570598,-1.17856633730859
4,0.001,20561387,"mixture","Broad plus sharp source","RBF",0.0632793546972982,0.0230318429698153,0.896490184414039,0.106638198118682,0.0868095627602617,0.0207908361391982,2.48756644200771
4,0.001,20561387,"mixture","Broad plus sharp source","Matern 0.5",0.0484567308911692,0.0182439365059123,0.984533016061868,0.286597325615592,0.163844809637121,0.0236139807060818,-1.43409088574284
4,0.001,20561387,"mixture","Broad plus sharp source","Matern 1.5",0.05600330075358,0.0189897768221206,0.941106484235574,0.156592813571488,0.124227766210589,0.0197252274123117,-0.878301372899045
4,0.001,20561387,"mixture","Broad plus sharp source","Matern 2.5",0.0589487682840413,0.0201232194411973,0.926829268292683,0.132795317068472,0.109206945270672,0.0198149124235279,-0.057668832674809
4,0.001,20561387,"dipole","Positive-negative dipole","RBF",0.0348266562276554,0.0167715280572228,0.960142772159429,0.191136282439967,0.122004387269482,0.0187712662101734,-1.43828133962652
4,0.001,20561387,"dipole","Positive-negative dipole","Matern 0.5",0.0405642771270602,0.0165950217780652,0.990481856038073,0.474539093456051,0.177006618084474,0.0330330689107849,-1.13622533593989
4,0.001,20561387,"dipole","Positive-negative dipole","Matern 1.5",0.0330403740028616,0.0139478256435993,0.980963712076145,0.300318537181143,0.167665452111838,0.0226843259072712,-1.54122197529084
4,0.001,20561387,"dipole","Positive-negative dipole","Matern 2.5",0.032945323462525,0.0143399836065627,0.979773944080904,0.255474861503463,0.155024167162403,0.0206005084016827,-1.62749147064436
4,0.001,20561387,"ring","Ring-shaped source","RBF",0.161388736941036,0.102564029478641,0.694229625223082,0.282990080536603,0.168249182034503,0.088949323927276,2.35380226436358
4,0.001,20561387,"ring","Ring-shaped source","Matern 0.5",0.159448054392559,0.0971965685187373,0.893515764425937,0.56528481051226,0.0633116448542534,0.0837443027047055,-0.35173913808985
4,0.001,20561387,"ring","Ring-shaped source","Matern 1.5",0.158966285493793,0.0988647658443664,0.777513384889946,0.383847791049444,0.114174226650803,0.0844867959795246,0.257843160428262
4,0.001,20561387,"ring","Ring-shaped source","Matern 2.5",0.15972223843274,0.0999807626996173,0.741225461035098,0.342022009433891,0.136631097560976,0.0858366741373734,0.755848629439251
4,0.001,20561387,"edge","Moving-edge source","RBF",0.190567851638985,0.126764979881699,0.708506841165973,0.266028942190313,0.22223490481856,0.104510919769615,4.81313881306724
4,0.001,20561387,"edge","Moving-edge source","Matern 0.5",0.169145443244243,0.100215937195493,0.895300416418798,0.575514915687406,0.0937994497323022,0.0841768331375548,-0.352452833539422
4,0.001,20561387,"edge","Moving-edge source","Matern 1.5",0.178956745320121,0.111451655057505,0.804878048780488,0.338315876974802,0.0938143218322427,0.0905616001863169,0.960776675107712
4,0.001,20561387,"edge","Moving-edge source","Matern 2.5",0.18300309886619,0.116530105185565,0.778703152885187,0.299229472092569,0.139174226650803,0.0950869475378065,2.08242552623203
4,0.001,20561387,"sine","Sine-cosine source","RBF",0.044512074464696,0.0324290273300464,0.262938726948245,0.0293688187104992,0.591806588340274,0.0291883192115222,23.3616593193815
4,0.001,20561387,"sine","Sine-cosine source","Matern 0.5",0.0575923885112867,0.0422020401760951,1,0.448581426534465,0.162060157644259,0.0364241540884534,-1.16055093825121
4,0.001,20561387,"sine","Sine-cosine source","Matern 1.5",0.0446350809372804,0.034741671008919,0.791195716835217,0.106741746777803,0.18646750446163,0.0255158796716306,-0.901360319891074
4,0.001,20561387,"sine","Sine-cosine source","Matern 2.5",0.043472719643363,0.0330570991226555,0.440214158239143,0.0563031234974034,0.467921995835812,0.0273214124680141,5.83881384913653
4,0.001,20561387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0471199899765099,0.00963174826378414,NA,NA,NA,NA,NA
4,0.001,20561387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0473906924589425,0.0185314084663458,NA,NA,NA,NA,NA
4,0.001,20561387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.0561330216752673,0.025539635173586,NA,NA,NA,NA,NA
4,0.001,20561387,"ring","Ring-shaped source","Tikhonov discrepancy",0.172663632612967,0.100755603498418,NA,NA,NA,NA,NA
4,0.001,20561387,"edge","Moving-edge source","Tikhonov discrepancy",0.276006678492729,0.164086783109802,NA,NA,NA,NA,NA
4,0.001,20561387,"sine","Sine-cosine source","Tikhonov discrepancy",0.177828573612264,0.0884050694719854,NA,NA,NA,NA,NA
5,0.001,20661387,"spike","Hidden narrow spike","RBF",0.04403431278852,0.0105305493826667,0.930398572278406,0.0865072383274808,0.133225386674598,0.0127364034600269,-0.354436835472676
5,0.001,20661387,"spike","Hidden narrow spike","Matern 0.5",0.045408812970759,0.0101003873479097,0.969660916121356,0.15527901838772,0.154949806662701,0.0152181756962065,-1.63437561484114
5,0.001,20661387,"spike","Hidden narrow spike","Matern 1.5",0.0442736019691538,0.0104439844497584,0.955978584176086,0.116834250717251,0.140520151695419,0.0137580332633956,-1.3878067132894
5,0.001,20661387,"spike","Hidden narrow spike","Matern 2.5",0.0441195260103593,0.0104813340807229,0.947055324211779,0.105463500130722,0.135158759666865,0.0133608665590383,-1.16187105923425
5,0.001,20661387,"mixture","Broad plus sharp source","RBF",0.0631032377750085,0.0238246078536252,0.892920880428317,0.103942740761201,0.0801914782867341,0.0210208710553739,2.74596367220134
5,0.001,20661387,"mixture","Broad plus sharp source","Matern 0.5",0.0481814464052883,0.0186520961140323,0.985127900059488,0.281060280263242,0.163175565139798,0.0233081737449245,-1.44098220690547
5,0.001,20661387,"mixture","Broad plus sharp source","Matern 1.5",0.0557074983811635,0.0196809109467445,0.938726948245092,0.152524112088222,0.123707242712671,0.0195810442861456,-0.818194151194529
5,0.001,20661387,"mixture","Broad plus sharp source","Matern 2.5",0.058658767123652,0.0208696327832756,0.92325996430696,0.129256945768224,0.106381246281975,0.0197736356066461,0.0631038706738209
5,0.001,20661387,"dipole","Positive-negative dipole","RBF",0.0347292016276276,0.0168058091982229,0.960142772159429,0.192055407079228,0.122301829268293,0.0187936910851729,-1.44911854529037
5,0.001,20661387,"dipole","Positive-negative dipole","Matern 0.5",0.0404396244759162,0.0164044824459931,0.990481856038073,0.476114293575555,0.177155339083879,0.0330872938138704,-1.13374618940871
5,0.001,20661387,"dipole","Positive-negative dipole","Matern 1.5",0.0328970096821665,0.0138476484613642,0.980963712076145,0.30204164879416,0.167814173111243,0.0227357331485172,-1.53862376467185
5,0.001,20661387,"dipole","Positive-negative dipole","Matern 2.5",0.0328107762481979,0.0142842729014046,0.979773944080904,0.257047941950119,0.155321609161214,0.0206424707587939,-1.62688058857452
5,0.001,20661387,"ring","Ring-shaped source","RBF",0.161229958161668,0.103016175051462,0.693039857227841,0.281418426163889,0.169364589530042,0.0890422848961374,2.39621910149352
5,0.001,20661387,"ring","Ring-shaped source","Matern 0.5",0.15911569789298,0.097310881891363,0.894110648423557,0.565925428761034,0.0629398423557406,0.0836385771487491,-0.355495598558139
5,0.001,20661387,"ring","Ring-shaped source","Matern 1.5",0.158704074359873,0.0992153518100749,0.774538964901844,0.383038334704254,0.114992192147531,0.0844559751867578,0.257140804914644
5,0.001,20661387,"ring","Ring-shaped source","Matern 2.5",0.159495404302609,0.100378916521456,0.737656157049375,0.340866887619705,0.136928539559786,0.0858489042594311,0.762827300844522
5,0.001,20661387,"edge","Moving-edge source","RBF",0.191199538429701,0.126584234631729,0.731707317073171,0.280012495177512,0.202231930398572,0.104095983791554,4.09183066885282
5,0.001,20661387,"edge","Moving-edge source","Matern 0.5",0.169089044579499,0.0991790057948676,0.901249256395003,0.591865152582622,0.0933532867340868,0.0843342318291657,-0.36205253792038
5,0.001,20661387,"edge","Moving-edge source","Matern 1.5",0.179241919599127,0.110429527003452,0.812016656751933,0.352002664057146,0.0925501933372992,0.0903913089651861,0.794838813682278
5,0.001,20661387,"edge","Moving-edge source","Matern 2.5",0.183400433866599,0.115743650899184,0.786436644854253,0.312735952989977,0.129879164187983,0.0947962382287391,1.77438806334352
5,0.001,20661387,"sine","Sine-cosine source","RBF",0.0450219530274032,0.0317131223874954,0.270077334919691,0.0272550279768292,0.581173036882808,0.0286668668638342,25.2521005788251
5,0.001,20661387,"sine","Sine-cosine source","Matern 0.5",0.0560098592615769,0.0404262944126716,1,0.451875024987348,0.164588414634146,0.0360290368584639,-1.16062601850727
5,0.001,20661387,"sine","Sine-cosine source","Matern 1.5",0.0425533225800285,0.0324879115662972,0.809637120761452,0.110497598437287,0.132853584176086,0.0238427078354279,-1.14129749593145
5,0.001,20661387,"sine","Sine-cosine source","Matern 2.5",0.0426391747367523,0.0312024324403266,0.498512790005949,0.0579738921559637,0.405533536585366,0.0256568678007504,4.56226620501977
5,0.001,20661387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0471005223858096,0.00968477448063949,NA,NA,NA,NA,NA
5,0.001,20661387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0481509680063226,0.0190108337381962,NA,NA,NA,NA,NA
5,0.001,20661387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.0560473053147219,0.0254099103861799,NA,NA,NA,NA,NA
5,0.001,20661387,"ring","Ring-shaped source","Tikhonov discrepancy",0.172671523063123,0.100976564123362,NA,NA,NA,NA,NA
5,0.001,20661387,"edge","Moving-edge source","Tikhonov discrepancy",0.275542451830362,0.162111831784408,NA,NA,NA,NA,NA
5,0.001,20661387,"sine","Sine-cosine source","Tikhonov discrepancy",0.177395024204231,0.0876916996516378,NA,NA,NA,NA,NA
6,0.001,20761387,"spike","Hidden narrow spike","RBF",0.0439967726799355,0.0104482452519173,0.932183224271267,0.089032270928859,0.134935678167757,0.0127768120619736,-0.504697748605189
6,0.001,20761387,"spike","Hidden narrow spike","Matern 0.5",0.0454264197179428,0.0100383743357217,0.969660916121356,0.156276415361119,0.155321609161214,0.0152447715710857,-1.63675294808534
6,0.001,20761387,"spike","Hidden narrow spike","Matern 1.5",0.0442725305979849,0.0103500853740273,0.957168352171327,0.118669987379352,0.140891954193932,0.0137990331742491,-1.41459570314025
6,0.001,20761387,"spike","Hidden narrow spike","Matern 2.5",0.0441085979786863,0.0103824959303075,0.94824509220702,0.107542559412241,0.136497248661511,0.013403569691897,-1.2118812166208
6,0.001,20761387,"mixture","Broad plus sharp source","RBF",0.0630895226164014,0.0237056574236621,0.898274836406901,0.105028600712861,0.083909503271862,0.0209554648994177,2.58063045126319
6,0.001,20761387,"mixture","Broad plus sharp source","Matern 0.5",0.0481313497883076,0.0185581917735738,0.984533016061868,0.282274844606091,0.163175565139798,0.0233969377235802,-1.43993826061898
6,0.001,20761387,"mixture","Broad plus sharp source","Matern 1.5",0.0556883588955261,0.019895818760523,0.941106484235574,0.153468399141703,0.122145672218917,0.0196971963738652,-0.844504399487983
6,0.001,20761387,"mixture","Broad plus sharp source","Matern 2.5",0.0586566802322176,0.0210888099103771,0.929803688280785,0.130201647540464,0.106306885782272,0.0198649042443313,0.00538626376055533
6,0.001,20761387,"dipole","Positive-negative dipole","RBF",0.0347698675989235,0.0166680620794299,0.96192742415229,0.191990229139714,0.122004387269482,0.0187905421893747,-1.44559079207473
6,0.001,20761387,"dipole","Positive-negative dipole","Matern 0.5",0.0405416314772611,0.0164294917980442,0.990481856038073,0.474950151204773,0.177006618084474,0.0330486207780898,-1.13553931436652
6,0.001,20761387,"dipole","Positive-negative dipole","Matern 1.5",0.0329932020938792,0.0139001234925788,0.980963712076145,0.300990109560145,0.167665452111838,0.0227059368464579,-1.54004510093488
6,0.001,20761387,"dipole","Positive-negative dipole","Matern 2.5",0.0328935760443977,0.0143155624203054,0.979773944080904,0.256215510505375,0.155767772159429,0.0206223150062783,-1.62683265778061
6,0.001,20761387,"ring","Ring-shaped source","RBF",0.160304301546238,0.101707981941097,0.696609161213563,0.281453616560054,0.166836332540155,0.0882518772892979,2.34568886674148
6,0.001,20761387,"ring","Ring-shaped source","Matern 0.5",0.158551226268835,0.0963302466324072,0.894110648423557,0.567291908500381,0.0639808893515764,0.0833086561220533,-0.361495864368004
6,0.001,20761387,"ring","Ring-shaped source","Matern 1.5",0.157949849383919,0.0981144732567398,0.779298036882808,0.383858643914508,0.113356261154075,0.0838861150955193,0.234711680277688
6,0.001,20761387,"ring","Ring-shaped source","Matern 2.5",0.158683886079992,0.0992229093216619,0.746579417013682,0.341427131101263,0.13529260856633,0.0852021531290303,0.731407022842722
6,0.001,20761387,"edge","Moving-edge source","RBF",0.18944660913345,0.124803296531394,0.727543129089827,0.273050971975849,0.204611466389054,0.102884424037578,4.32452413954003
6,0.001,20761387,"edge","Moving-edge source","Matern 0.5",0.168626577037501,0.0994398171721021,0.898869720404521,0.581794713554366,0.0939481707317073,0.083944416851286,-0.360891527421727
6,0.001,20761387,"edge","Moving-edge source","Matern 1.5",0.178140297920472,0.109772952274912,0.808447352766211,0.344065101055273,0.0912860648423557,0.0897176092518168,0.860096403949671
6,0.001,20761387,"edge","Moving-edge source","Matern 2.5",0.182038700703098,0.114709342431686,0.784651992861392,0.305298265973606,0.13181253718025,0.0939280190116421,1.88744353434441
6,0.001,20761387,"sine","Sine-cosine source","RBF",0.0433772719417393,0.0313492358089165,0.208209399167162,0.0208958116298328,0.636943411659726,0.0289055777593022,51.2478915646746
6,0.001,20761387,"sine","Sine-cosine source","Matern 0.5",0.0554006950962885,0.0406161700351411,1,0.45112950331688,0.166670508625818,0.035838860163412,-1.16390797267575
6,0.001,20761387,"sine","Sine-cosine source","Matern 1.5",0.0416102882769477,0.032620653722636,0.803093396787626,0.107258507666417,0.161110574063058,0.0238106888321717,-1.10126648930834
6,0.001,20761387,"sine","Sine-cosine source","Matern 2.5",0.0407041895775166,0.0310219108717749,0.425342058298632,0.0521254875040999,0.472457986317668,0.0258088493900742,6.29943221332034
6,0.001,20761387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0471005286327226,0.00966728488856461,NA,NA,NA,NA,NA
6,0.001,20761387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0480720454501226,0.0189988204016143,NA,NA,NA,NA,NA
6,0.001,20761387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.0561302569132793,0.0254022271730108,NA,NA,NA,NA,NA
6,0.001,20761387,"ring","Ring-shaped source","Tikhonov discrepancy",0.172850468823504,0.100844374411557,NA,NA,NA,NA,NA
6,0.001,20761387,"edge","Moving-edge source","Tikhonov discrepancy",0.276003479409862,0.163345881470619,NA,NA,NA,NA,NA
6,0.001,20761387,"sine","Sine-cosine source","Tikhonov discrepancy",0.177204398720176,0.0876895801801307,NA,NA,NA,NA,NA
7,0.001,20861387,"spike","Hidden narrow spike","RBF",0.0440119409366971,0.0105128410246307,0.932778108268888,0.0891758908369515,0.134861317668055,0.0127932218874161,-0.511011154042812
7,0.001,20861387,"spike","Hidden narrow spike","Matern 0.5",0.0454248662568924,0.0100627089589804,0.969660916121356,0.156564852522396,0.155395969660916,0.0152657991209802,-1.63753121843222
7,0.001,20861387,"spike","Hidden narrow spike","Matern 1.5",0.0442812921310522,0.0103923914595392,0.957168352171327,0.118831486660008,0.14081759369423,0.0138156366139299,-1.41638097888281
7,0.001,20861387,"spike","Hidden narrow spike","Matern 2.5",0.0441203919729258,0.010430330098861,0.94883997620464,0.107680686716193,0.136794690660321,0.0134192988186495,-1.21427293233453
7,0.001,20861387,"mixture","Broad plus sharp source","RBF",0.0634461189958516,0.024057277688914,0.887566924449732,0.103095911956454,0.083240258774539,0.0210456174591605,2.89369739458745
7,0.001,20861387,"mixture","Broad plus sharp source","Matern 0.5",0.0483041965505504,0.0186627881557522,0.984533016061868,0.280770135688338,0.163398646638905,0.0233788667256525,-1.43982130517796
7,0.001,20861387,"mixture","Broad plus sharp source","Matern 1.5",0.0558880659074446,0.019674500336745,0.941106484235574,0.152569895441912,0.121030264723379,0.0196607516801403,-0.818833431656898
7,0.001,20861387,"mixture","Broad plus sharp source","Matern 2.5",0.0589575965172871,0.0209368048445614,0.925639500297442,0.128964853388522,0.104001710291493,0.0198395419318103,0.0834343238912009
7,0.001,20861387,"dipole","Positive-negative dipole","RBF",0.0348002842633834,0.0166615564135036,0.960142772159429,0.19241459304074,0.12222746876859,0.0188190184004206,-1.44848517896822
7,0.001,20861387,"dipole","Positive-negative dipole","Matern 0.5",0.0405572785848397,0.0164278363859606,0.990481856038073,0.475099496289256,0.177006618084474,0.0330602696871542,-1.1352230114684
7,0.001,20861387,"dipole","Positive-negative dipole","Matern 1.5",0.0330035821345297,0.0138103515477056,0.980963712076145,0.30136058469902,0.167591091612136,0.0227285824535877,-1.53916459080136
7,0.001,20861387,"dipole","Positive-negative dipole","Matern 2.5",0.0329059321902879,0.0142296187311124,0.979773944080904,0.256609566559289,0.155842132659131,0.0206467577212333,-1.62612698515408
7,0.001,20861387,"ring","Ring-shaped source","RBF",0.142978052914582,0.0821814573565495,0.852468768590125,0.467357034902286,0.0853669690660321,0.0753309396202165,-0.306829479060779
7,0.001,20861387,"ring","Ring-shaped source","Matern 0.5",0.159069227455773,0.0970437911942884,0.893515764425937,0.565765771507289,0.0635347263533611,0.0835746562878498,-0.355687456878214
7,0.001,20861387,"ring","Ring-shaped source","Matern 1.5",0.158562778815815,0.0988644280620091,0.776918500892326,0.383299764510107,0.114694750148721,0.0842966984513874,0.252563326196637
7,0.001,20861387,"ring","Ring-shaped source","Matern 2.5",0.15931943185508,0.0999907439448419,0.744794765020821,0.341184440900808,0.136408016061868,0.0856526147302229,0.754066283220683
7,0.001,20861387,"edge","Moving-edge source","RBF",0.189184263621093,0.124197747060602,0.725163593099346,0.273242689212869,0.205578152885187,0.102585535224521,4.20575639114582
7,0.001,20861387,"edge","Moving-edge source","Matern 0.5",0.168751710580167,0.0994636022453111,0.901249256395003,0.584841996546417,0.0932045657346817,0.0837914132577933,-0.366609814999049
7,0.001,20861387,"edge","Moving-edge source","Matern 1.5",0.178005265995074,0.109155321639889,0.813801308744795,0.345149520376453,0.0924014723378941,0.0893201892071804,0.809962978708108
7,0.001,20861387,"edge","Moving-edge source","Matern 2.5",0.181844108840806,0.113935991443717,0.791195716835217,0.305828576032236,0.130250966686496,0.0935130806216106,1.81307631755342
7,0.001,20861387,"sine","Sine-cosine source","RBF",0.0433497353130229,0.0315357573670627,0.261748958953004,0.0302870497639044,0.593963042831648,0.0281717971984229,19.730858659891
7,0.001,20861387,"sine","Sine-cosine source","Matern 0.5",0.056467384794089,0.0412653062367742,1,0.450706126300721,0.165406380130874,0.0361172235477133,-1.16150474944359
7,0.001,20861387,"sine","Sine-cosine source","Matern 1.5",0.0433706199196974,0.033810267430765,0.804878048780488,0.108898834325817,0.164308075550268,0.0246328735257127,-1.05687646071862
7,0.001,20861387,"sine","Sine-cosine source","Matern 2.5",0.0419679668350146,0.0320790354726267,0.498512790005949,0.0609777270334199,0.422933893515764,0.0258896239234313,2.64839427480756
7,0.001,20861387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.047085039079585,0.00966726824906167,NA,NA,NA,NA,NA
7,0.001,20861387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0482998444242261,0.0190852358723533,NA,NA,NA,NA,NA
7,0.001,20861387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.0561355844547638,0.0254320047523889,NA,NA,NA,NA,NA
7,0.001,20861387,"ring","Ring-shaped source","Tikhonov discrepancy",0.17274866780387,0.10086667284339,NA,NA,NA,NA,NA
7,0.001,20861387,"edge","Moving-edge source","Tikhonov discrepancy",0.276095490441037,0.163404955519801,NA,NA,NA,NA,NA
7,0.001,20861387,"sine","Sine-cosine source","Tikhonov discrepancy",0.177338676651107,0.0880215193661248,NA,NA,NA,NA,NA
8,0.001,20961387,"spike","Hidden narrow spike","RBF",0.0440162929449671,0.0104045101743608,0.932183224271267,0.0885379944747758,0.134266433670434,0.0127700734194568,-0.476354079616908
8,0.001,20961387,"spike","Hidden narrow spike","Matern 0.5",0.0454257623910842,0.0100045844117894,0.969660916121356,0.156234636711997,0.155247248661511,0.0152485151375138,-1.63667561272881
8,0.001,20961387,"spike","Hidden narrow spike","Matern 1.5",0.0442806654151365,0.0103062139370375,0.956573468173706,0.118408285827788,0.140520151695419,0.0137961884899708,-1.41072003324442
8,0.001,20961387,"spike","Hidden narrow spike","Matern 2.5",0.0441201888961068,0.0103370374814853,0.94824509220702,0.107201969277023,0.136497248661511,0.0133986252789688,-1.20375865857593
8,0.001,20961387,"mixture","Broad plus sharp source","RBF",0.0630218233235448,0.0230834280375264,0.894110648423557,0.105499660208372,0.0829428167757287,0.0206274012581967,2.61634917723949
8,0.001,20961387,"mixture","Broad plus sharp source","Matern 0.5",0.048045552319163,0.0185169589081602,0.984533016061868,0.285379160581322,0.164737135633551,0.0234583906058807,-1.43627887546383
8,0.001,20961387,"mixture","Broad plus sharp source","Matern 1.5",0.0557720039542848,0.0192169344052488,0.941701368233195,0.154942575863114,0.126681662700773,0.0194662604031979,-0.846686812660225
