"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.92,354.770080840072,NA,354.770080840072,NA,NA,NA
"spike","multistart_eb","matern05",0,5.02,354.402795971108,NA,354.402795971108,NA,NA,NA
"spike","multistart_eb","matern15",0,5.51,354.709428681748,NA,354.709428681748,NA,NA,NA
"spike","multistart_eb","matern25",0,5.49,354.755531253849,NA,354.755531253849,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.98,293.226657653279,NA,293.226657653279,NA,NA,NA
"mixture","multistart_eb","matern05",0,2.23,291.607086695798,NA,291.607086695798,NA,NA,NA
"mixture","multistart_eb","matern15",0,2.03,292.511760894829,NA,292.511760894829,NA,NA,NA
"mixture","multistart_eb","matern25",0,1.85,292.795151109726,NA,292.795151109726,NA,NA,NA
"dipole","multistart_eb","rbf",0,5.01,296.579443452404,NA,296.579443452404,NA,NA,NA
"dipole","multistart_eb","matern05",0,4.25,291.970587730677,NA,291.970587730677,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.56,294.481429526419,NA,294.481429526419,NA,NA,NA
"dipole","multistart_eb","matern25",0,4.21,295.245294101776,NA,295.245294101776,NA,NA,NA
"ring","multistart_eb","rbf",0,2.12,276.505253379669,NA,276.505253379669,NA,NA,NA
"ring","multistart_eb","matern05",0,2.37,276.90300063066,NA,276.90300063066,NA,NA,NA
"ring","multistart_eb","matern15",0,2.08,276.708959444824,NA,276.708959444824,NA,NA,NA
"ring","multistart_eb","matern25",0,1.91,276.633183900785,NA,276.633183900785,NA,NA,NA
"edge","multistart_eb","rbf",0,1.36,248.066743507318,NA,248.066743507318,NA,NA,NA
"edge","multistart_eb","matern05",0,2.19,251.878978743773,NA,251.878978743773,NA,NA,NA
"edge","multistart_eb","matern15",0,1.64,250.634183537762,NA,250.634183537762,NA,NA,NA
"edge","multistart_eb","matern25",0,1.36000000000001,249.917514651444,NA,249.917514651444,NA,NA,NA
"sine","multistart_eb","rbf",0,2.17000000000001,279.452495054587,NA,279.452495054587,NA,NA,NA
"sine","multistart_eb","matern05",0,3.7,270.535626050439,NA,270.535626050439,NA,NA,NA
"sine","multistart_eb","matern15",0,1.88,276.248340398873,NA,276.248340398873,NA,NA,NA
"sine","multistart_eb","matern25",0,1.86999999999999,277.174549450314,NA,277.174549450314,NA,NA,NA
