"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-2.17610649458878,"ell",0.113482516384793
"spike","multistart_eb","rbf","log_sigma_f",-3.29048171369499,"sigma_f",0.0372359080284189
"spike","multistart_eb","rbf","log_sigma_n",-8.57516255582865,"sigma_n",0.00018873577143005
"spike","multistart_eb","matern05","log_ell",-2.45579189970994,"ell",0.0857952273171231
"spike","multistart_eb","matern05","log_sigma_f",-2.97237050180203,"sigma_f",0.0511818397722989
"spike","multistart_eb","matern05","log_sigma_n",-8.65176604633759,"sigma_n",0.000174817838971441
"spike","multistart_eb","matern15","log_ell",-2.30296374156343,"ell",0.099962142310894
"spike","multistart_eb","matern15","log_sigma_f",-3.14608289758305,"sigma_f",0.0430203122213427
"spike","multistart_eb","matern15","log_sigma_n",-8.61306286440759,"sigma_n",0.000181716484236381
"spike","multistart_eb","matern25","log_ell",-2.25792130032843,"ell",0.10456762367827
"spike","multistart_eb","matern25","log_sigma_f",-3.19809383905187,"sigma_f",0.0408399774005309
"spike","multistart_eb","matern25","log_sigma_n",-8.60131269314344,"sigma_n",0.000183864277807352
"mixture","multistart_eb","rbf","log_ell",-1.60845080645031,"ell",0.20019751866665
"mixture","multistart_eb","rbf","log_sigma_f",-1.38548135527545,"sigma_f",0.250203334105818
"mixture","multistart_eb","rbf","log_sigma_n",-6.16127665499387,"sigma_n",0.00210955837363863
"mixture","multistart_eb","matern05","log_ell",-1.75520696805384,"ell",0.172871459719336
"mixture","multistart_eb","matern05","log_sigma_f",-1.12088399931895,"sigma_f",0.325991490955704
"mixture","multistart_eb","matern05","log_sigma_n",-6.21739955660395,"sigma_n",0.00199442486862974
"mixture","multistart_eb","matern15","log_ell",-1.65177233609408,"ell",0.19170983308893
"mixture","multistart_eb","matern15","log_sigma_f",-1.28711423481911,"sigma_f",0.276066297212325
"mixture","multistart_eb","matern15","log_sigma_n",-6.18847496468567,"sigma_n",0.00205295519634999
"mixture","multistart_eb","matern25","log_ell",-1.63133373979752,"ell",0.195668429244759
"mixture","multistart_eb","matern25","log_sigma_f",-1.32750037556979,"sigma_f",0.265139182055403
"mixture","multistart_eb","matern25","log_sigma_n",-6.17911811739291,"sigma_n",0.00207225453429462
"dipole","multistart_eb","rbf","log_ell",-2.13838725775265,"ell",0.117844743046462
"dipole","multistart_eb","rbf","log_sigma_f",-1.91544513232393,"sigma_f",0.147276260569006
"dipole","multistart_eb","rbf","log_sigma_n",-7.34755626840302,"sigma_n",0.000644164603898716
"dipole","multistart_eb","matern05","log_ell",-2.4445526799703,"ell",0.0867649379170071
"dipole","multistart_eb","matern05","log_sigma_f",-1.60521456620732,"sigma_f",0.200846455424357
"dipole","multistart_eb","matern05","log_sigma_n",-7.43226246968372,"sigma_n",0.000591846960195569
