"source","source_label","RMSE","MAE","delta","tau","residual_norm","target_norm","discrepancy_ratio","discrepancy_status"
"spike","Hidden narrow spike",0.0558682387859723,0.0145200380263563,3.53543220998543e-05,1.05,0.0016382473388318,0.0016382473388318,1.05,"root located"
"mixture","Broad plus sharp source",0.0931552146356833,0.0564806350080599,4.55504302554182e-05,1.05,0.0153838664133935,0.0153838664133935,1.05,"root located"
"dipole","Positive-negative dipole",0.117215101273556,0.0618330747093901,1.32470294522251e-05,1.05,0.00427263153032903,0.00427263153032749,1.05000000000038,"root located"
"ring","Ring-shaped source",0.226756182500573,0.150734647436056,8.84754279701321e-05,1.05,0.0125394842545053,0.0125394842545056,1.04999999999998,"root located"
"edge","Moving-edge source",0.4659078656069,0.366636723762712,6.0597700176679e-05,1.05,0.0361503228471641,0.0361503228473583,1.04999999999436,"root located"
"sine","Sine-cosine source",0.334868370169872,0.243908504416846,3.28501085739083e-05,1.05,0.020824258295189,0.0208242582951895,1.04999999999998,"root located"
