"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-2.6642138618656,"ell",0.0696540897515067
"spike","multistart_eb","rbf","log_sigma_f",-3.09217086927615,"sigma_f",0.0454032827501819
"spike","multistart_eb","rbf","log_sigma_n",-10.6356274683142,"sigma_n",2.40439424020212e-05
"spike","multistart_eb","matern05","log_ell",-2.73222213094639,"ell",0.0650745247691049
"spike","multistart_eb","matern05","log_sigma_f",-2.92397365884634,"sigma_f",0.0537197984687646
"spike","multistart_eb","matern05","log_sigma_n",-15.3165838966498,"sigma_n",2.22890794398885e-07
"spike","multistart_eb","matern15","log_ell",-2.70725064114198,"ell",0.0667199919795672
"spike","multistart_eb","matern15","log_sigma_f",-2.99690050790376,"sigma_f",0.0499416223885162
"spike","multistart_eb","matern15","log_sigma_n",-15.3165838966498,"sigma_n",2.22890794398885e-07
"spike","multistart_eb","matern25","log_ell",-2.70341681107337,"ell",0.0669762760518765
"spike","multistart_eb","matern25","log_sigma_f",-3.02043625691744,"sigma_f",0.048779933136174
"spike","multistart_eb","matern25","log_sigma_n",-15.3165838966498,"sigma_n",2.22890794398885e-07
"mixture","multistart_eb","rbf","log_ell",-1.53468427991982,"ell",0.215523725597185
"mixture","multistart_eb","rbf","log_sigma_f",-1.69989364921538,"sigma_f",0.182702953622011
"mixture","multistart_eb","rbf","log_sigma_n",-8.27893418304797,"sigma_n",0.000253807568336462
"mixture","multistart_eb","matern05","log_ell",-1.07587620584651,"ell",0.340998839187545
"mixture","multistart_eb","matern05","log_sigma_f",-1.58685900975496,"sigma_f",0.204567147092095
"mixture","multistart_eb","matern05","log_sigma_n",-8.88140888870112,"sigma_n",0.000138948264952554
"mixture","multistart_eb","matern15","log_ell",-1.28853768672603,"ell",0.275673609667343
"mixture","multistart_eb","matern15","log_sigma_f",-1.65025299072951,"sigma_f",0.192001327919763
"mixture","multistart_eb","matern15","log_sigma_n",-8.45994107325257,"sigma_n",0.000211784550080635
"mixture","multistart_eb","matern25","log_ell",-1.36753125256582,"ell",0.254735060449434
"mixture","multistart_eb","matern25","log_sigma_f",-1.66729947414251,"sigma_f",0.188756118753281
"mixture","multistart_eb","matern25","log_sigma_n",-8.38307731835887,"sigma_n",0.000228705063148529
