"source","hyper_method","kernel","label","nominal","empirical","mean_width"
"spike","multistart_eb","rbf","RBF",0.5,0.706127305175491,0.0328857785351542
"spike","multistart_eb","rbf","RBF",0.6,0.788816180844735,0.0410345294197814
"spike","multistart_eb","rbf","RBF",0.7,0.837001784651993,0.050532893796271
"spike","multistart_eb","rbf","RBF",0.8,0.870910172516359,0.0624840050625349
"spike","multistart_eb","rbf","RBF",0.9,0.898274836406901,0.080197352269543
"spike","multistart_eb","rbf","RBF",0.95,0.916716240333135,0.0955610393096779
"spike","multistart_eb","rbf","RBF",0.975,0.934562760261749,0.109283015326294
"spike","multistart_eb","rbf","RBF",0.99,0.951219512195122,0.125588494111651
"spike","multistart_eb","matern05","Matern 0.5",0.5,0.85841760856633,0.0557178195431556
"spike","multistart_eb","matern05","Matern 0.5",0.6,0.885782272456871,0.0695241106366275
"spike","multistart_eb","matern05","Matern 0.5",0.7,0.911362284354551,0.0856170290912918
"spike","multistart_eb","matern05","Matern 0.5",0.8,0.938132064247472,0.105865595205123
"spike","multistart_eb","matern05","Matern 0.5",0.9,0.972040452111838,0.135877020421354
"spike","multistart_eb","matern05","Matern 0.5",0.95,0.985127900059488,0.161907456073187
"spike","multistart_eb","matern05","Matern 0.5",0.975,0.986317668054729,0.185156368445812
"spike","multistart_eb","matern05","Matern 0.5",0.99,0.98750743604997,0.212782465956506
"spike","multistart_eb","matern15","Matern 1.5",0.5,0.785841760856633,0.0427047052643196
"spike","multistart_eb","matern15","Matern 1.5",0.6,0.8459250446163,0.0532864831726144
"spike","multistart_eb","matern15","Matern 1.5",0.7,0.876264128494944,0.065620837694813
"spike","multistart_eb","matern15","Matern 1.5",0.8,0.900654372397383,0.0811402721415698
"spike","multistart_eb","matern15","Matern 1.5",0.9,0.928613920285544,0.104142411832781
"spike","multistart_eb","matern15","Matern 1.5",0.95,0.954193932183224,0.124093337614296
"spike","multistart_eb","matern15","Matern 1.5",0.975,0.969066032123736,0.141912375737637
"spike","multistart_eb","matern15","Matern 1.5",0.99,0.980368828078525,0.16308629032135
"spike","multistart_eb","matern25","Matern 2.5",0.5,0.760261748958953,0.039112278537084
"spike","multistart_eb","matern25","Matern 2.5",0.6,0.828078524687686,0.0488038907939795
"spike","multistart_eb","matern25","Matern 2.5",0.7,0.864366448542534,0.0601006485320652
"spike","multistart_eb","matern25","Matern 2.5",0.8,0.892325996430696,0.0743145492969238
"spike","multistart_eb","matern25","Matern 2.5",0.9,0.918500892325996,0.0953816914065132
"spike","multistart_eb","matern25","Matern 2.5",0.95,0.939321832242713,0.11365429535986
"spike","multistart_eb","matern25","Matern 2.5",0.975,0.958953004164188,0.129974351382477
"spike","multistart_eb","matern25","Matern 2.5",0.99,0.9738251041047,0.149367063257966
"mixture","multistart_eb","rbf","RBF",0.5,0.412254610350982,0.0884208686779481
"mixture","multistart_eb","rbf","RBF",0.6,0.468173706127305,0.110330632227828
"mixture","multistart_eb","rbf","RBF",0.7,0.540154669839381,0.135869137520962
"mixture","multistart_eb","rbf","RBF",0.8,0.643664485425342,0.168002408706872
"mixture","multistart_eb","rbf","RBF",0.9,0.793575252825699,0.215628757146928
"mixture","multistart_eb","rbf","RBF",0.95,0.878643664485425,0.256937511711843
"mixture","multistart_eb","rbf","RBF",0.975,0.899464604402142,0.293832154119965
"mixture","multistart_eb","rbf","RBF",0.99,0.91017251635931,0.337673129235391
"mixture","multistart_eb","matern05","Matern 0.5",0.5,0.64128494943486,0.150381904791638
"mixture","multistart_eb","matern05","Matern 0.5",0.6,0.744794765020821,0.187644962997568
"mixture","multistart_eb","matern05","Matern 0.5",0.7,0.837596668649613,0.231079608335663
"mixture","multistart_eb","matern05","Matern 0.5",0.8,0.91076740035693,0.285730310148192
"mixture","multistart_eb","matern05","Matern 0.5",0.9,0.950029744199881,0.366730882793234
"mixture","multistart_eb","matern05","Matern 0.5",0.95,0.963712076145152,0.436986799625134
"mixture","multistart_eb","matern05","Matern 0.5",0.975,0.977989292088043,0.499735409595796
"mixture","multistart_eb","matern05","Matern 0.5",0.99,0.988697204045211,0.574298003747562
"mixture","multistart_eb","matern15","Matern 1.5",0.5,0.494943486020226,0.106656418929705
"mixture","multistart_eb","matern15","Matern 1.5",0.6,0.572873289708507,0.133084760505245
"mixture","multistart_eb","matern15","Matern 1.5",0.7,0.654967281380131,0.163890220348713
"mixture","multistart_eb","matern15","Matern 1.5",0.8,0.772159428911362,0.202650523028717
"mixture","multistart_eb","matern15","Matern 1.5",0.9,0.900654372397383,0.260099130436275
"mixture","multistart_eb","matern15","Matern 1.5",0.95,0.914931588340274,0.30992722982294
"mixture","multistart_eb","matern15","Matern 1.5",0.975,0.926829268292683,0.354430869017831
"mixture","multistart_eb","matern15","Matern 1.5",0.99,0.938726948245092,0.40731342353365
"mixture","multistart_eb","matern25","Matern 2.5",0.5,0.465794170136823,0.0982661124566633
"mixture","multistart_eb","matern25","Matern 2.5",0.6,0.530636525877454,0.122615424118971
"mixture","multistart_eb","matern25","Matern 2.5",0.7,0.606781677572873,0.150997520683197
"mixture","multistart_eb","matern25","Matern 2.5",0.8,0.719809637120761,0.186708679000991
"mixture","multistart_eb","matern25","Matern 2.5",0.9,0.873884592504462,0.23963799514192
"mixture","multistart_eb","matern25","Matern 2.5",0.95,0.903033908387864,0.285546283334672
"mixture","multistart_eb","matern25","Matern 2.5",0.975,0.913741820345033,0.32654896894648
"mixture","multistart_eb","matern25","Matern 2.5",0.99,0.925044616299821,0.375271428421442
"dipole","multistart_eb","rbf","RBF",0.5,0.804283164782867,0.258121830382175
"dipole","multistart_eb","rbf","RBF",0.6,0.87150505651398,0.322081711746087
"dipole","multistart_eb","rbf","RBF",0.7,0.919690660321237,0.396634765002085
"dipole","multistart_eb","rbf","RBF",0.8,0.951219512195122,0.490439529631618
"dipole","multistart_eb","rbf","RBF",0.9,0.978584176085663,0.629472321523113
"dipole","multistart_eb","rbf","RBF",0.95,0.988102320047591,0.750062533975565
"dipole","multistart_eb","rbf","RBF",0.975,0.997620464009518,0.857766888977624
"dipole","multistart_eb","rbf","RBF",0.99,1,0.985749263633431
"dipole","multistart_eb","matern05","Matern 0.5",0.5,0.93575252825699,0.434103879654916
"dipole","multistart_eb","matern05","Matern 0.5",0.6,0.964306960142772,0.541670266431398
"dipole","multistart_eb","matern05","Matern 0.5",0.7,0.977989292088043,0.667052027480554
"dipole","multistart_eb","matern05","Matern 0.5",0.8,0.991076740035693,0.824810912870081
"dipole","multistart_eb","matern05","Matern 0.5",0.9,0.99940511600238,1.0586333457499
"dipole","multistart_eb","matern05","Matern 0.5",0.95,1,1.26143943540343
"dipole","multistart_eb","matern05","Matern 0.5",0.975,1,1.44257436030652
"dipole","multistart_eb","matern05","Matern 0.5",0.99,1,1.65781243328654
"dipole","multistart_eb","matern15","Matern 1.5",0.5,0.882807852468769,0.346331631977529
"dipole","multistart_eb","matern15","Matern 1.5",0.6,0.933372992266508,0.432148976682762
"dipole","multistart_eb","matern15","Matern 1.5",0.7,0.958953004164188,0.532179572951309
