"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.26,324.932080328016,NA,324.932080328016,NA,NA,NA
"spike","multistart_eb","matern05",0,3.18,324.921792822294,NA,324.921792822294,NA,NA,NA
"spike","multistart_eb","matern15",0,5.98,324.925027125975,NA,324.925027125975,NA,NA,NA
"spike","multistart_eb","matern25",0,8.24,324.926457521725,NA,324.926457521725,NA,NA,NA
"mixture","multistart_eb","rbf",0,3.75,224.830949117988,NA,224.830949117988,NA,NA,NA
"mixture","multistart_eb","matern05",0,5.25,224.622741288469,NA,224.622741288469,NA,NA,NA
"mixture","multistart_eb","matern15",0,4.57,224.763170183822,NA,224.763170183822,NA,NA,NA
"mixture","multistart_eb","matern25",0,4.87,224.800480097458,NA,224.800480097458,NA,NA,NA
"dipole","multistart_eb","rbf",0,5.44,259.953755200681,NA,259.953755200681,NA,NA,NA
"dipole","multistart_eb","matern05",0,7.16,259.870372279011,NA,259.870372279011,NA,NA,NA
"dipole","multistart_eb","matern15",0,7.14,259.910105683329,NA,259.910105683329,NA,NA,NA
"dipole","multistart_eb","matern25",0,6.34,259.923773226261,NA,259.923773226261,NA,NA,NA
"ring","multistart_eb","rbf",0,4.50999999999999,234.106714241473,NA,234.106714241473,NA,NA,NA
"ring","multistart_eb","matern05",0,5.45,233.667336404701,NA,233.667336404701,NA,NA,NA
"ring","multistart_eb","matern15",0,5.63,233.822273976102,NA,233.822273976102,NA,NA,NA
"ring","multistart_eb","matern25",0,4.47,233.897066398806,NA,233.897066398806,NA,NA,NA
"edge","multistart_eb","rbf",0,5.09,188.773057058977,NA,188.773057058977,NA,NA,NA
"edge","multistart_eb","matern05",0,4.83,187.88863807503,NA,187.88863807503,NA,NA,NA
"edge","multistart_eb","matern15",0,5.58,188.462310665151,NA,188.462310665151,NA,NA,NA
"edge","multistart_eb","matern25",0,5.36,188.591017728668,NA,188.591017728668,NA,NA,NA
"sine","multistart_eb","rbf",0,4.44,195.921281363954,NA,195.921281363954,NA,NA,NA
"sine","multistart_eb","matern05",0,4.55999999999999,195.338017168737,NA,195.338017168737,NA,NA,NA
"sine","multistart_eb","matern15",0,4.12,195.566557914198,NA,195.566557914198,NA,NA,NA
"sine","multistart_eb","matern25",0,4.49000000000001,195.666851317822,NA,195.666851317822,NA,NA,NA
