"quantity","type","rank_split_Rhat","bulk_ESS","MCSE_mean","posterior_mean","posterior_sd","ESS_per_second","source"
"log_ell","hyperparameter",1.00798780200874,572.485014120382,0.0193243110812859,-0.945291960816141,0.462366202951395,14.2338392372049,"mixture"
"log_sigma_f","hyperparameter",1.0034502897502,738.534932750491,0.00762875346619534,-1.43073028665888,0.207318998126898,18.362380227511,"mixture"
"log_sigma_n","hyperparameter",1.00247287759978,786.389585446775,0.00932070562478607,-8.70009633222624,0.261377180296183,19.5522025222967,"mixture"
"mu_f(0.25,0.25)","downstream_posterior_mean",1.00098825719722,832.070657754736,0.000119066962849798,0.0221931593832222,0.00343456214927587,20.6879825398989,"mixture"
"mu_f(0.5,0.5)","downstream_posterior_mean",1.00229386079976,799.145022839996,0.000465427676093339,0.396209887409276,0.0131572462806072,19.8693441780208,"mixture"
"mu_f(0.75,0.25)","downstream_posterior_mean",1.00142687819156,802.998694759005,0.00105721201021473,0.321870295899738,0.0299584615838863,19.9651589945053,"mixture"
"mu_f(0.75,0.75)","downstream_posterior_mean",1.00042366761786,870.635804085019,4.60531909415954e-05,0.0643287860311689,0.00135887024363184,21.646837495898,"mixture"
