"retained_draws","RMSE","mean_within_variance","mean_between_variance","mean_total_variance","mean_interval_width","mean_abs_change_from_Smax","mean_abs_sd_change_from_Smax","source"
120,0.064286172610033,0.0093548693165451,7.37512931564761e-05,0.00942862060970158,0.37643395121755,0.000157597273398325,0.000755935333796967,"mixture"
240,0.0642455610806855,0.0092793158560452,7.07174089027407e-05,0.00935003326494794,0.374865815556756,0.000257683856941439,0.000355900726451506,"mixture"
480,0.0643411082251884,0.00921346720781274,6.79951969769941e-05,0.00928146240478974,0.373470684709066,0,0,"mixture"
