"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.2,355.580156483327,NA,355.580156483327,NA,NA,NA
"spike","multistart_eb","matern05",0,2.97,354.959361242173,NA,354.959361242173,NA,NA,NA
"spike","multistart_eb","matern15",0,3.33,355.381756579894,NA,355.381756579894,NA,NA,NA
"spike","multistart_eb","matern25",0,2.76,355.472219958368,NA,355.472219958368,NA,NA,NA
"mixture","multistart_eb","rbf",0,4.56,309.038690498679,NA,309.038690498679,NA,NA,NA
"mixture","multistart_eb","matern05",0,2.39,307.144981684635,NA,307.144981684635,NA,NA,NA
"mixture","multistart_eb","matern15",0,3.55,308.580350838614,NA,308.580350838614,NA,NA,NA
"mixture","multistart_eb","matern25",0,3.69,308.891214960344,NA,308.891214960344,NA,NA,NA
"dipole","multistart_eb","rbf",0,3.16,296.514765426479,NA,296.514765426479,NA,NA,NA
"dipole","multistart_eb","matern05",0,3.79,291.989913803722,NA,291.989913803722,NA,NA,NA
"dipole","multistart_eb","matern15",0,3.72,294.406755614951,NA,294.406755614951,NA,NA,NA
"dipole","multistart_eb","matern25",0,3.97,295.132678000651,NA,295.132678000651,NA,NA,NA
"ring","multistart_eb","rbf",0,5.86,278.033232102411,NA,278.033232102411,NA,NA,NA
"ring","multistart_eb","matern05",0,4.41,278.077367718776,NA,278.077367718776,NA,NA,NA
"ring","multistart_eb","matern15",0,4.7,278.021006045488,NA,278.021006045488,NA,NA,NA
"ring","multistart_eb","matern25",0,4.04,277.996648125218,NA,277.996648125218,NA,NA,NA
"edge","multistart_eb","rbf",0,3.58000000000001,262.834852592071,NA,262.834852592071,NA,NA,NA
"edge","multistart_eb","matern05",0,4.35000000000001,268.085982404873,NA,268.085982404873,NA,NA,NA
"edge","multistart_eb","matern15",0,3,266.971076822578,NA,266.971076822578,NA,NA,NA
"edge","multistart_eb","matern25",0,3.17,265.945303487087,NA,265.945303487087,NA,NA,NA
"sine","multistart_eb","rbf",0,2.17,340.361033815671,NA,340.361033815671,NA,NA,NA
"sine","multistart_eb","matern05",0,4.39,281.422547630613,NA,281.422547630613,NA,NA,NA
"sine","multistart_eb","matern15",0,4.05999999999999,311.379951615751,NA,311.379951615751,NA,NA,NA
"sine","multistart_eb","matern25",0,4.90000000000001,326.260747032822,NA,326.260747032822,NA,NA,NA
