"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-2.63714057474154,"ell",0.0715656137873273
"spike","multistart_eb","rbf","log_sigma_f",-3.1048024132839,"sigma_f",0.0448333761637334
"spike","multistart_eb","rbf","log_sigma_n",-17.6191689896438,"sigma_n",2.22890794398885e-08
"spike","multistart_eb","matern05","log_ell",-2.6613480997934,"ell",0.0698539880938266
"spike","multistart_eb","matern05","log_sigma_f",-2.95808826660435,"sigma_f",0.0519180758795173
"spike","multistart_eb","matern05","log_sigma_n",-15.5917144455332,"sigma_n",1.69279533252228e-07
"spike","multistart_eb","matern15","log_ell",-2.63034520418866,"ell",0.0720535847458437
"spike","multistart_eb","matern15","log_sigma_f",-3.03655642078592,"sigma_f",0.047999896669951
"spike","multistart_eb","matern15","log_sigma_n",-15.8118626152513,"sigma_n",1.35829880179076e-07
"spike","multistart_eb","matern25","log_ell",-2.62677490478404,"ell",0.0723112973984711
"spike","multistart_eb","matern25","log_sigma_f",-3.06114942596453,"sigma_f",0.0468338322473657
"spike","multistart_eb","matern25","log_sigma_n",-13.188696550867,"sigma_n",1.87163804456329e-06
"mixture","multistart_eb","rbf","log_ell",-1.55425522729097,"ell",0.211346729316081
"mixture","multistart_eb","rbf","log_sigma_f",-1.68829667063692,"sigma_f",0.184834089344413
"mixture","multistart_eb","rbf","log_sigma_n",-8.72293324035716,"sigma_n",0.000162808932110519
"mixture","multistart_eb","matern05","log_ell",-0.942638804250063,"ell",0.389598403797925
"mixture","multistart_eb","matern05","log_sigma_f",-1.62491330225792,"sigma_f",0.196928747741888
"mixture","multistart_eb","matern05","log_sigma_n",-10.9651247574159,"sigma_n",1.72944527630222e-05
"mixture","multistart_eb","matern15","log_ell",-1.21693937963173,"ell",0.296135138567116
"mixture","multistart_eb","matern15","log_sigma_f",-1.65012545257005,"sigma_f",0.192025816977351
"mixture","multistart_eb","matern15","log_sigma_n",-8.94881960819366,"sigma_n",0.000129890391145026
"mixture","multistart_eb","matern25","log_ell",-1.32844191863155,"ell",0.264889659584646
"mixture","multistart_eb","matern25","log_sigma_f",-1.66074880261416,"sigma_f",0.189996656828835
"mixture","multistart_eb","matern25","log_sigma_n",-8.84357223528994,"sigma_n",0.000144306328688655
"dipole","multistart_eb","rbf","log_ell",-2.29527965721771,"ell",0.100733218557224
"dipole","multistart_eb","rbf","log_sigma_f",-1.79594764185334,"sigma_f",0.165970097589753
"dipole","multistart_eb","rbf","log_sigma_n",-16.6605660433181,"sigma_n",5.81310412289456e-08
"dipole","multistart_eb","matern05","log_ell",-2.16258812667921,"ell",0.115027030929396
"dipole","multistart_eb","matern05","log_sigma_f",-1.66134720135126,"sigma_f",0.189882997079654
"dipole","multistart_eb","matern05","log_sigma_n",-16.0186690048319,"sigma_n",1.10453744566806e-07
"dipole","multistart_eb","matern15","log_ell",-2.17306797310437,"ell",0.113827859850001
"dipole","multistart_eb","matern15","log_sigma_f",-1.74174691883827,"sigma_f",0.175214048386808
"dipole","multistart_eb","matern15","log_sigma_n",-16.2985968613236,"sigma_n",8.34851670220839e-08
"dipole","multistart_eb","matern25","log_ell",-2.19877117089407,"ell",0.110939400200182
"dipole","multistart_eb","matern25","log_sigma_f",-1.76147635549717,"sigma_f",0.17179105184704
"dipole","multistart_eb","matern25","log_sigma_n",-16.6017321226851,"sigma_n",6.16537289915032e-08
"ring","multistart_eb","rbf","log_ell",-2.1152710303297,"ell",0.120600598703224
"ring","multistart_eb","rbf","log_sigma_f",-1.55860785105917,"sigma_f",0.210428815634363
"ring","multistart_eb","rbf","log_sigma_n",-8.18952886322481,"sigma_n",0.000277544614917035
"ring","multistart_eb","matern05","log_ell",-1.91486840706819,"ell",0.147361223005683
"ring","multistart_eb","matern05","log_sigma_f",-1.41684484955126,"sigma_f",0.242477865380685
"ring","multistart_eb","matern05","log_sigma_n",-8.56747413205881,"sigma_n",0.000190192444606118
"ring","multistart_eb","matern15","log_ell",-2.00117695235409,"ell",0.135176093754009
"ring","multistart_eb","matern15","log_sigma_f",-1.51093643878721,"sigma_f",0.220703206117233
"ring","multistart_eb","matern15","log_sigma_n",-8.30219833827252,"sigma_n",0.000247971103118299
"ring","multistart_eb","matern25","log_ell",-2.0344485664243,"ell",0.130752563982014
"ring","multistart_eb","matern25","log_sigma_f",-1.53247945690649,"sigma_f",0.215999441509281
"ring","multistart_eb","matern25","log_sigma_n",-8.2541526929974,"sigma_n",0.00026017588028876
"edge","multistart_eb","rbf","log_ell",-1.66132747819489,"ell",0.189886742208629
"edge","multistart_eb","rbf","log_sigma_f",-0.690991383490123,"sigma_f",0.501079061235528
"edge","multistart_eb","rbf","log_sigma_n",-8.01959191853556,"sigma_n",0.000328954235553492
"edge","multistart_eb","matern05","log_ell",-0.000201751202682835,"ell",0.999798269147722
"edge","multistart_eb","matern05","log_sigma_f",-0.459960943383065,"sigma_f",0.631308301791938
"edge","multistart_eb","matern05","log_sigma_n",-8.81363566877063,"sigma_n",0.000148691678345544
"edge","multistart_eb","matern15","log_ell",-1.06670545990351,"ell",0.344140436285004
"edge","multistart_eb","matern15","log_sigma_f",-0.61117427720245,"sigma_f",0.542713199009999
"edge","multistart_eb","matern15","log_sigma_n",-8.22246439393252,"sigma_n",0.000268552429765533
"edge","multistart_eb","matern25","log_ell",-1.29945942565022,"ell",0.272679156557709
"edge","multistart_eb","matern25","log_sigma_f",-0.647780240288074,"sigma_f",0.523205880042963
"edge","multistart_eb","matern25","log_sigma_n",-8.1422099963535,"sigma_n",0.000290993392756843
