"source","source_label","RMSE","MAE","delta","tau","residual_norm","target_norm","discrepancy_ratio","discrepancy_status"
"spike","Hidden narrow spike",0.0470861717568864,0.00965900221594376,8.9331867702232e-08,1.05,1.63824733884204e-05,1.6382473388318e-05,1.05000000000656,"root located"
"mixture","Broad plus sharp source",0.04826950705735,0.0192023981129651,3.99025498897333e-07,1.05,0.000153838664133932,0.000153838664133935,1.04999999999998,"root located"
"dipole","Positive-negative dipole",0.0561239396148463,0.0253861660991846,6.62870201384869e-08,1.05,4.27263153031729e-05,4.27263153032749e-05,1.04999999999749,"root located"
"ring","Ring-shaped source",0.1729414848805,0.100816577619476,1.54555479209032e-07,1.05,0.000125394842544831,0.000125394842545056,1.04999999999812,"root located"
"edge","Moving-edge source",0.275456301048183,0.163318956271832,2.42352823714467e-07,1.05,0.000361503228473526,0.000361503228473583,1.04999999999984,"root located"
"sine","Sine-cosine source",0.177746070365596,0.0881837573524969,1.71761370244543e-07,1.05,0.000208242582951908,0.000208242582951895,1.05000000000007,"root located"
