"source","source_label","hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","rbf","RBF",0.0439961429129479,0.0104111497706386,0.932183224271267,0.0892653757334341,0.134638236168947,0.0127911506741621,-0.516579627198474
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.045418059771116,0.0100199745354045,0.969660916121356,0.156484389501348,0.155395969660916,0.0152613739619559,-1.63749416791661
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0442691168666123,0.0103226875741942,0.957168352171327,0.118835589562161,0.140668872694824,0.013813766391672,-1.41691607396943
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0441079489505422,0.0103503992195148,0.94883997620464,0.107706240906268,0.136348527662106,0.0134173962056174,-1.21533020650097
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","rbf","RBF",0.0632595101838162,0.0233739012308629,0.890541344437835,0.103389781012332,0.0843556662700773,0.0207588440171384,2.85457310968139
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0481515583205869,0.0190380423825819,0.984533016061868,0.282373750047037,0.163175565139798,0.023387917797716,-1.43845198749047
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0559008904496811,0.0194913199949407,0.939321832242713,0.15250538913281,0.124971371207615,0.0194751128243413,-0.808405601754987
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0588882370219298,0.0205577146544501,0.925044616299821,0.129006710164258,0.107347932778108,0.0196199817395011,0.0933091076089473
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","rbf","RBF",0.0348252655961886,0.0166508834135867,0.959547888161808,0.190039931510167,0.12163258477097,0.0187291137236149,-1.42957582770259
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0405478881024576,0.0163607336262302,0.990481856038073,0.474576940955036,0.177006618084474,0.0330286471632013,-1.13618754504564
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0330183120032868,0.0137584957553862,0.980963712076145,0.300088688092587,0.167665452111838,0.0226625270946264,-1.54179437798235
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0329246361449915,0.0141941895237871,0.979773944080904,0.255066085259604,0.154949806662701,0.020569747507883,-1.62818792422896
"ring","Ring-shaped source","multistart_eb","Multi-start EB","rbf","RBF",0.160801244362703,0.102361801831919,0.694229625223082,0.27997122378095,0.168546624033313,0.0886604178325756,2.41723457860233
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.158734380586074,0.0964900888097674,0.894110648423557,0.565286459385749,0.0636834473527662,0.0833828682863269,-0.358861357487424
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.158265138584982,0.0984922834729793,0.778703152885187,0.381982291558592,0.114546029149316,0.0841089617053506,0.253896870149929
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.159050292868508,0.099685302328236,0.741225461035098,0.339665242597035,0.137300342058299,0.0854809194001541,0.762922625381149
"edge","Moving-edge source","multistart_eb","Multi-start EB","rbf","RBF",0.188186545405992,0.124258743274923,0.720404521118382,0.271495127672753,0.210411585365854,0.102606893208709,4.34250223628184
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.167682216824509,0.0981644735340333,0.898869720404521,0.583030669551078,0.0968482302201071,0.0834771571462235,-0.367679395884494
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.176964982951295,0.109260776326084,0.809637120761452,0.343920897832055,0.0912117043426532,0.0892197164467982,0.836352158815921
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.180798659975458,0.114163654612722,0.788221296847115,0.304586323874672,0.133299747174301,0.0935012351314779,1.86750746605398
"sine","Sine-cosine source","multistart_eb","Multi-start EB","rbf","RBF",0.0465020246909033,0.0333469443697699,0.286734086853064,0.0307694848185189,0.582883328375967,0.0297355073027594,20.116136705396
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0571215253373226,0.0412127169773735,1,0.450979395909614,0.162134518143962,0.0363701134014573,-1.15774074830743
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0441039794956714,0.0335615109367938,0.797739440809042,0.109828439783575,0.149287254610351,0.0247710071938791,-1.02770174756074
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0444623493477496,0.0325899954261595,0.475312314098751,0.0556671028424067,0.426503197501487,0.0270247481312311,6.29728045129737
