"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.14,324.689350262192,NA,324.689350262192,NA,NA,NA
"spike","multistart_eb","matern05",0,2.8,324.602672225652,NA,324.602672225652,NA,NA,NA
"spike","multistart_eb","matern15",0,2.58,324.638778503321,NA,324.638778503321,NA,NA,NA
"spike","multistart_eb","matern25",0,2.94,324.652861582639,NA,324.652861582639,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.7,220.011369023945,NA,220.011369023945,NA,NA,NA
"mixture","multistart_eb","matern05",0,2.11,219.441234676609,NA,219.441234676609,NA,NA,NA
"mixture","multistart_eb","matern15",0,1.8,219.688763912171,NA,219.688763912171,NA,NA,NA
"mixture","multistart_eb","matern25",0,1.89,219.790921676208,NA,219.790921676208,NA,NA,NA
"dipole","multistart_eb","rbf",0,2.44,269.330467229767,NA,269.330467229767,NA,NA,NA
"dipole","multistart_eb","matern05",0,4.82,269.301293097651,NA,269.301293097651,NA,NA,NA
"dipole","multistart_eb","matern15",0,6.39,269.323638519523,NA,269.323638519523,NA,NA,NA
"dipole","multistart_eb","matern25",0,6.5,269.328616637739,NA,269.328616637739,NA,NA,NA
"ring","multistart_eb","rbf",0,6.5,231.006779357005,NA,231.006779357005,NA,NA,NA
"ring","multistart_eb","matern05",0,6.15,231.136739499444,NA,231.136739499444,NA,NA,NA
"ring","multistart_eb","matern15",0,6.3,231.075884736,NA,231.075884736,NA,NA,NA
"ring","multistart_eb","matern25",0,6.11,231.055343670991,NA,231.055343670991,NA,NA,NA
"edge","multistart_eb","rbf",0,5.41,170.00782021651,NA,170.00782021651,NA,NA,NA
"edge","multistart_eb","matern05",0,5.41,170.393227155415,NA,170.393227155415,NA,NA,NA
"edge","multistart_eb","matern15",0,5.11,170.212773711277,NA,170.212773711277,NA,NA,NA
"edge","multistart_eb","matern25",0,4.89,170.134355540767,NA,170.134355540767,NA,NA,NA
"sine","multistart_eb","rbf",0,4.56,199.010827465063,NA,199.010827465063,NA,NA,NA
"sine","multistart_eb","matern05",0,9.24000000000001,199.636858494226,NA,199.636858494226,NA,NA,NA
"sine","multistart_eb","matern15",0,9.97,199.614399526657,NA,199.614399526657,NA,NA,NA
"sine","multistart_eb","matern25",0,9.25,199.608672583614,NA,199.608672583614,NA,NA,NA
