"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-2.02038598751697,"ell",0.132604271607199
"spike","multistart_eb","rbf","log_sigma_f",-3.40143719890638,"sigma_f",0.0333253403836543
"spike","multistart_eb","rbf","log_sigma_n",-8.36031147859644,"sigma_n",0.000233971445320755
"spike","multistart_eb","matern05","log_ell",-2.37561420492678,"ell",0.0929573767942875
"spike","multistart_eb","matern05","log_sigma_f",-3.04635340012779,"sigma_f",0.0475319387040351
"spike","multistart_eb","matern05","log_sigma_n",-8.42045510372779,"sigma_n",0.000220314364122597
"spike","multistart_eb","matern15","log_ell",-2.17098952475582,"ell",0.114064691212944
"spike","multistart_eb","matern15","log_sigma_f",-3.24861697490612,"sigma_f",0.0388278706340959
"spike","multistart_eb","matern15","log_sigma_n",-8.38948097218134,"sigma_n",0.000227245194332649
"spike","multistart_eb","matern25","log_ell",-2.11375569920429,"ell",0.120783487077409
"spike","multistart_eb","matern25","log_sigma_f",-3.30608088013308,"sigma_f",0.0366595658175699
"spike","multistart_eb","matern25","log_sigma_n",-8.38003066294519,"sigma_n",0.000229402911178754
"mixture","multistart_eb","rbf","log_ell",-1.25512453575037,"ell",0.285040348300332
"mixture","multistart_eb","rbf","log_sigma_f",-1.50793633554641,"sigma_f",0.221366332747956
"mixture","multistart_eb","rbf","log_sigma_n",-6.11390723484825,"sigma_n",0.0022118915272278
"mixture","multistart_eb","matern05","log_ell",-1.21570862331007,"ell",0.296499833140013
"mixture","multistart_eb","matern05","log_sigma_f",-1.37398702473361,"sigma_f",0.253095845827216
"mixture","multistart_eb","matern05","log_sigma_n",-6.12561325251779,"sigma_n",0.00218615004499731
"mixture","multistart_eb","matern15","log_ell",-1.17784042489462,"ell",0.307943047169369
"mixture","multistart_eb","matern15","log_sigma_f",-1.47418576537132,"sigma_f",0.228965082465311
"mixture","multistart_eb","matern15","log_sigma_n",-6.11770840028733,"sigma_n",0.00220349972102568
"mixture","multistart_eb","matern25","log_ell",-1.19003888471899,"ell",0.304209434738331
"mixture","multistart_eb","matern25","log_sigma_f",-1.4894405450905,"sigma_f",0.225498776654297
"mixture","multistart_eb","matern25","log_sigma_n",-6.11589502105461,"sigma_n",0.00220749912678282
"dipole","multistart_eb","rbf","log_ell",-2.57587052152739,"ell",0.0760875581030774
"dipole","multistart_eb","rbf","log_sigma_f",-1.68815607496372,"sigma_f",0.184860078044541
"dipole","multistart_eb","rbf","log_sigma_n",-7.59313610331124,"sigma_n",0.000503898296300091
"dipole","multistart_eb","matern05","log_ell",-2.96173835852774,"ell",0.0517289155663548
"dipole","multistart_eb","matern05","log_sigma_f",-1.32205782417009,"sigma_f",0.266586149707963
"dipole","multistart_eb","matern05","log_sigma_n",-7.86794374217716,"sigma_n",0.000382820731557911
"dipole","multistart_eb","matern15","log_ell",-2.75382387070542,"ell",0.0636838761120029
"dipole","multistart_eb","matern15","log_sigma_f",-1.50185314881542,"sigma_f",0.222717049652304
"dipole","multistart_eb","matern15","log_sigma_n",-7.70416952022736,"sigma_n",0.000450943041500694
"dipole","multistart_eb","matern25","log_ell",-2.69052050247323,"ell",0.067845616368586
"dipole","multistart_eb","matern25","log_sigma_f",-1.56459925703682,"sigma_f",0.209171820514726
"dipole","multistart_eb","matern25","log_sigma_n",-7.66457552580415,"sigma_n",0.000469155857573266
"ring","multistart_eb","rbf","log_ell",-2.39596774487142,"ell",0.0910844897093688
"ring","multistart_eb","rbf","log_sigma_f",-1.06815058921055,"sigma_f",0.343643468032974
"ring","multistart_eb","rbf","log_sigma_n",-6.67047101747517,"sigma_n",0.00126780145370981
"ring","multistart_eb","matern05","log_ell",-2.50903616918403,"ell",0.0813466058342334
"ring","multistart_eb","matern05","log_sigma_f",-0.845763962318742,"sigma_f",0.429229317896502
"ring","multistart_eb","matern05","log_sigma_n",-6.71786206895894,"sigma_n",0.00120912046881573
"ring","multistart_eb","matern15","log_ell",-2.43135996252761,"ell",0.0879171871640938
"ring","multistart_eb","matern15","log_sigma_f",-0.973964022258363,"sigma_f",0.377583318926504
"ring","multistart_eb","matern15","log_sigma_n",-6.68872957143148,"sigma_n",0.00124486327866198
"ring","multistart_eb","matern25","log_ell",-2.41451871299932,"ell",0.0894103606123213
"ring","multistart_eb","matern25","log_sigma_f",-1.00926060324143,"sigma_f",0.364488381489606
"ring","multistart_eb","matern25","log_sigma_n",-6.68263202323144,"sigma_n",0.00125247708168139
