"source","source_label","hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","rbf","RBF",0.0559942394300311,0.0213232822927405,0.882212968471148,0.0779189372552202,0.0459856484235574,0.0170595732575189,2.63580770437663
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.054966960796644,0.021199935573911,0.980368828078525,0.153202076951412,0.129964678762641,0.018203091353684,-1.24963647706753
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0552549952721081,0.0213747246263487,0.930398572278406,0.108169854458688,0.0782729773944081,0.0172488860974831,-0.273522536451288
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.055441983745426,0.0213258258830875,0.917906008328376,0.0965732882237683,0.0642039708506841,0.0170987146388427,0.391445878405923
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","rbf","RBF",0.115477396295799,0.0881338079712982,0.883402736466389,0.32519230276222,0.109950550267698,0.0626451596829148,-0.142519518186968
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.107675046590462,0.0796685765380285,0.991671624033314,0.624331152484779,0.128672293277811,0.0605932131040352,-0.674671542900079
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.110268249751905,0.0826041394875979,0.962522308149911,0.424423808623655,0.017397754312909,0.0582764971149512,-0.67603018203995
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.111775782556591,0.0842260888919877,0.940511600237954,0.381201894458383,0.0347125966686496,0.0593040652641066,-0.555929115775806
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","rbf","RBF",0.0963435866478368,0.0672292263882707,0.970850684116597,0.481597235657516,0.0988076293872695,0.0528098322176361,-0.835316465578422
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0999932462365723,0.0688827548107465,0.992266508030934,0.90840934778187,0.171355220107079,0.0698346399326411,-0.446051673779128
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.097740966915647,0.0697462563608265,0.98750743604997,0.671940239496459,0.144511079714456,0.0596972040672417,-0.670487356606753
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.097149980905935,0.0691736270731819,0.984533016061868,0.601978760286468,0.128328747769185,0.0570162255155981,-0.737972740452909
"ring","Ring-shaped source","multistart_eb","Multi-start EB","rbf","RBF",0.231352074305668,0.187280826301266,0.919095776323617,0.857575964043715,0.0350695270672219,0.133621325172476,0.0371393046660239
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.228747807966613,0.182111522484585,0.992861392028554,1.36485994597948,0.111718099345628,0.136594950095834,0.0890639048623642
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.232144315924985,0.187028349752824,0.966686496133254,1.06209773747271,0.0371345181439619,0.133666499415387,0.00993232611406436
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.232205918937105,0.18742349490557,0.953004164187983,0.983794454132374,0.013590496728138,0.13346339872908,0.00655780878905441
"edge","Moving-edge source","multistart_eb","Multi-start EB","rbf","RBF",0.302829779690121,0.240345776017898,0.670434265318263,0.619719744691508,0.256440734681737,0.187437754687511,2.1828427170333
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.292640083795991,0.230728476413943,0.967876264128495,1.32321201681849,0.0377294021415824,0.166395331791275,0.20964874340999
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.299152592944414,0.235321451959502,0.856038072575848,0.887698978095043,0.102365779298037,0.172414956586446,0.445450677358223
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.301684150609742,0.237852306582144,0.799524092801904,0.783657742285229,0.150923185603807,0.177430011805357,0.776417708344122
"sine","Sine-cosine source","multistart_eb","Multi-start EB","rbf","RBF",0.180318528178555,0.135037978513043,0.994646044021416,0.863121526836779,0.0491809190957763,0.101304416555526,-0.295743732730633
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.507748379276881,0.386834772626613,0.998215348007139,4.39937550729175,0.162283239143367,0.35146663511704,1.14447336740369
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.586828326098375,0.450387939203944,0.985722784057109,3.62059687304551,0.107925713860797,0.356393026475789,1.0702860687585
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.601623821366488,0.463166676448104,0.973230220107079,3.3491086718533,0.0865098899464605,0.356865696667659,1.0493261253191
