"source","source_label","RMSE","MAE","delta","tau","residual_norm","target_norm","discrepancy_ratio","discrepancy_status"
"spike","Hidden narrow spike",0.0470882953851389,0.00969380988593865,8.92612952742883e-08,1.05,1.63824733886757e-05,1.6382473388318e-05,1.05000000002293,"root located"
"mixture","Broad plus sharp source",0.0482951897732317,0.0191587376693781,3.98636854868664e-07,1.05,0.000153838664133935,0.000153838664133935,1.05,"root located"
"dipole","Positive-negative dipole",0.0559269284421538,0.0253989435745893,6.60252921001127e-08,1.05,4.27263153031527e-05,4.27263153032749e-05,1.049999999997,"root located"
"ring","Ring-shaped source",0.172900680663878,0.100784824041576,1.54041386195341e-07,1.05,0.000125394842544814,0.000125394842545056,1.04999999999798,"root located"
"edge","Moving-edge source",0.276047818926182,0.163227700414275,2.44589387145994e-07,1.05,0.000361503228473586,0.000361503228473583,1.05000000000001,"root located"
"sine","Sine-cosine source",0.177655276093237,0.087947802334617,1.71561248915774e-07,1.05,0.000208242582951904,0.000208242582951895,1.05000000000005,"root located"
