"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.12,355.601389435906,NA,355.601389435906,NA,NA,NA
"spike","multistart_eb","matern05",0,4.08,354.961474571964,NA,354.961474571964,NA,NA,NA
"spike","multistart_eb","matern15",0,2.9,355.391056181812,NA,355.391056181812,NA,NA,NA
"spike","multistart_eb","matern25",0,2.61,355.484812961337,NA,355.484812961337,NA,NA,NA
"mixture","multistart_eb","rbf",0,4.25,309.316964920249,NA,309.316964920249,NA,NA,NA
"mixture","multistart_eb","matern05",0,3.49,306.952602370869,NA,306.952602370869,NA,NA,NA
"mixture","multistart_eb","matern15",0,3.59,308.709477575441,NA,308.709477575441,NA,NA,NA
"mixture","multistart_eb","matern25",0,3.53,309.095670796705,NA,309.095670796705,NA,NA,NA
"dipole","multistart_eb","rbf",0,4.53,296.068045377471,NA,296.068045377471,NA,NA,NA
"dipole","multistart_eb","matern05",0,3.62,291.796865658056,NA,291.796865658056,NA,NA,NA
"dipole","multistart_eb","matern15",0,3.55,294.122624294122,NA,294.122624294122,NA,NA,NA
"dipole","multistart_eb","matern25",0,3.49,294.805989145239,NA,294.805989145239,NA,NA,NA
"ring","multistart_eb","rbf",0,5.87,277.884847800416,NA,277.884847800416,NA,NA,NA
"ring","multistart_eb","matern05",0,4.57,277.959517961607,NA,277.959517961607,NA,NA,NA
"ring","multistart_eb","matern15",0,4.83000000000001,277.891148323179,NA,277.891148323179,NA,NA,NA
"ring","multistart_eb","matern25",0,4.02,277.861688206928,NA,277.861688206928,NA,NA,NA
"edge","multistart_eb","rbf",0,2.48,263.097011611427,NA,263.097011611427,NA,NA,NA
"edge","multistart_eb","matern05",0,3.73,268.94710807059,NA,268.94710807059,NA,NA,NA
"edge","multistart_eb","matern15",0,2.48,267.554385879281,NA,267.554385879281,NA,NA,NA
"edge","multistart_eb","matern25",0,3.64,266.427716242436,NA,266.427716242436,NA,NA,NA
"sine","multistart_eb","rbf",0,2.75999999999999,339.390503593822,NA,339.390503593822,NA,NA,NA
"sine","multistart_eb","matern05",0,4.09,281.577085550661,NA,281.577085550661,NA,NA,NA
"sine","multistart_eb","matern15",0,3.94999999999999,311.267895652437,NA,311.267895652437,NA,NA,NA
"sine","multistart_eb","matern25",0,2.26000000000001,322.808638350706,NA,322.808638350706,NA,NA,NA
