"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,2.99,355.358486358802,NA,355.358486358802,NA,NA,NA
"spike","multistart_eb","matern05",0,2.74,354.735595867077,NA,354.735595867077,NA,NA,NA
"spike","multistart_eb","matern15",0,2.72,355.153004134319,NA,355.153004134319,NA,NA,NA
"spike","multistart_eb","matern25",0,2.66,355.244501156245,NA,355.244501156245,NA,NA,NA
"mixture","multistart_eb","rbf",0,4.29,309.011316965503,NA,309.011316965503,NA,NA,NA
"mixture","multistart_eb","matern05",0,2.12,307.151518193359,NA,307.151518193359,NA,NA,NA
"mixture","multistart_eb","matern15",0,3.81,308.649744023877,NA,308.649744023877,NA,NA,NA
"mixture","multistart_eb","matern25",0,3.72,308.950922583196,NA,308.950922583196,NA,NA,NA
"dipole","multistart_eb","rbf",0,4.52,296.384651080469,NA,296.384651080469,NA,NA,NA
"dipole","multistart_eb","matern05",0,4.02,291.905676622685,NA,291.905676622685,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.33,294.298656509854,NA,294.298656509854,NA,NA,NA
"dipole","multistart_eb","matern25",0,3.68,295.015719593018,NA,295.015719593018,NA,NA,NA
"ring","multistart_eb","rbf",0,5.14,278.251585146208,NA,278.251585146208,NA,NA,NA
"ring","multistart_eb","matern05",0,4.77,278.273922782007,NA,278.273922782007,NA,NA,NA
"ring","multistart_eb","matern15",0,4.94,278.222640759733,NA,278.222640759733,NA,NA,NA
"ring","multistart_eb","matern25",0,4.08,278.201255440247,NA,278.201255440247,NA,NA,NA
"edge","multistart_eb","rbf",0,4.54000000000001,263.19312051448,NA,263.19312051448,NA,NA,NA
"edge","multistart_eb","matern05",0,4.33,268.565129912195,NA,268.565129912195,NA,NA,NA
"edge","multistart_eb","matern15",0,3.09,267.446831533547,NA,267.446831533547,NA,NA,NA
"edge","multistart_eb","matern25",0,3.28999999999999,266.397568344421,NA,266.397568344421,NA,NA,NA
"sine","multistart_eb","rbf",0,2.17,338.475468713647,NA,338.475468713647,NA,NA,NA
"sine","multistart_eb","matern05",0,4.27999999999999,281.300406429082,NA,281.300406429082,NA,NA,NA
"sine","multistart_eb","matern15",0,3.95999999999999,310.250434368128,NA,310.250434368128,NA,NA,NA
"sine","multistart_eb","matern25",0,2.28,321.342055221841,NA,321.342055221841,NA,NA,NA
