"source","source_label","budget","method","label","RMSE","MAE","Coverage95","CalibrationMAE","CRPS","NLPD","MeanSD","MeanVariance","LatentIntegratedVariance"
"edge","Moving-edge source",16,"uniform","Uniform",0.221267948620182,0.162296421487856,1,0.16265504164188,0.148113049274519,0.267544264991502,0.470834094002678,0.224506636028762,0.217259643833934
"edge","Moving-edge source",16,"random","Random",0.263734652806083,0.190463573334579,1,0.148972709696609,0.167362320151622,0.352372892938639,0.501714359978803,0.258088219385127,0.251423976490323
"edge","Moving-edge source",16,"max_source_variance","Max source variance",0.243933959583762,0.174749436159369,1,0.151724048185604,0.156137748587141,0.296485033356672,0.476374049877953,0.230748519152111,0.223600928619034
"edge","Moving-edge source",16,"variance_times_gradient","Variance x |gradient mean|",0.255268316110366,0.175823325534059,0.997620464009518,0.153954863176681,0.173195558143014,0.426668716053922,0.549669116459055,0.310385696216546,0.304794293327626
