"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,4.5,354.377035623033,NA,354.377035623033,NA,NA,NA
"spike","multistart_eb","matern05",0,5.36,353.906957500024,NA,353.906957500024,NA,NA,NA
"spike","multistart_eb","matern15",0,5.68,354.239269602461,NA,354.239269602461,NA,NA,NA
"spike","multistart_eb","matern25",0,5.32,354.305659177204,NA,354.305659177204,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.79,296.852985386583,NA,296.852985386583,NA,NA,NA
"mixture","multistart_eb","matern05",0,2.01,293.757939748365,NA,293.757939748365,NA,NA,NA
"mixture","multistart_eb","matern15",0,1.85,295.432858604288,NA,295.432858604288,NA,NA,NA
"mixture","multistart_eb","matern25",0,1.59,295.979022556012,NA,295.979022556012,NA,NA,NA
"dipole","multistart_eb","rbf",0,4.81,292.669673514787,NA,292.669673514787,NA,NA,NA
"dipole","multistart_eb","matern05",0,4.47,289.87468464781,NA,289.87468464781,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.32,291.571140560138,NA,291.571140560138,NA,NA,NA
"dipole","multistart_eb","matern25",0,4.51,292.001896119206,NA,292.001896119206,NA,NA,NA
"ring","multistart_eb","rbf",0,2.95,275.66799504214,NA,275.66799504214,NA,NA,NA
"ring","multistart_eb","matern05",0,2.42,276.201806956083,NA,276.201806956083,NA,NA,NA
"ring","multistart_eb","matern15",0,1.75,275.949605879509,NA,275.949605879509,NA,NA,NA
"ring","multistart_eb","matern25",0,2.03,275.848783475252,NA,275.848783475252,NA,NA,NA
"edge","multistart_eb","rbf",0,1.39,247.66888410957,NA,247.66888410957,NA,NA,NA
"edge","multistart_eb","matern05",0,2.35,252.642088500731,NA,252.642088500731,NA,NA,NA
"edge","multistart_eb","matern15",0,1.75,250.940224572533,NA,250.940224572533,NA,NA,NA
"edge","multistart_eb","matern25",0,1.48,250.026523341042,NA,250.026523341042,NA,NA,NA
"sine","multistart_eb","rbf",0,1.94,283.327144917217,NA,283.327144917217,NA,NA,NA
"sine","multistart_eb","matern05",0,2.27000000000001,267.999551923661,NA,267.999551923661,NA,NA,NA
"sine","multistart_eb","matern15",0,1.78,275.722032317375,NA,275.722032317375,NA,NA,NA
"sine","multistart_eb","matern25",0,1.78999999999999,278.492439468168,NA,278.492439468168,NA,NA,NA
