"source","source_label","RMSE","MAE","delta","tau","residual_norm","target_norm","discrepancy_ratio","discrepancy_status"
"spike","Hidden narrow spike",0.0554930605923959,0.0148338328529185,2.77980572076355e-05,1.05,0.00163824733883174,0.0016382473388318,1.04999999999996,"root located"
"mixture","Broad plus sharp source",0.101825633709977,0.0630019658438212,5.8128859208906e-05,1.05,0.0153838664133935,0.0153838664133935,1.05,"root located"
"dipole","Positive-negative dipole",0.106569932712181,0.0596427022329857,9.21302857146966e-06,1.05,0.00427263153032737,0.00427263153032749,1.04999999999997,"root located"
"ring","Ring-shaped source",0.228618255819066,0.147972570139573,5.05442995554393e-05,1.05,0.0125394842545056,0.0125394842545056,1.05,"root located"
"edge","Moving-edge source",0.423535024786458,0.331739469509948,2.3459700476944e-05,1.05,0.0361503228473582,0.0361503228473583,1.05,"root located"
"sine","Sine-cosine source",0.321310773895737,0.232074490575488,3.45550086306848e-05,1.05,0.0208242582951487,0.0208242582951895,1.04999999999794,"root located"
