"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-2.79373037494669,"ell",0.0611925165860165
"spike","multistart_eb","rbf","log_sigma_f",-2.82274811016134,"sigma_f",0.0594423638813707
"spike","multistart_eb","rbf","log_sigma_n",-8.66482356513282,"sigma_n",0.000172549990214249
"spike","multistart_eb","matern05","log_ell",-3.19548497732273,"ell",0.0409466623572307
"spike","multistart_eb","matern05","log_sigma_f",-2.48798907886957,"sigma_f",0.0830768597271242
"spike","multistart_eb","matern05","log_sigma_n",-8.81765254554183,"sigma_n",0.000148095600184479
"spike","multistart_eb","matern15","log_ell",-2.98668461057779,"ell",0.0504544358399589
"spike","multistart_eb","matern15","log_sigma_f",-2.63794483332051,"sigma_f",0.0715080796677353
"spike","multistart_eb","matern15","log_sigma_n",-8.73150905517222,"sigma_n",0.000161418682639939
"spike","multistart_eb","matern25","log_ell",-2.91981400641912,"ell",0.0539437195529255
"spike","multistart_eb","matern25","log_sigma_f",-2.69659816582875,"sigma_f",0.067434524057896
"spike","multistart_eb","matern25","log_sigma_n",-8.70709210342997,"sigma_n",0.000165408546760468
"mixture","multistart_eb","rbf","log_ell",-1.5128507521312,"ell",0.220281115160775
"mixture","multistart_eb","rbf","log_sigma_f",-1.42718617992369,"sigma_f",0.239983242756988
"mixture","multistart_eb","rbf","log_sigma_n",-6.24898800127909,"sigma_n",0.0019324087422069
"mixture","multistart_eb","matern05","log_ell",-1.42646119670845,"ell",0.240157289662845
"mixture","multistart_eb","matern05","log_sigma_f",-1.23176000474268,"sigma_f",0.291778593797604
"mixture","multistart_eb","matern05","log_sigma_n",-6.29359682032692,"sigma_n",0.00184810069182831
"mixture","multistart_eb","matern15","log_ell",-1.45336802614271,"ell",0.233781578174575
"mixture","multistart_eb","matern15","log_sigma_f",-1.35609561026238,"sigma_f",0.257664839507394
"mixture","multistart_eb","matern15","log_sigma_n",-6.27243642688412,"sigma_n",0.00188762391836135
"mixture","multistart_eb","matern25","log_ell",-1.47280630428522,"ell",0.229281148837156
"mixture","multistart_eb","matern25","log_sigma_f",-1.38427075966352,"sigma_f",0.250506412579897
"mixture","multistart_eb","matern25","log_sigma_n",-6.265286875128,"sigma_n",0.00190116794241919
"dipole","multistart_eb","rbf","log_ell",-3.13271924557464,"ell",0.0435990793108103
"dipole","multistart_eb","rbf","log_sigma_f",-1.03989401286294,"sigma_f",0.353492145593897
"dipole","multistart_eb","rbf","log_sigma_n",-12.05539585733,"sigma_n",5.81310412289455e-06
"dipole","multistart_eb","matern05","log_ell",-3.29207161131247,"ell",0.0371767537840164
"dipole","multistart_eb","matern05","log_sigma_f",-0.94730367482439,"sigma_f",0.387785210113253
"dipole","multistart_eb","matern05","log_sigma_n",-12.05539585733,"sigma_n",5.81310412289455e-06
"dipole","multistart_eb","matern15","log_ell",-3.20714587904457,"ell",0.040471960456768
"dipole","multistart_eb","matern15","log_sigma_f",-0.986432211981615,"sigma_f",0.372904765623744
"dipole","multistart_eb","matern15","log_sigma_n",-12.05539585733,"sigma_n",5.81310412289455e-06
"dipole","multistart_eb","matern25","log_ell",-3.18101696890639,"ell",0.0415433853001531
"dipole","multistart_eb","matern25","log_sigma_f",-1.00132056325279,"sigma_f",0.367393953728964
"dipole","multistart_eb","matern25","log_sigma_n",-12.05539585733,"sigma_n",5.81310412289455e-06
"ring","multistart_eb","rbf","log_ell",-1.15505964861287,"ell",0.315038744718833
"ring","multistart_eb","rbf","log_sigma_f",-1.7730704089771,"sigma_f",0.169810798965882
"ring","multistart_eb","rbf","log_sigma_n",-6.29153464305694,"sigma_n",0.00185191573536368
"ring","multistart_eb","matern05","log_ell",-0.918332909151709,"ell",0.399183962619083
"ring","multistart_eb","matern05","log_sigma_f",-1.70146730571916,"sigma_f",0.182415668034487
"ring","multistart_eb","matern05","log_sigma_n",-6.28483672070091,"sigma_n",0.00186436135654314
"ring","multistart_eb","matern15","log_ell",-1.00335387353059,"ell",0.366647686780085
"ring","multistart_eb","matern15","log_sigma_f",-1.76954722808657,"sigma_f",0.170410128280652
"ring","multistart_eb","matern15","log_sigma_n",-6.28560866749627,"sigma_n",0.00186292272411385
"ring","multistart_eb","matern25","log_ell",-1.04576308105901,"ell",0.351423552379841
"ring","multistart_eb","matern25","log_sigma_f",-1.77487146643661,"sigma_f",0.169505235211238
"ring","multistart_eb","matern25","log_sigma_n",-6.28698090645286,"sigma_n",0.00186036810215546
"edge","multistart_eb","rbf","log_ell",-0.459518262970877,"ell",0.631587831477787
"edge","multistart_eb","rbf","log_sigma_f",-0.338846160541196,"sigma_f",0.712592065435011
"edge","multistart_eb","rbf","log_sigma_n",-5.10815681381834,"sigma_n",0.00604721880783699
"edge","multistart_eb","matern05","log_ell",0.182321556793955,"ell",1.2
"edge","multistart_eb","matern05","log_sigma_f",-0.345996916558304,"sigma_f",0.707514668683368
"edge","multistart_eb","matern05","log_sigma_n",-5.11281013226295,"sigma_n",0.00601914454292575
"edge","multistart_eb","matern15","log_ell",-0.0658288400054359,"ell",0.93629110615837
"edge","multistart_eb","matern15","log_sigma_f",-0.293341106306697,"sigma_f",0.745767711236307
"edge","multistart_eb","matern15","log_sigma_n",-5.10851277479638,"sigma_n",0.00604506661698645
"edge","multistart_eb","matern25","log_ell",-0.206122130746999,"ell",0.813733688310669
"edge","multistart_eb","matern25","log_sigma_f",-0.300723628938502,"sigma_f",0.740282337092884
"edge","multistart_eb","matern25","log_sigma_n",-5.10804496089185,"sigma_n",0.00604789524478779
"sine","multistart_eb","rbf","log_ell",-1.51400317209977,"ell",0.220027405023358
"sine","multistart_eb","rbf","log_sigma_f",-0.680328201257538,"sigma_f",0.506450747314015
"sine","multistart_eb","rbf","log_sigma_n",-6.14829399487872,"sigma_n",0.00213712460732957
"sine","multistart_eb","matern05","log_ell",-1.66754853681012,"ell",0.18870911250481
"sine","multistart_eb","matern05","log_sigma_f",-0.538982054246145,"sigma_f",0.583341760511354
"sine","multistart_eb","matern05","log_sigma_n",-6.21617209227165,"sigma_n",0.00199687445710312
"sine","multistart_eb","matern15","log_ell",-1.49836848522351,"ell",0.223494497431806
"sine","multistart_eb","matern15","log_sigma_f",-0.650193744825852,"sigma_f",0.521944642890309
"sine","multistart_eb","matern15","log_sigma_n",-6.16956456381919,"sigma_n",0.00209214679861517
"sine","multistart_eb","matern25","log_ell",-1.47697905056135,"ell",0.228326410103717
"sine","multistart_eb","matern25","log_sigma_f",-0.663310525015099,"sigma_f",0.515143114332675
"sine","multistart_eb","matern25","log_sigma_n",-6.15899228930998,"sigma_n",0.00211438288477136
