"source","source_label","RMSE","MAE","delta","tau","residual_norm","target_norm","discrepancy_ratio","discrepancy_status"
"spike","Hidden narrow spike",0.0470845305451942,0.00963501959443592,8.93105804631577e-08,1.05,1.63824733885062e-05,1.6382473388318e-05,1.05000000001206,"root located"
"mixture","Broad plus sharp source",0.0481755926131947,0.018726529912086,3.98735688781879e-07,1.05,0.000153838664133935,0.000153838664133935,1.05,"root located"
"dipole","Positive-negative dipole",0.0559477588501731,0.0252327862187005,6.60715094943661e-08,1.05,4.27263153031523e-05,4.27263153032749e-05,1.04999999999699,"root located"
"ring","Ring-shaped source",0.172940249656217,0.101228690469052,1.54337068212578e-07,1.05,0.000125394842544822,0.000125394842545056,1.04999999999804,"root located"
"edge","Moving-edge source",0.27528431707891,0.163160617328206,2.42459178398467e-07,1.05,0.000361503228473546,0.000361503228473583,1.04999999999989,"root located"
"sine","Sine-cosine source",0.177051333622246,0.0877196887542361,1.70657367561208e-07,1.05,0.000208242582951909,0.000208242582951895,1.05000000000007,"root located"
