"source","source_label","hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","rbf","RBF",0.04398691430774,0.0104314621657721,0.932183224271267,0.0891957234658641,0.134861317668055,0.0127819243322383,-0.513931041123285
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0454144485107993,0.0100176297247046,0.969660916121356,0.156589167953341,0.155395969660916,0.0152588580686561,-1.63788051736792
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0442610705860237,0.0103131279693267,0.957168352171327,0.118854090302974,0.14081759369423,0.0138074265904817,-1.41761886466723
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0440976026189508,0.0103415541108116,0.94883997620464,0.107716383278925,0.136571609161214,0.0134110252891401,-1.21622908925959
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","rbf","RBF",0.0631886739318959,0.0237488142543273,0.889946460440214,0.103237385268461,0.0833889797739441,0.0208669277599065,2.85599022909131
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0481289163666061,0.0176786447603354,0.984533016061868,0.281586360688652,0.164142251635931,0.0232343400749233,-1.44021384134678
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0557862290121261,0.0192100001467364,0.938132064247472,0.152234241158945,0.123632882212968,0.0194378374966233,-0.806500289210821
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0587632112603245,0.0206875161571888,0.923854848304581,0.128772223931579,0.108017177275431,0.0196294047398338,0.095593030994634
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","rbf","RBF",0.0346113124219654,0.0166636638336699,0.960737656157049,0.19287281772879,0.122822352766211,0.0187832926230028,-1.45933788109361
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0403329437981565,0.0161744004460543,0.991076740035693,0.47700741559491,0.177304060083284,0.0331111461533247,-1.13246498340071
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0327820979224457,0.0136742517311546,0.980963712076145,0.302738270959085,0.167814173111243,0.0227419963068924,-1.53809019833223
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0326943396338879,0.0141588837770602,0.979773944080904,0.257729785094152,0.155619051160024,0.0206432160428315,-1.62739542527151
"ring","Ring-shaped source","multistart_eb","Multi-start EB","rbf","RBF",0.161248053233886,0.102668844673517,0.690065437239738,0.27927026088334,0.170331276026175,0.0890206501079071,2.46472824266003
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.159210280000285,0.0974201028575946,0.892325996430696,0.562471793220274,0.0636834473527662,0.0836206109369835,-0.352430870181671
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.158773722947617,0.0990695418119452,0.773944080904224,0.380327144893626,0.115587076145152,0.0844627996408237,0.277577809497799
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.159553454139531,0.100167592263285,0.738251041046996,0.338367000786799,0.137895226055919,0.0858537484361472,0.795207146784092
"edge","Moving-edge source","multistart_eb","Multi-start EB","rbf","RBF",0.187201958390581,0.122356550060489,0.712671029149316,0.268018759237474,0.205429431885782,0.101504184765812,4.51720226441516
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.168186103439926,0.0981117661343347,0.895300416418798,0.575488366069871,0.0963277067221892,0.0835719091366406,-0.358040610772675
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.177216046677185,0.108188426394414,0.806067816775729,0.339841159764588,0.0911373438429506,0.0891402984717772,0.909261250020158
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.180810618677808,0.112890565666709,0.785246876859013,0.301051735100077,0.131738176680547,0.0931945330578478,1.97706014469547
"sine","Sine-cosine source","multistart_eb","Multi-start EB","rbf","RBF",0.042944803808468,0.0312349376974504,0.264128494943486,0.0309934371028532,0.585634666864961,0.0278830509936825,17.6532908153228
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0560712977211497,0.0406642135749662,1,0.450860201228649,0.164885856632957,0.0359744846836979,-1.16336191164325
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0432354555913508,0.0332274294367583,0.806662700773349,0.108871228514794,0.15709510707912,0.024335999363311,-1.11474615978614
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0419329585354417,0.0315503391541427,0.522903033908388,0.0619249649237466,0.393412775133849,0.0254423679685245,2.09774503775744
