"budget","method","label","RMSE","RMSE_uniform","RMSE_difference","relative_RMSE_gain_percent"
16,"random","Random",0.202067729794136,0.222106934396942,-0.0200392046028063,9.0223228091532
16,"max_source_variance","Max source variance",0.211319769998183,0.222106934396942,-0.0107871643987596,4.85674363479399
16,"variance_times_gradient","Variance x |gradient mean|",0.247357331134812,0.222106934396942,0.0252503967378695,-11.3685764951142
