"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-2.61660208841093,"ell",0.0730506612789502
"spike","multistart_eb","rbf","log_sigma_f",-3.11049556904032,"sigma_f",0.0445788579634792
"spike","multistart_eb","rbf","log_sigma_n",-17.6191689896438,"sigma_n",2.22890794398885e-08
"spike","multistart_eb","matern05","log_ell",-2.64948391676491,"ell",0.070687684377337
"spike","multistart_eb","matern05","log_sigma_f",-2.96184557846503,"sigma_f",0.0517233694926018
"spike","multistart_eb","matern05","log_sigma_n",-16.8787154982201,"sigma_n",4.67376635078368e-08
"spike","multistart_eb","matern15","log_ell",-2.61329008574112,"ell",0.0732930063663948
"spike","multistart_eb","matern15","log_sigma_f",-3.04200987863796,"sigma_f",0.0477388437241576
"spike","multistart_eb","matern15","log_sigma_n",-16.4573657806069,"sigma_n",7.12290012448214e-08
"spike","multistart_eb","matern25","log_ell",-2.60840710088247,"ell",0.0736517702130927
"spike","multistart_eb","matern25","log_sigma_f",-3.06672018368887,"sigma_f",0.0465736576722151
"spike","multistart_eb","matern25","log_sigma_n",-16.545863621189,"sigma_n",6.5196267199833e-08
"mixture","multistart_eb","rbf","log_ell",-1.56790893568854,"ell",0.208480673374197
"mixture","multistart_eb","rbf","log_sigma_f",-1.69098441581555,"sigma_f",0.184337969432545
"mixture","multistart_eb","rbf","log_sigma_n",-8.74036943997952,"sigma_n",0.000159994768525676
"mixture","multistart_eb","matern05","log_ell",-0.928254761808282,"ell",0.395242901802297
"mixture","multistart_eb","matern05","log_sigma_f",-1.62620305000164,"sigma_f",0.196674923053909
"mixture","multistart_eb","matern05","log_sigma_n",-10.3559705557134,"sigma_n",3.18023441427729e-05
"mixture","multistart_eb","matern15","log_ell",-1.22439087862008,"ell",0.293936688926674
"mixture","multistart_eb","matern15","log_sigma_f",-1.65083560750105,"sigma_f",0.191889497306317
"mixture","multistart_eb","matern15","log_sigma_n",-8.96870909264343,"sigma_n",0.000127332460515014
"mixture","multistart_eb","matern25","log_ell",-1.34001748349132,"ell",0.261841090643871
"mixture","multistart_eb","matern25","log_sigma_f",-1.66293547551424,"sigma_f",0.189581650195486
"mixture","multistart_eb","matern25","log_sigma_n",-8.86439851150924,"sigma_n",0.000141332044363832
"dipole","multistart_eb","rbf","log_ell",-2.3000779962053,"ell",0.100251024218396
"dipole","multistart_eb","rbf","log_sigma_f",-1.79519773454213,"sigma_f",0.166094606458598
"dipole","multistart_eb","rbf","log_sigma_n",-16.6605660433181,"sigma_n",5.81310412289456e-08
"dipole","multistart_eb","matern05","log_ell",-2.16761999584705,"ell",0.11444968374493
"dipole","multistart_eb","matern05","log_sigma_f",-1.66017848853159,"sigma_f",0.190105045502723
"dipole","multistart_eb","matern05","log_sigma_n",-16.5647437281184,"sigma_n",6.39769017991576e-08
"dipole","multistart_eb","matern15","log_ell",-2.17886302584116,"ell",0.113170129032335
"dipole","multistart_eb","matern15","log_sigma_f",-1.74066832735789,"sigma_f",0.175403134721764
"dipole","multistart_eb","matern15","log_sigma_n",-16.3825036817547,"sigma_n",7.67660246722616e-08
"dipole","multistart_eb","matern25","log_ell",-2.2044759683757,"ell",0.110308315206886
"dipole","multistart_eb","matern25","log_sigma_f",-1.76068220097943,"sigma_f",0.171927534674024
"dipole","multistart_eb","matern25","log_sigma_n",-16.612464424225,"sigma_n",6.09955806215341e-08
"ring","multistart_eb","rbf","log_ell",-2.11152347230603,"ell",0.121053404372372
"ring","multistart_eb","rbf","log_sigma_f",-1.55727378621233,"sigma_f",0.210709728656496
"ring","multistart_eb","rbf","log_sigma_n",-8.16864653526638,"sigma_n",0.000283401330691194
"ring","multistart_eb","matern05","log_ell",-1.90925320437568,"ell",0.14819101368299
"ring","multistart_eb","matern05","log_sigma_f",-1.4163552760583,"sigma_f",0.242596605179762
"ring","multistart_eb","matern05","log_sigma_n",-8.51695864091269,"sigma_n",0.000200046915602533
"ring","multistart_eb","matern15","log_ell",-1.99605885774356,"ell",0.135869711276876
"ring","multistart_eb","matern15","log_sigma_f",-1.5101571346954,"sigma_f",0.220875268064416
"ring","multistart_eb","matern15","log_sigma_n",-8.27303877124836,"sigma_n",0.000255308287802724
"ring","multistart_eb","matern25","log_ell",-2.02971087877602,"ell",0.131373498524888
"ring","multistart_eb","matern25","log_sigma_f",-1.5315297044489,"sigma_f",0.216204684959501
"ring","multistart_eb","matern25","log_sigma_n",-8.22823311053728,"sigma_n",0.000267007686780787
"edge","multistart_eb","rbf","log_ell",-1.649831340446,"ell",0.192082302404371
"edge","multistart_eb","rbf","log_sigma_f",-0.698274842876651,"sigma_f",0.497442730851142
"edge","multistart_eb","rbf","log_sigma_n",-7.9307310606126,"sigma_n",0.000359523483375473
"edge","multistart_eb","matern05","log_ell",-0.0320891850651296,"ell",0.968420209608221
"edge","multistart_eb","matern05","log_sigma_f",-0.471757776711656,"sigma_f",0.623904618844716
"edge","multistart_eb","matern05","log_sigma_n",-8.58885461087578,"sigma_n",0.000186169201761475
"edge","multistart_eb","matern15","log_ell",-1.06334805605648,"ell",0.34529779648534
"edge","multistart_eb","matern15","log_sigma_f",-0.61776941110016,"sigma_f",0.539145709760002
"edge","multistart_eb","matern15","log_sigma_n",-8.11815059755561,"sigma_n",0.000298079419804355
"edge","multistart_eb","matern25","log_ell",-1.29181368196954,"ell",0.27477198190381
"edge","multistart_eb","matern25","log_sigma_f",-0.654410975043014,"sigma_f",0.519748117053631
