"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.92,355.852548896393,NA,355.852548896393,NA,NA,NA
"spike","multistart_eb","matern05",0,3.57,355.105237604059,NA,355.105237604059,NA,NA,NA
"spike","multistart_eb","matern15",0,3.4,355.584255544483,NA,355.584255544483,NA,NA,NA
"spike","multistart_eb","matern25",0,2.99,355.696286089651,NA,355.696286089651,NA,NA,NA
"mixture","multistart_eb","rbf",0,4.44,309.073988320502,NA,309.073988320502,NA,NA,NA
"mixture","multistart_eb","matern05",0,3.33,307.164809873361,NA,307.164809873361,NA,NA,NA
"mixture","multistart_eb","matern15",0,3.6,308.705922256824,NA,308.705922256824,NA,NA,NA
"mixture","multistart_eb","matern25",0,3.61,309.005102706865,NA,309.005102706865,NA,NA,NA
"dipole","multistart_eb","rbf",0,2.61,296.317053026129,NA,296.317053026129,NA,NA,NA
"dipole","multistart_eb","matern05",0,4.27,291.900514334101,NA,291.900514334101,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.25,294.271521717271,NA,294.271521717271,NA,NA,NA
"dipole","multistart_eb","matern25",0,4.09,294.978646288123,NA,294.978646288123,NA,NA,NA
"ring","multistart_eb","rbf",0,5.46,277.725767078795,NA,277.725767078795,NA,NA,NA
"ring","multistart_eb","matern05",0,4.75,277.744238391631,NA,277.744238391631,NA,NA,NA
"ring","multistart_eb","matern15",0,4.19,277.699090546035,NA,277.699090546035,NA,NA,NA
"ring","multistart_eb","matern25",0,3.83,277.678683800009,NA,277.678683800009,NA,NA,NA
"edge","multistart_eb","rbf",0,4.00000000000001,261.645447584614,NA,261.645447584614,NA,NA,NA
"edge","multistart_eb","matern05",0,4.44,266.864990794472,NA,266.864990794472,NA,NA,NA
"edge","multistart_eb","matern15",0,2.97,265.729633811978,NA,265.729633811978,NA,NA,NA
"edge","multistart_eb","matern25",0,3.48,264.714767353188,NA,264.714767353188,NA,NA,NA
"sine","multistart_eb","rbf",0,2.92999999999999,344.029353201483,NA,344.029353201483,NA,NA,NA
"sine","multistart_eb","matern05",0,4.44999999999999,281.325347538947,NA,281.325347538947,NA,NA,NA
"sine","multistart_eb","matern15",0,4.23999999999999,311.070935116554,NA,311.070935116554,NA,NA,NA
"sine","multistart_eb","matern25",0,3.28,324.838257307777,NA,324.838257307777,NA,NA,NA
