"source","source_label","hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","rbf","RBF",0.0574813714941631,0.0224900569989844,0.989886972040452,0.418733504274311,0.174850163593099,0.0317901669511087,-1.16600349397013
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0579854646575835,0.0140685482692252,0.991076740035693,0.432389329014367,0.184145226055919,0.0311000587220069,-1.14684137335875
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0578862467858885,0.0162895293016962,0.990481856038073,0.43037829704288,0.181914411064842,0.0313401161015526,-1.14933049303705
"spike","Hidden narrow spike","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0577117562906965,0.0177674622409259,0.990481856038073,0.427788464276954,0.180352840571089,0.0314211236277134,-1.15371600941033
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","rbf","RBF",0.0891265040203406,0.0575290619738922,0.98691255205235,0.421120040541661,0.109812983343248,0.0443057298528885,-0.811267044009337
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0898877095700735,0.0610984346747278,0.992266508030934,0.760062120817035,0.18503755205235,0.0584399180932525,-0.606773400903609
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0884022694462115,0.0586763098859175,0.989292088042832,0.536629703288453,0.159011377156454,0.0481194054802016,-0.817884758321184
"mixture","Broad plus sharp source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0883008689199257,0.0580332625534956,0.988697204045211,0.48794784659021,0.145208581201666,0.0461978786297982,-0.84156101997462
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","rbf","RBF",0.0909457653012525,0.0685742048234191,0.977394408090422,0.480344290427598,0.0831919244497323,0.0525177725268778,-0.875865523857121
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0981897307647867,0.0733367525532166,0.998810232004759,1.00444970066779,0.177973304580607,0.0745574705655129,-0.365303791553467
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0972451945402853,0.0746233969266005,0.992266508030934,0.712291644118113,0.142875148720999,0.0623152148100903,-0.632381820868979
"dipole","Positive-negative dipole","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0954421472742294,0.0733391642817238,0.988102320047591,0.626705951406628,0.12398758179655,0.0587302635923229,-0.722135375095787
"ring","Ring-shaped source","multistart_eb","Multi-start EB","rbf","RBF",0.231124091717458,0.164841285899415,0.462224866151101,0.229647797788604,0.426428837001785,0.144218658042,17.8153258372523
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.226091558870426,0.160440346293107,0.803688280785247,0.500178528935435,0.144751264128495,0.125654105243144,0.794446806432026
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.229779185539494,0.163854430907847,0.581201665675193,0.316149722108924,0.324331870910173,0.136887291500605,5.11270682358524
"ring","Ring-shaped source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.230783450312942,0.164803681758212,0.529446757882213,0.276932142985327,0.374079045211184,0.14041269701638,8.479911066495
"edge","Moving-edge source","multistart_eb","Multi-start EB","rbf","RBF",0.291240296859961,0.23406678163553,0.527662105889352,0.392019508780973,0.400774464604402,0.193643134512206,8.52173735677699
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.272119931907952,0.211806848019979,0.91017251635931,1.06170914796904,0.0242723825104105,0.154612094858462,0.180869587697264
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.282881316805604,0.223795866106534,0.671624033313504,0.546108699398232,0.273246207614515,0.175995773864049,2.37529343338637
"edge","Moving-edge source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.288105071466368,0.230181833580292,0.597263533610946,0.446424646899793,0.352514500297442,0.186916929496853,5.24044153359183
"sine","Sine-cosine source","multistart_eb","Multi-start EB","rbf","RBF",0.222796151284609,0.162043467785296,0.928613920285544,0.795788916283981,0.026816998810232,0.117285838105191,-0.222967360207925
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern05","Matern 0.5",0.259241741108618,0.198714335181013,1,1.81484493667926,0.143321311719215,0.160477284433881,0.293390692417616
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern15","Matern 1.5",0.239606116851614,0.181036891438854,0.986317668054729,1.14995932079543,0.0775122694824509,0.132317324976857,-0.0255249420390857
"sine","Sine-cosine source","multistart_eb","Multi-start EB","matern25","Matern 2.5",0.232479199018588,0.173825173721077,0.964901844140393,0.997833727198471,0.0536425490779298,0.125756929412853,-0.109803602178972
