"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,8.9,329.990881907852,NA,329.990881907852,NA,NA,NA
"spike","multistart_eb","matern05",0,7.1,329.990484953056,NA,329.990484953056,NA,NA,NA
"spike","multistart_eb","matern15",0,7.09,329.990938489512,NA,329.990938489512,NA,NA,NA
"spike","multistart_eb","matern25",0,7.54,329.990931849058,NA,329.990931849058,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.83,216.523062080822,NA,216.523062080822,NA,NA,NA
"mixture","multistart_eb","matern05",0,2.02,216.471663819838,NA,216.471663819838,NA,NA,NA
"mixture","multistart_eb","matern15",0,1.89,216.506813217162,NA,216.506813217162,NA,NA,NA
"mixture","multistart_eb","matern25",0,1.84,216.515745842021,NA,216.515745842021,NA,NA,NA
"dipole","multistart_eb","rbf",0,2.24,266.530030574803,NA,266.530030574803,NA,NA,NA
"dipole","multistart_eb","matern05",0,3.03,266.399484397238,NA,266.399484397238,NA,NA,NA
"dipole","multistart_eb","matern15",0,2.63,266.467781379612,NA,266.467781379612,NA,NA,NA
"dipole","multistart_eb","matern25",0,2.63,266.488381609117,NA,266.488381609117,NA,NA,NA
"ring","multistart_eb","rbf",0,2.63,230.05152044886,NA,230.05152044886,NA,NA,NA
"ring","multistart_eb","matern05",0,2.33000000000001,229.743973238556,NA,229.743973238556,NA,NA,NA
"ring","multistart_eb","matern15",0,2.49,229.79961514408,NA,229.79961514408,NA,NA,NA
"ring","multistart_eb","matern25",0,2.7,229.850870857876,NA,229.850870857876,NA,NA,NA
"edge","multistart_eb","rbf",0,2.33,182.756889270667,NA,182.756889270667,NA,NA,NA
"edge","multistart_eb","matern05",0,2.14999999999999,181.375884877939,NA,181.375884877939,NA,NA,NA
"edge","multistart_eb","matern15",0,1.92,182.178238777206,NA,182.178238777206,NA,NA,NA
"edge","multistart_eb","matern25",0,2.16999999999999,182.471190684462,NA,182.471190684462,NA,NA,NA
"sine","multistart_eb","rbf",0,1.41,204.918381296904,NA,204.918381296904,NA,NA,NA
"sine","multistart_eb","matern05",0,1.58,203.99880885287,NA,203.99880885287,NA,NA,NA
"sine","multistart_eb","matern15",0,1.56,204.305502273325,NA,204.305502273325,NA,NA,NA
"sine","multistart_eb","matern25",0,1.55,204.459454473246,NA,204.459454473246,NA,NA,NA
