"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-3.83403696100996,"ell",0.0216221514215929
"spike","multistart_eb","rbf","log_sigma_f",-2.18981593593064,"sigma_f",0.111937350365471
"spike","multistart_eb","rbf","log_sigma_n",-13.0139988036557,"sigma_n",2.22890794398885e-06
"spike","multistart_eb","matern05","log_ell",-4.19970507787993,"ell",0.015
"spike","multistart_eb","matern05","log_sigma_f",-2.19370032334027,"sigma_f",0.111503385720102
"spike","multistart_eb","matern05","log_sigma_n",-13.0139988036557,"sigma_n",2.22890794398885e-06
"spike","multistart_eb","matern15","log_ell",-4.08517167947622,"ell",0.0168202513761243
"spike","multistart_eb","matern15","log_sigma_f",-2.18975394328072,"sigma_f",0.111944289873543
"spike","multistart_eb","matern15","log_sigma_n",-13.0139988036557,"sigma_n",2.22890794398885e-06
"spike","multistart_eb","matern25","log_ell",-4.01278242786543,"ell",0.0180830105010519
"spike","multistart_eb","matern25","log_sigma_f",-2.18983735762657,"sigma_f",0.111934952503272
"spike","multistart_eb","matern25","log_sigma_n",-13.0139988036557,"sigma_n",2.22890794398885e-06
"mixture","multistart_eb","rbf","log_ell",-1.49745012572507,"ell",0.223699840001088
"mixture","multistart_eb","rbf","log_sigma_f",-1.43930076359228,"sigma_f",0.237093485131222
"mixture","multistart_eb","rbf","log_sigma_n",-6.06159725341695,"sigma_n",0.00233067523393355
"mixture","multistart_eb","matern05","log_ell",-1.44668989306442,"ell",0.235348027321175
"mixture","multistart_eb","matern05","log_sigma_f",-1.23834134910348,"sigma_f",0.289864603617508
"mixture","multistart_eb","matern05","log_sigma_n",-6.08823858472867,"sigma_n",0.00226940275704743
"mixture","multistart_eb","matern15","log_ell",-1.43150949138829,"ell",0.238947959989733
"mixture","multistart_eb","matern15","log_sigma_f",-1.36967261209267,"sigma_f",0.254190164717965
"mixture","multistart_eb","matern15","log_sigma_n",-6.07400071672686,"sigma_n",0.00230194533265089
"mixture","multistart_eb","matern25","log_ell",-1.44505282110095,"ell",0.235733624517423
"mixture","multistart_eb","matern25","log_sigma_f",-1.39843213022876,"sigma_f",0.24698389911977
"mixture","multistart_eb","matern25","log_sigma_n",-6.06963224564957,"sigma_n",0.00231202331090939
"dipole","multistart_eb","rbf","log_ell",-2.48352322896914,"ell",0.0834486981822391
"dipole","multistart_eb","rbf","log_sigma_f",-1.59009472975995,"sigma_f",0.203906294824925
"dipole","multistart_eb","rbf","log_sigma_n",-7.61888034095568,"sigma_n",0.000491091378306105
"dipole","multistart_eb","matern05","log_ell",-2.91764719665965,"ell",0.0540607320570508
"dipole","multistart_eb","matern05","log_sigma_f",-1.19610462558292,"sigma_f",0.302369764261651
"dipole","multistart_eb","matern05","log_sigma_n",-8.1418069516993,"sigma_n",0.000291110699726586
"dipole","multistart_eb","matern15","log_ell",-2.69212834370784,"ell",0.0677366190376839
"dipole","multistart_eb","matern15","log_sigma_f",-1.38799179273402,"sigma_f",0.249576002052032
"dipole","multistart_eb","matern15","log_sigma_n",-7.8131400958374,"sigma_n",0.000404386240516223
"dipole","multistart_eb","matern25","log_ell",-2.62071443501859,"ell",0.0727508684882782
"dipole","multistart_eb","matern25","log_sigma_f",-1.45560473576568,"sigma_f",0.233259261022657
"dipole","multistart_eb","matern25","log_sigma_n",-7.74352594505067,"sigma_n",0.000433540237903763
"ring","multistart_eb","rbf","log_ell",-1.09340923960221,"ell",0.335072202810726
"ring","multistart_eb","rbf","log_sigma_f",-1.74957451585057,"sigma_f",0.173847897240935
"ring","multistart_eb","rbf","log_sigma_n",-6.29915821005011,"sigma_n",0.00183785121073001
"ring","multistart_eb","matern05","log_ell",-1.1761596567704,"ell",0.308461063237623
"ring","multistart_eb","matern05","log_sigma_f",-1.58207911471043,"sigma_f",0.205547297225983
"ring","multistart_eb","matern05","log_sigma_n",-6.33538936887236,"sigma_n",0.00177245556519726
"ring","multistart_eb","matern15","log_ell",-1.07023968740614,"ell",0.342926312449023
"ring","multistart_eb","matern15","log_sigma_f",-1.72067864446376,"sigma_f",0.178944666887441
"ring","multistart_eb","matern15","log_sigma_n",-6.31030864379498,"sigma_n",0.00181747220111684
"ring","multistart_eb","matern25","log_ell",-1.05872404725803,"ell",0.346898153715834
"ring","multistart_eb","matern25","log_sigma_f",-1.74142072158403,"sigma_f",0.175271212051104
"ring","multistart_eb","matern25","log_sigma_n",-6.30398960687911,"sigma_n",0.00182899323764038
"edge","multistart_eb","rbf","log_ell",-0.092779830047191,"ell",0.911394139812687
"edge","multistart_eb","rbf","log_sigma_f",-0.00358601325698667,"sigma_f",0.996420408809721
"edge","multistart_eb","rbf","log_sigma_n",-5.32963857901807,"sigma_n",0.00484582107720607
"edge","multistart_eb","matern05","log_ell",0.182321556793955,"ell",1.2
"edge","multistart_eb","matern05","log_sigma_f",-0.271837845595003,"sigma_f",0.761977809130898
"edge","multistart_eb","matern05","log_sigma_n",-5.34468523890348,"sigma_n",0.0047734534663478
"edge","multistart_eb","matern15","log_ell",0.182321556793955,"ell",1.2
"edge","multistart_eb","matern15","log_sigma_f",-0.102568221635655,"sigma_f",0.902516576495581
"edge","multistart_eb","matern15","log_sigma_n",-5.32874423288781,"sigma_n",0.00485015685708939
"edge","multistart_eb","matern25","log_ell",0.182321556793955,"ell",1.2
"edge","multistart_eb","matern25","log_sigma_f",0.022633596291188,"sigma_f",1.02289167957126
