"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,5.38,352.364606171872,NA,352.364606171872,NA,NA,NA
"spike","multistart_eb","matern05",0,5.44,351.961944387848,NA,351.961944387848,NA,NA,NA
"spike","multistart_eb","matern15",0,5.39,352.235027358672,NA,352.235027358672,NA,NA,NA
"spike","multistart_eb","matern25",0,6.02,352.292944720603,NA,352.292944720603,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.77,297.685885271497,NA,297.685885271497,NA,NA,NA
"mixture","multistart_eb","matern05",0,1.91,296.15625611339,NA,296.15625611339,NA,NA,NA
"mixture","multistart_eb","matern15",0,1.84,297.296105383793,NA,297.296105383793,NA,NA,NA
"mixture","multistart_eb","matern25",0,1.65,297.554796731232,NA,297.554796731232,NA,NA,NA
"dipole","multistart_eb","rbf",0,4.82,296.10562767673,NA,296.10562767673,NA,NA,NA
"dipole","multistart_eb","matern05",0,3.96,291.287648298359,NA,291.287648298359,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.41999999999999,293.69077605348,NA,293.69077605348,NA,NA,NA
"dipole","multistart_eb","matern25",0,4.41,294.44835394435,NA,294.44835394435,NA,NA,NA
"ring","multistart_eb","rbf",0,3.03,278.021412900051,NA,278.021412900051,NA,NA,NA
"ring","multistart_eb","matern05",0,2.58,278.189627756962,NA,278.189627756962,NA,NA,NA
"ring","multistart_eb","matern15",0,2.09,278.048071489999,NA,278.048071489999,NA,NA,NA
"ring","multistart_eb","matern25",0,2.13,278.005657601148,NA,278.005657601148,NA,NA,NA
"edge","multistart_eb","rbf",0,1.56,253.145338914641,NA,253.145338914641,NA,NA,NA
"edge","multistart_eb","matern05",0,2.43,257.753005187896,NA,257.753005187896,NA,NA,NA
"edge","multistart_eb","matern15",0,1.83000000000001,256.534922777373,NA,256.534922777373,NA,NA,NA
"edge","multistart_eb","matern25",0,1.44,255.677535605105,NA,255.677535605105,NA,NA,NA
"sine","multistart_eb","rbf",0,1.50999999999999,280.868698736922,NA,280.868698736922,NA,NA,NA
"sine","multistart_eb","matern05",0,2.65000000000001,266.954276887033,NA,266.954276887033,NA,NA,NA
"sine","multistart_eb","matern15",0,1.91,274.425993827902,NA,274.425993827902,NA,NA,NA
"sine","multistart_eb","matern25",0,1.78,277.004657918665,NA,277.004657918665,NA,NA,NA
