"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.06,355.528813602782,NA,355.528813602782,NA,NA,NA
"spike","multistart_eb","matern05",0,3.56,354.932007857451,NA,354.932007857451,NA,NA,NA
"spike","multistart_eb","matern15",0,6.39,355.337884967163,NA,355.337884967163,NA,NA,NA
"spike","multistart_eb","matern25",0,6.55,355.425153507203,NA,355.425153507203,NA,NA,NA
"mixture","multistart_eb","rbf",0,10.49,309.039548952226,NA,309.039548952226,NA,NA,NA
"mixture","multistart_eb","matern05",0,11.47,307.396452964333,NA,307.396452964333,NA,NA,NA
"mixture","multistart_eb","matern15",0,8.57,308.759798528542,NA,308.759798528542,NA,NA,NA
"mixture","multistart_eb","matern25",0,9.92,309.022637374863,NA,309.022637374863,NA,NA,NA
"dipole","multistart_eb","rbf",0,9.31999999999999,296.30776529053,NA,296.30776529053,NA,NA,NA
"dipole","multistart_eb","matern05",0,10.9,291.873143628297,NA,291.873143628297,NA,NA,NA
"dipole","multistart_eb","matern15",0,9.20999999999999,294.253097880369,NA,294.253097880369,NA,NA,NA
"dipole","multistart_eb","matern25",0,7.89,294.963447106505,NA,294.963447106505,NA,NA,NA
"ring","multistart_eb","rbf",0,5.36,277.770626696016,NA,277.770626696016,NA,NA,NA
"ring","multistart_eb","matern05",0,4.81,277.729713198901,NA,277.729713198901,NA,NA,NA
"ring","multistart_eb","matern15",0,4.47,277.701512679641,NA,277.701512679641,NA,NA,NA
"ring","multistart_eb","matern25",0,4.2,277.690576858778,NA,277.690576858778,NA,NA,NA
"edge","multistart_eb","rbf",0,3.66999999999999,262.5161883857,NA,262.5161883857,NA,NA,NA
"edge","multistart_eb","matern05",0,4.06,268.091506346124,NA,268.091506346124,NA,NA,NA
"edge","multistart_eb","matern15",0,3.02999999999999,266.781728004357,NA,266.781728004357,NA,NA,NA
"edge","multistart_eb","matern25",0,3.40000000000001,265.698565972046,NA,265.698565972046,NA,NA,NA
"sine","multistart_eb","rbf",0,2.07999999999998,341.437181029311,NA,341.437181029311,NA,NA,NA
"sine","multistart_eb","matern05",0,4.41999999999999,281.392899980888,NA,281.392899980888,NA,NA,NA
"sine","multistart_eb","matern15",52,5.14000000000001,310.905374127826,NA,310.905374127826,NA,NA,NA
"sine","multistart_eb","matern25",0,2.75,322.907031218284,NA,322.907031218284,NA,NA,NA
