"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-2.73959139763945,"ell",0.0645967358802647
"spike","multistart_eb","rbf","log_sigma_f",-3.06409889998762,"sigma_f",0.0466959005886658
"spike","multistart_eb","rbf","log_sigma_n",-15.3165838966498,"sigma_n",2.22890794398885e-07
"spike","multistart_eb","matern05","log_ell",-2.77284183890958,"ell",0.0624841822100954
"spike","multistart_eb","matern05","log_sigma_f",-2.92440057527627,"sigma_f",0.053696869498911
"spike","multistart_eb","matern05","log_sigma_n",-15.3165838966498,"sigma_n",2.22890794398885e-07
"spike","multistart_eb","matern15","log_ell",-2.7457835763002,"ell",0.0641979772173699
"spike","multistart_eb","matern15","log_sigma_f",-2.99514493670861,"sigma_f",0.0500293754680718
"spike","multistart_eb","matern15","log_sigma_n",-15.3165838966498,"sigma_n",2.22890794398885e-07
"spike","multistart_eb","matern25","log_ell",-2.74055966184237,"ell",0.0645342194443838
"spike","multistart_eb","matern25","log_sigma_f",-3.01837958452628,"sigma_f",0.048880360715813
"spike","multistart_eb","matern25","log_sigma_n",-15.3165838966498,"sigma_n",2.22890794398885e-07
"mixture","multistart_eb","rbf","log_ell",-1.46019890622516,"ell",0.232190086082765
"mixture","multistart_eb","rbf","log_sigma_f",-1.68408554629811,"sigma_f",0.185614089863597
"mixture","multistart_eb","rbf","log_sigma_n",-8.34323581907908,"sigma_n",0.000238000967522832
"mixture","multistart_eb","matern05","log_ell",-0.969850654038253,"ell",0.379139656852092
"mixture","multistart_eb","matern05","log_sigma_f",-1.60926611446656,"sigma_f",0.20003436254513
"mixture","multistart_eb","matern05","log_sigma_n",-8.84856333873848,"sigma_n",0.000143587875302931
"mixture","multistart_eb","matern15","log_ell",-1.15873799844879,"ell",0.313882050670764
"mixture","multistart_eb","matern15","log_sigma_f",-1.63984402966798,"sigma_f",0.194010299782068
"mixture","multistart_eb","matern15","log_sigma_n",-8.4723780041673,"sigma_n",0.000209166911697014
"mixture","multistart_eb","matern25","log_ell",-1.25399921358536,"ell",0.285361291070336
"mixture","multistart_eb","matern25","log_sigma_f",-1.64987578304716,"sigma_f",0.192073765956909
"mixture","multistart_eb","matern25","log_sigma_n",-8.41522334354587,"sigma_n",0.000221470016452265
"dipole","multistart_eb","rbf","log_ell",-2.30079089913718,"ell",0.100179580438572
