"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,5.34,354.079655183284,NA,354.079655183284,NA,NA,NA
"spike","multistart_eb","matern05",0,5.73,353.840801213134,NA,353.840801213134,NA,NA,NA
"spike","multistart_eb","matern15",0,5.63,354.039388115047,NA,354.039388115047,NA,NA,NA
"spike","multistart_eb","matern25",0,5.45,354.069393689166,NA,354.069393689166,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.65,301.24480474499,NA,301.24480474499,NA,NA,NA
"mixture","multistart_eb","matern05",0,2.08,299.321433982295,NA,299.321433982295,NA,NA,NA
"mixture","multistart_eb","matern15",0,2.04,300.512579800257,NA,300.512579800257,NA,NA,NA
"mixture","multistart_eb","matern25",0,1.89,300.850170832652,NA,300.850170832652,NA,NA,NA
"dipole","multistart_eb","rbf",0,4.3,295.148114555409,NA,295.148114555409,NA,NA,NA
"dipole","multistart_eb","matern05",0,4.06,290.789203068849,NA,290.789203068849,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.11,293.027500178531,NA,293.027500178531,NA,NA,NA
"dipole","multistart_eb","matern25",0,4.53,293.713087324194,NA,293.713087324194,NA,NA,NA
"ring","multistart_eb","rbf",0,3.22,274.017177252289,NA,274.017177252289,NA,NA,NA
"ring","multistart_eb","matern05",0,2.06,273.635061376345,NA,273.635061376345,NA,NA,NA
"ring","multistart_eb","matern15",0,1.81,273.707290053819,NA,273.707290053819,NA,NA,NA
"ring","multistart_eb","matern25",0,1.79,273.753371377413,NA,273.753371377413,NA,NA,NA
"edge","multistart_eb","rbf",0,1.6,247.530876542207,NA,247.530876542207,NA,NA,NA
"edge","multistart_eb","matern05",0,2.16,252.611846874966,NA,252.611846874966,NA,NA,NA
"edge","multistart_eb","matern15",0,1.48,251.031004428839,NA,251.031004428839,NA,NA,NA
"edge","multistart_eb","matern25",0,1.5,250.088484006405,NA,250.088484006405,NA,NA,NA
"sine","multistart_eb","rbf",0,2.00000000000001,280.978620341516,NA,280.978620341516,NA,NA,NA
"sine","multistart_eb","matern05",0,2.75,267.319224046701,NA,267.319224046701,NA,NA,NA
"sine","multistart_eb","matern15",0,1.75,275.32856740491,NA,275.32856740491,NA,NA,NA
"sine","multistart_eb","matern25",0,1.69999999999999,277.869765198588,NA,277.869765198588,NA,NA,NA
