"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,2.59,333.279617161686,NA,333.279617161686,NA,NA,NA
"spike","multistart_eb","matern05",0,2.8,333.011992059195,NA,333.011992059195,NA,NA,NA
"spike","multistart_eb","matern15",0,3.55,333.120930565989,NA,333.120930565989,NA,NA,NA
"spike","multistart_eb","matern25",0,6.91,333.165121176353,NA,333.165121176353,NA,NA,NA
"mixture","multistart_eb","rbf",0,4.52,222.460918739845,NA,222.460918739845,NA,NA,NA
"mixture","multistart_eb","matern05",0,4.42,222.370644150775,NA,222.370644150775,NA,NA,NA
"mixture","multistart_eb","matern15",0,4.43,222.395228567803,NA,222.395228567803,NA,NA,NA
"mixture","multistart_eb","matern25",0,4.56,222.409512130903,NA,222.409512130903,NA,NA,NA
"dipole","multistart_eb","rbf",0,11.19,267.163274762561,NA,267.163274762561,NA,NA,NA
"dipole","multistart_eb","matern05",0,10.37,266.632028739301,NA,266.632028739301,NA,NA,NA
"dipole","multistart_eb","matern15",0,11.37,266.950065282335,NA,266.950065282335,NA,NA,NA
"dipole","multistart_eb","matern25",0,10.36,267.033094296499,NA,267.033094296499,NA,NA,NA
"ring","multistart_eb","rbf",0,4.95,228.401493101449,NA,228.401493101449,NA,NA,NA
"ring","multistart_eb","matern05",0,4.8,227.460517090924,NA,227.460517090924,NA,NA,NA
"ring","multistart_eb","matern15",0,4.94,227.820040119705,NA,227.820040119705,NA,NA,NA
"ring","multistart_eb","matern25",0,5.3,227.987066765396,NA,227.987066765396,NA,NA,NA
"edge","multistart_eb","rbf",0,5.38,184.875558061056,NA,184.875558061056,NA,NA,NA
"edge","multistart_eb","matern05",0,4.25,183.138569073559,NA,183.138569073559,NA,NA,NA
"edge","multistart_eb","matern15",0,4.8,184.135594338427,NA,184.135594338427,NA,NA,NA
"edge","multistart_eb","matern25",0,5.34999999999999,184.496439053741,NA,184.496439053741,NA,NA,NA
"sine","multistart_eb","rbf",0,4.3,209.162123491593,NA,209.162123491593,NA,NA,NA
"sine","multistart_eb","matern05",0,4.05,208.182756264664,NA,208.182756264664,NA,NA,NA
"sine","multistart_eb","matern15",0,4.73999999999999,208.559501479047,NA,208.559501479047,NA,NA,NA
"sine","multistart_eb","matern25",0,4.5,208.732946427587,NA,208.732946427587,NA,NA,NA
