"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-1.38381160616449,"ell",0.250621459885929
"spike","multistart_eb","rbf","log_sigma_f",-3.6403940394739,"sigma_f",0.0262420015436781
"spike","multistart_eb","rbf","log_sigma_n",-8.47200426341564,"sigma_n",0.000209245100506078
"spike","multistart_eb","matern05","log_ell",-1.4708730714787,"ell",0.229724831408672
"spike","multistart_eb","matern05","log_sigma_f",-3.45818271494467,"sigma_f",0.0314869307854157
"spike","multistart_eb","matern05","log_sigma_n",-8.51450344280099,"sigma_n",0.000200538673846903
"spike","multistart_eb","matern15","log_ell",-1.38272112760974,"ell",0.250894906279912
"spike","multistart_eb","matern15","log_sigma_f",-3.58947868367305,"sigma_f",0.0276127216343564
"spike","multistart_eb","matern15","log_sigma_n",-8.49123047738562,"sigma_n",0.000205260536213937
"spike","multistart_eb","matern25","log_ell",-1.37279523747849,"ell",0.253397662045235
"spike","multistart_eb","matern25","log_sigma_f",-3.61459394275948,"sigma_f",0.0269278572489701
"spike","multistart_eb","matern25","log_sigma_n",-8.4839965921095,"sigma_n",0.000206750750907228
"mixture","multistart_eb","rbf","log_ell",-1.88372638443477,"ell",0.15202255447577
"mixture","multistart_eb","rbf","log_sigma_f",-1.20638273734549,"sigma_f",0.299277890561311
"mixture","multistart_eb","rbf","log_sigma_n",-6.31040964868977,"sigma_n",0.00181728863679898
"mixture","multistart_eb","matern05","log_ell",-1.89199660148808,"ell",0.150770479555388
"mixture","multistart_eb","matern05","log_sigma_f",-1.01710320572963,"sigma_f",0.361641023942922
"mixture","multistart_eb","matern05","log_sigma_n",-6.33378607577014,"sigma_n",0.00177529961028864
"mixture","multistart_eb","matern15","log_ell",-1.86258935157713,"ell",0.155270060619272
"mixture","multistart_eb","matern15","log_sigma_f",-1.1420686021093,"sigma_f",0.319158127312732
"mixture","multistart_eb","matern15","log_sigma_n",-6.31956966710879,"sigma_n",0.00180071824781008
"mixture","multistart_eb","matern25","log_ell",-1.86336914200682,"ell",0.15514902970749
"mixture","multistart_eb","matern25","log_sigma_f",-1.17019240833203,"sigma_f",0.310307229824674
"mixture","multistart_eb","matern25","log_sigma_n",-6.3160047770471,"sigma_n",0.00180714906616535
"dipole","multistart_eb","rbf","log_ell",-2.78355591456745,"ell",0.0618182955045752
"dipole","multistart_eb","rbf","log_sigma_f",-1.28165925397675,"sigma_f",0.277576348480685
"dipole","multistart_eb","rbf","log_sigma_n",-12.05539585733,"sigma_n",5.81310412289455e-06
"dipole","multistart_eb","matern05","log_ell",-2.92810486381326,"ell",0.053498328753884
"dipole","multistart_eb","matern05","log_sigma_f",-1.12235982832887,"sigma_f",0.325510738098131
"dipole","multistart_eb","matern05","log_sigma_n",-12.05539585733,"sigma_n",5.81310412289455e-06
"dipole","multistart_eb","matern15","log_ell",-2.83798010738887,"ell",0.0585437988031422
"dipole","multistart_eb","matern15","log_sigma_f",-1.2002508062154,"sigma_f",0.301118680004142
