"hyper_method","hyper_label","kernel","label","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
"multistart_eb","Multi-start EB","matern05","Matern 0.5",0.0999996757090711,0.0633340611068016,0.955780289510212,0.474468188088383,0.126627875272655,0.0544177037652619,-0.883019411703255
"multistart_eb","Multi-start EB","matern15","Matern 1.5",0.0971655263428902,0.0613119126454815,0.903430497719611,0.289466716611658,0.113345354947452,0.0502985988042809,-0.709390878490493
"multistart_eb","Multi-start EB","matern25","Matern 2.5",0.0970153314335176,0.0609765344124347,0.88459250446163,0.25149672566868,0.120328797342851,0.0500965083356078,-0.440599198056473
"multistart_eb","Multi-start EB","rbf","RBF",0.0988178560578817,0.0619397998405715,0.834919690660321,0.204390318957598,0.143599915724767,0.0514011922253006,0.500128017254393
