"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-2.71074580417498,"ell",0.0664872017868598
"spike","multistart_eb","rbf","log_sigma_f",-3.05319332585541,"sigma_f",0.0472079331238659
"spike","multistart_eb","rbf","log_sigma_n",-15.3165838966498,"sigma_n",2.22890794398885e-07
"spike","multistart_eb","matern05","log_ell",-2.74470698615765,"ell",0.0642671293443833
"spike","multistart_eb","matern05","log_sigma_f",-2.90928809072474,"sigma_f",0.0545145254543901
"spike","multistart_eb","matern05","log_sigma_n",-15.3165838966498,"sigma_n",2.22890794398885e-07
"spike","multistart_eb","matern15","log_ell",-2.71272208024911,"ell",0.0663559344736812
"spike","multistart_eb","matern15","log_sigma_f",-2.98371307321581,"sigma_f",0.0506045860591421
"spike","multistart_eb","matern15","log_sigma_n",-15.3165838966498,"sigma_n",2.22890794398885e-07
"spike","multistart_eb","matern25","log_ell",-2.70798650477937,"ell",0.0666709132234332
"spike","multistart_eb","matern25","log_sigma_f",-3.00760932673324,"sigma_f",0.0494096600302908
"spike","multistart_eb","matern25","log_sigma_n",-15.3165838966498,"sigma_n",2.22890794398885e-07
"mixture","multistart_eb","rbf","log_ell",-1.61631196428379,"ell",0.198629904080301
"mixture","multistart_eb","rbf","log_sigma_f",-1.66720608775354,"sigma_f",0.188773746828705
"mixture","multistart_eb","rbf","log_sigma_n",-8.22248068196608,"sigma_n",0.000268548055610167
"mixture","multistart_eb","matern05","log_ell",-1.10636278460646,"ell",0.33075982056993
"mixture","multistart_eb","matern05","log_sigma_f",-1.55988728222895,"sigma_f",0.210159758605298
"mixture","multistart_eb","matern05","log_sigma_n",-8.60338333077844,"sigma_n",0.000183483955404819
"mixture","multistart_eb","matern15","log_ell",-1.33850906539238,"ell",0.262236354520691
"mixture","multistart_eb","matern15","log_sigma_f",-1.61715871753895,"sigma_f",0.19846178475029
"mixture","multistart_eb","matern15","log_sigma_n",-8.35182991054204,"sigma_n",0.000235964329501605
"mixture","multistart_eb","matern25","log_ell",-1.42980037699773,"ell",0.239356698577752
"mixture","multistart_eb","matern25","log_sigma_f",-1.63433476518147,"sigma_f",0.195082103550947
"mixture","multistart_eb","matern25","log_sigma_n",-8.30029249444442,"sigma_n",0.000248444147946321
"dipole","multistart_eb","rbf","log_ell",-2.32298613424124,"ell",0.097980565202245
"dipole","multistart_eb","rbf","log_sigma_f",-1.78619521739064,"sigma_f",0.167596626839838
"dipole","multistart_eb","rbf","log_sigma_n",-14.3579809503241,"sigma_n",5.81310412289455e-07
"dipole","multistart_eb","matern05","log_ell",-2.20170819593635,"ell",0.110614046423592
"dipole","multistart_eb","matern05","log_sigma_f",-1.65039917167428,"sigma_f",0.191973263035575
"dipole","multistart_eb","matern05","log_sigma_n",-14.3579809503241,"sigma_n",5.81310412289455e-07
"dipole","multistart_eb","matern15","log_ell",-2.21450111966578,"ell",0.109207982375543
"dipole","multistart_eb","matern15","log_sigma_f",-1.73224209087159,"sigma_f",0.176887367481605
"dipole","multistart_eb","matern15","log_sigma_n",-14.3579809503241,"sigma_n",5.81310412289455e-07
"dipole","multistart_eb","matern25","log_ell",-2.23778208231242,"ell",0.106694882615947
"dipole","multistart_eb","matern25","log_sigma_f",-1.75279927286405,"sigma_f",0.173288182971327
"dipole","multistart_eb","matern25","log_sigma_n",-14.3579809503241,"sigma_n",5.81310412289455e-07
"ring","multistart_eb","rbf","log_ell",-2.1052595626465,"ell",0.121814051787588
"ring","multistart_eb","rbf","log_sigma_f",-1.58053904686229,"sigma_f",0.205864097894358
"ring","multistart_eb","rbf","log_sigma_n",-8.18299196394852,"sigma_n",0.000279364838938299
"ring","multistart_eb","matern05","log_ell",-1.86827489792399,"ell",0.154389770330273
"ring","multistart_eb","matern05","log_sigma_f",-1.44863612484804,"sigma_f",0.234890430948934
"ring","multistart_eb","matern05","log_sigma_n",-8.47880066027091,"sigma_n",0.000207827809454743
"ring","multistart_eb","matern15","log_ell",-1.97212505276424,"ell",0.1391608176974
"ring","multistart_eb","matern15","log_sigma_f",-1.53818886794865,"sigma_f",0.214769725729712
"ring","multistart_eb","matern15","log_sigma_n",-8.26852135193474,"sigma_n",0.000256464231368079
"ring","multistart_eb","matern25","log_ell",-2.0116470080568,"ell",0.133768175873596
"ring","multistart_eb","matern25","log_sigma_f",-1.55798707363121,"sigma_f",0.210559485647602
"ring","multistart_eb","matern25","log_sigma_n",-8.23028579542341,"sigma_n",0.000266460166273436
"edge","multistart_eb","rbf","log_ell",-1.46479023433541,"ell",0.231126468790046
"edge","multistart_eb","rbf","log_sigma_f",-0.584584853606517,"sigma_f",0.557337190315768
"edge","multistart_eb","rbf","log_sigma_n",-7.29909966447997,"sigma_n",0.000676147260627729
"edge","multistart_eb","matern05","log_ell",0.0406212205871536,"ell",1.0414575481465
"edge","multistart_eb","matern05","log_sigma_f",-0.36464572802001,"sigma_f",0.69444262886897
"edge","multistart_eb","matern05","log_sigma_n",-7.54706553291073,"sigma_n",0.000527656247379449
"edge","multistart_eb","matern15","log_ell",-0.937465664326138,"ell",0.391619072950721
"edge","multistart_eb","matern15","log_sigma_f",-0.518797036008818,"sigma_f",0.595236165125956
"edge","multistart_eb","matern15","log_sigma_n",-7.38803331239615,"sigma_n",0.000618611373261742
"edge","multistart_eb","matern25","log_ell",-1.14673413971083,"ell",0.317672551269106
"edge","multistart_eb","matern25","log_sigma_f",-0.551079679352809,"sigma_f",0.576327225738982
"edge","multistart_eb","matern25","log_sigma_n",-7.35472608853399,"sigma_n",0.000639562577120567
"sine","multistart_eb","rbf","log_ell",-1.22966936241526,"ell",0.292389236571431
"sine","multistart_eb","rbf","log_sigma_f",-0.619871318134653,"sigma_f",0.538013665742465
"sine","multistart_eb","rbf","log_sigma_n",-8.04084100869935,"sigma_n",0.000322037999439998
"sine","multistart_eb","matern05","log_ell",-0.306422453220813,"ell",0.736075596257949
"sine","multistart_eb","matern05","log_sigma_f",-0.563239750428912,"sigma_f",0.569361483504832
"sine","multistart_eb","matern05","log_sigma_n",-12.7740922998477,"sigma_n",2.83323242111421e-06
"sine","multistart_eb","matern15","log_ell",-0.786629419628106,"ell",0.455377096562849
"sine","multistart_eb","matern15","log_sigma_f",-0.517689830626811,"sigma_f",0.595895578797368
"sine","multistart_eb","matern15","log_sigma_n",-8.25980900333943,"sigma_n",0.000258708398943819
"sine","multistart_eb","matern25","log_ell",-0.935781248370891,"ell",0.392279278239642
"sine","multistart_eb","matern25","log_sigma_f",-0.525927315897266,"sigma_f",0.591007059938323
"sine","multistart_eb","matern25","log_sigma_n",-8.13839204730377,"sigma_n",0.000292106514272674
