"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,5.56,353.33294977064,NA,353.33294977064,NA,NA,NA
"spike","multistart_eb","matern05",0,5.58,352.945976896126,NA,352.945976896126,NA,NA,NA
"spike","multistart_eb","matern15",0,5.99,353.235364437817,NA,353.235364437817,NA,NA,NA
"spike","multistart_eb","matern25",0,5.68,353.288114944276,NA,353.288114944276,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.6,293.543903660734,NA,293.543903660734,NA,NA,NA
"mixture","multistart_eb","matern05",0,1.88,292.824965758811,NA,292.824965758811,NA,NA,NA
"mixture","multistart_eb","matern15",0,1.86,293.607479246544,NA,293.607479246544,NA,NA,NA
"mixture","multistart_eb","matern25",0,1.75,293.709418859711,NA,293.709418859711,NA,NA,NA
"dipole","multistart_eb","rbf",0,5.22,295.148179545738,NA,295.148179545738,NA,NA,NA
"dipole","multistart_eb","matern05",0,4.47,291.238004147486,NA,291.238004147486,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.5,293.35413229706,NA,293.35413229706,NA,NA,NA
"dipole","multistart_eb","matern25",0,4.41999999999999,293.972065015375,NA,293.972065015375,NA,NA,NA
"ring","multistart_eb","rbf",0,3.63,278.842035017924,NA,278.842035017924,NA,NA,NA
"ring","multistart_eb","matern05",0,2.01,279.08357125378,NA,279.08357125378,NA,NA,NA
"ring","multistart_eb","matern15",0,1.76,278.948125828869,NA,278.948125828869,NA,NA,NA
"ring","multistart_eb","matern25",0,2.34,278.89056165342,NA,278.89056165342,NA,NA,NA
"edge","multistart_eb","rbf",0,1.53,248.884897376761,NA,248.884897376761,NA,NA,NA
"edge","multistart_eb","matern05",0,2.15,252.076341978157,NA,252.076341978157,NA,NA,NA
"edge","multistart_eb","matern15",0,1.82000000000001,251.079892536005,NA,251.079892536005,NA,NA,NA
"edge","multistart_eb","matern25",0,1.52000000000001,250.480251901549,NA,250.480251901549,NA,NA,NA
"sine","multistart_eb","rbf",0,2.05,278.623400438328,NA,278.623400438328,NA,NA,NA
"sine","multistart_eb","matern05",0,3.97,268.556751441964,NA,268.556751441964,NA,NA,NA
"sine","multistart_eb","matern15",0,2.11999999999999,273.708699185732,NA,273.708699185732,NA,NA,NA
"sine","multistart_eb","matern25",0,1.86,275.459470224058,NA,275.459470224058,NA,NA,NA
