"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,4.38,355.668511116708,NA,355.668511116708,NA,NA,NA
"spike","multistart_eb","matern05",0,3.03,355.013020745256,NA,355.013020745256,NA,NA,NA
"spike","multistart_eb","matern15",0,2.75,355.447850649429,NA,355.447850649429,NA,NA,NA
"spike","multistart_eb","matern25",0,2.43,355.544605399379,NA,355.544605399379,NA,NA,NA
"mixture","multistart_eb","rbf",0,4.56,308.295689063171,NA,308.295689063171,NA,NA,NA
"mixture","multistart_eb","matern05",0,3.11,306.544569740656,NA,306.544569740656,NA,NA,NA
"mixture","multistart_eb","matern15",0,3.81,307.918000126878,NA,307.918000126878,NA,NA,NA
"mixture","multistart_eb","matern25",0,3.6,308.200018423433,NA,308.200018423433,NA,NA,NA
"dipole","multistart_eb","rbf",0,4.22,296.296592756435,NA,296.296592756435,NA,NA,NA
"dipole","multistart_eb","matern05",0,3.6,291.960889084602,NA,291.960889084602,NA,NA,NA
"dipole","multistart_eb","matern15",0,4.1,294.329686570949,NA,294.329686570949,NA,NA,NA
"dipole","multistart_eb","matern25",0,4.2,295.026506606169,NA,295.026506606169,NA,NA,NA
"ring","multistart_eb","rbf",0,5.91,278.240972589177,NA,278.240972589177,NA,NA,NA
"ring","multistart_eb","matern05",0,4.96,278.170336084627,NA,278.170336084627,NA,NA,NA
"ring","multistart_eb","matern15",0,4.86,278.158124833884,NA,278.158124833884,NA,NA,NA
"ring","multistart_eb","matern25",0,4.3,278.151903482454,NA,278.151903482454,NA,NA,NA
"edge","multistart_eb","rbf",0,3.85000000000001,263.835309473676,NA,263.835309473676,NA,NA,NA
"edge","multistart_eb","matern05",0,3.88000000000001,268.981677789432,NA,268.981677789432,NA,NA,NA
"edge","multistart_eb","matern15",0,2.75,267.989785580473,NA,267.989785580473,NA,NA,NA
"edge","multistart_eb","matern25",0,3.3,266.974614080591,NA,266.974614080591,NA,NA,NA
"sine","multistart_eb","rbf",0,2.83,338.451138322614,NA,338.451138322614,NA,NA,NA
"sine","multistart_eb","matern05",0,4.3,281.393047167622,NA,281.393047167622,NA,NA,NA
"sine","multistart_eb","matern15",0,4.09,311.051538252364,NA,311.051538252364,NA,NA,NA
"sine","multistart_eb","matern25",0,2.53999999999999,324.595002826474,NA,324.595002826474,NA,NA,NA
